time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
11.35;(7.61246,-0.240687);(-1.9469,0.383306);(2.00202,-3.14992);(8.53687,-0.152675);(2.03765,-4.86881);(8.87369,1.08432);(-0.384831,0.511568);(8.50299,0.0484944);(0.660959,-1.84292);(7.34866,1.14555);(8.55259,-0.120208);(0.537612,2.1476);(3.30314,2.41391);(8.60192,0.538277);(1.17068,1.81638);(1.83626,4.86279);(9.0098,1.04954);(3.81795,1.23519);(8.56938,0.077065);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(8.63235,-0.559044);(9.15473,1.16231);(9.11735,1.14291);(-0.962694,2.0198);(-0.862267,-1.14324);(5.72183,1.31537);(1.76182,-7.09862);(8.90957,-0.959167);(8.8687,0.970615);(8.57053,-0.133911);(3.27877,-3.96926);(0.565158,-3.20497);(8.65205,-0.544203);(2.04735,-3.09505);(2.23643,3.07325);(2.01692,-3.12068);(9.72272,1.44358);(4.25102,-1.17589);(3.26782,5.17726);(1.9612,7.01999);(9.41864,-1.33555);(9.64203,1.45303);(3.33096,6.64491);(-0.262787,-4.42975);(0.49746,6.50469);(-0.174836,1.08595);(3.24405,4.35818);(9.08255,1.12607);(0.492899,-3.13649);(0.545651,-3.21411);(-1.06563,-2.56192);(8.57844,0.219352);(1.55769,5.42916);(9.13332,-1.15864);(0.5214,3.984);(4.32381,1.18713);(3.27886,-5.56939);(3.24686,4.29871);(-0.712851,4.74276);(0.0384264,-6.11948);(1.65988,-6.41854);(0.679358,-4.61675);(1.86782,-1.9337);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.13387,2.06335);(0.696676,2.2554);(9.70182,1.42924);(-0.656057,0.400353);(0.46511,-4.75487);(-0.576477,3.05552);(-2.16498,-1.04656);(-0.539963,0.389131);(8.52356,0.0913629);(1.43955,-0.156827);(6.90478,-1.46736);(8.55081,-0.118343);(2.04309,-4.84992);(9.4111,-1.33834);(-1.12903,-2.48415);(1.51832,5.33175);(1.08678,3.56861);(0.630715,-1.86419);(9.42942,-1.35792);(9.29928,-1.29164);(8.90472,0.988206);(3.25321,-7.04914);(3.27858,4.34688);(5.64007,1.35214);(5.66285,-0.0335369);(5.68205,-1.29152);(8.72149,-0.727672);(3.1764,-6.24779);(9.47778,-1.38277);(4.00145,1.20056);(3.29088,-3.96543);(3.25952,-7.01478)
11.4;(7.67338,-0.225176);(-1.9469,0.383306);(1.9916,-3.13454);(8.53687,-0.152675);(2.04524,-4.88904);(8.94077,1.05933);(-0.384831,0.511568);(8.50299,0.0484944);(0.660959,-1.84292);(7.40685,1.16626);(8.55259,-0.120208);(0.537612,2.1476);(3.31077,2.33974);(8.60192,0.538277);(1.17068,1.81638);(1.82962,4.79477);(9.0098,1.04954);(3.89092,1.22333);(8.56938,0.077065);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(8.63235,-0.559044);(9.15473,1.16231);(9.11735,1.14291);(-0.962694,2.0198);(-0.862267,-1.14324);(5.79018,1.30631);(1.79679,-7.13392);(8.90957,-0.959167);(8.8687,0.970615);(8.57053,-0.133911);(3.29325,-3.97639);(0.565158,-3.20497);(8.65205,-0.544203);(2.04681,-3.08626);(2.22919,3.02833);(2.05548,-3.14947);(9.72272,1.44358);(4.29215,-1.15565);(3.28297,5.13804);(1.96049,7.01685);(9.41864,-1.33555);(9.64203,1.45303);(3.33356,6.61276);(-0.276898,-4.41779);(0.530635,6.48485);(-0.174836,1.08595);(3.25352,4.33432);(9.08255,1.12607);(0.492899,-3.13649);(0.545651,-3.21411);(-1.06563,-2.56192);(8.57844,0.219352);(1.5825,5.40955);(9.13332,-1.15864);(0.546515,3.95886);(4.39741,1.1745);(3.27771,-5.56181);(3.25387,4.27538);(-0.712443,4.7779);(0.0104649,-6.13385);(1.6576,-6.41008);(0.649321,-4.6045);(1.86782,-1.9337);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.13387,2.06335);(0.696676,2.2554);(9.70182,1.42924);(-0.656057,0.400353);(0.470919,-4.74636);(-0.576477,3.05552);(-2.16498,-1.04656);(-0.539963,0.389131);(8.52356,0.0913629);(1.43955,-0.156827);(6.98836,-1.47433);(8.55081,-0.118343);(2.03149,-4.8775);(9.4111,-1.33834);(-1.12903,-2.48415);(1.55296,5.35977);(1.09022,3.55333);(0.630715,-1.86419);(9.42942,-1.35792);(9.29928,-1.29164);(8.90472,0.988206);(3.26022,-7.03881);(3.28086,4.32216);(5.70842,1.34709);(5.73332,-0.0344653);(5.75283,-1.29562);(8.72149,-0.727672);(3.18443,-6.23238);(9.47778,-1.38277);(4.07922,1.17373);(3.30652,-3.96625);(3.26672,-6.99774)
11.45;(7.73526,-0.210466);(-1.9469,0.383306);(1.98627,-3.16891);(8.53687,-0.152675);(2.04533,-4.89927);(8.94077,1.05933);(-0.384831,0.511568);(8.50299,0.0484944);(0.660959,-1.84292);(7.4651,1.18262);(8.55259,-0.120208);(0.537612,2.1476);(3.32456,2.27145);(8.60192,0.538277);(1.17068,1.81638);(1.86154,4.75857);(9.0098,1.04954);(3.9643,1.21177);(8.56938,0.077065);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(8.63235,-0.559044);(9.15473,1.16231);(9.11735,1.14291);(-0.962694,2.0198);(-0.862267,-1.14324);(5.85939,1.29959);(1.83268,-7.11923);(8.90957,-0.959167);(8.8687,0.970615);(8.57053,-0.133911);(3.26914,-3.99129);(0.565158,-3.20497);(8.65205,-0.544203);(2.06076,-3.11916);(2.24643,2.99194);(2.05411,-3.15068);(9.72272,1.44358);(4.337,-1.13617);(3.24812,5.09883);(1.9576,7.02278);(9.41864,-1.33555);(9.64203,1.45303);(3.34914,6.57659);(-0.283297,-4.40571);(0.565155,6.464);(-0.174836,1.08595);(3.25397,4.30924);(9.08255,1.12607);(0.492899,-3.13649);(0.545651,-3.21411);(-1.06563,-2.56192);(8.57844,0.219352);(1.60957,5.38806);(9.13332,-1.15864);(0.522242,3.94152);(4.47076,1.16171);(3.29821,-5.54947);(3.25864,4.25118);(-0.706139,4.80763);(-0.00922714,-6.14348);(1.65127,-6.42296);(0.627782,-4.59134);(1.86782,-1.9337);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.13387,2.06335);(0.696676,2.2554);(9.70182,1.42924);(-0.656057,0.400353);(0.482861,-4.73808);(-0.576477,3.05552);(-2.16498,-1.04656);(-0.539963,0.389131);(8.52356,0.0913629);(1.43955,-0.156827);(7.07036,-1.47768);(8.55081,-0.118343);(2.03073,-4.88127);(9.4111,-1.33834);(-1.12903,-2.48415);(1.58654,5.37222);(1.08109,3.48965);(0.630715,-1.86419);(9.42942,-1.35792);(9.29928,-1.29164);(8.90472,0.988206);(3.26316,-7.02493);(3.28856,4.29662);(5.77645,1.34102);(5.80477,-0.0389067);(5.82349,-1.29753);(8.72149,-0.727672);(3.19156,-6.21527);(9.47778,-1.38277);(4.15614,1.14863);(3.27249,-3.9728);(3.26953,-6.97938)
11.5;(7.79802,-0.196508);(-1.9469,0.383306);(1.95175,-3.1716);(8.53687,-0.152675);(2.04573,-4.91674);(8.94077,1.05933);(-0.384831,0.511568);(8.50299,0.0484944);(0.660959,-1.84292);(7.52338,1.19497);(8.55259,-0.120208);(0.537612,2.1476);(3.34415,2.20847);(8.60192,0.538277);(1.17068,1.81638);(1.84403,4.7149);(9.0098,1.04954);(4.03801,1.20044);(8.56938,0.077065);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(8.63235,-0.559044);(9.15473,1.16231);(9.11735,1.14291);(-0.962694,2.0198);(-0.862267,-1.14324);(5.92912,1.29147);(1.8188,-7.10943);(8.90957,-0.959167);(8.8687,0.970615);(8.57053,-0.133911);(3.29386,-4.01697);(0.565158,-3.20497);(8.65205,-0.544203);(2.04012,-3.11596);(2.26912,2.95809);(2.0602,-3.15066);(9.72272,1.44358);(4.38522,-1.11738);(3.26239,5.069);(1.95958,7.02379);(9.41864,-1.33555);(9.64203,1.45303);(3.31471,6.54027);(-0.282353,-4.39326);(0.581946,6.44412);(-0.174836,1.08595);(3.28884,4.27427);(9.08255,1.12607);(0.492899,-3.13649);(0.545651,-3.21411);(-1.06563,-2.56192);(8.57844,0.219352);(1.61277,5.38099);(9.13332,-1.15864);(0.533071,3.94728);(4.54447,1.14895);(3.26871,-5.53611);(3.28428,4.22008);(-0.694491,4.83244);(-0.0214256,-6.14888);(1.65088,-6.43051);(0.613947,-4.57779);(1.86782,-1.9337);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.13387,2.06335);(0.696676,2.2554);(9.70182,1.42924);(-0.656057,0.400353);(0.495705,-4.72895);(-0.576477,3.05552);(-2.16498,-1.04656);(-0.539963,0.389131);(8.52356,0.0913629);(1.43955,-0.156827);(7.15089,-1.47768);(8.55081,-0.118343);(2.01936,-4.90977);(9.4111,-1.33834);(-1.12903,-2.48415);(1.64202,5.37781);(1.08948,3.4728);(0.630715,-1.86419);(9.42942,-1.35792);(9.29928,-1.29164);(8.90472,0.988206);(3.30482,-7.00497);(3.3,4.26669);(5.84423,1.3337);(5.87664,-0.0425578);(5.89406,-1.29778);(8.72149,-0.727672);(3.1994,-6.19601);(9.47778,-1.38277);(4.2322,1.12508);(3.28436,-3.9992);(3.30739,-6.95212)
11.55;(7.86157,-0.183257);(-1.9469,0.383306);(1.96724,-3.17405);(8.53687,-0.152675);(2.00059,-4.91356);(8.94077,1.05933);(-0.384831,0.511568);(8.50299,0.0484944);(0.660959,-1.84292);(7.58165,1.2036);(8.55259,-0.120208);(0.537612,2.1476);(3.36906,2.15013);(8.60192,0.538277);(1.17068,1.81638);(1.86833,4.69866);(9.0098,1.04954);(4.11195,1.1893);(8.56938,0.077065);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(8.63235,-0.559044);(9.15473,1.16231);(9.11735,1.14291);(-0.962694,2.0198);(-0.862267,-1.14324);(5.99924,1.28275);(1.7981,-7.11709);(8.90957,-0.959167);(8.8687,0.970615);(8.57053,-0.133911);(3.26862,-4.04051);(0.565158,-3.20497);(8.65205,-0.544203);(2.05199,-3.10842);(2.29681,2.92661);(2.07304,-3.14965);(9.72272,1.44358);(4.43646,-1.09921);(3.24114,5.03836);(1.96597,7.02074);(9.41864,-1.33555);(9.64203,1.45303);(3.3095,6.52202);(-0.280696,-4.38511);(0.595937,6.42933);(-0.174836,1.08595);(3.2737,4.23929);(9.08255,1.12607);(0.492899,-3.13649);(0.545651,-3.21411);(-1.06563,-2.56192);(8.57844,0.219352);(1.62259,5.36424);(9.13332,-1.15864);(0.503525,3.94122);(4.61846,1.13621);(3.28816,-5.53295);(3.25992,4.18894);(-0.677996,4.8528);(-0.0268275,-6.15048);(1.66711,-6.42214);(0.596845,-4.58564);(1.86782,-1.9337);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.13387,2.06335);(0.696676,2.2554);(9.70182,1.42924);(-0.656057,0.400353);(0.512919,-4.71811);(-0.576477,3.05552);(-2.16498,-1.04656);(-0.539963,0.389131);(8.52356,0.0913629);(1.43955,-0.156827);(7.23004,-1.47456);(8.55081,-0.118343);(1.96565,-4.92163);(9.4111,-1.33834);(-1.12903,-2.48415);(1.6809,5.36264);(1.09921,3.43975);(0.630715,-1.86419);(9.42942,-1.35792);(9.29928,-1.29164);(8.90472,0.988206);(3.29649,-6.98481);(3.27388,4.23643);(5.91179,1.32521);(5.94902,-0.0455837);(5.96432,-1.29707);(8.72149,-0.727672);(3.20388,-6.17968);(9.47778,-1.38277);(4.30757,1.1029);(3.26597,-4.01723);(3.29524,-6.92474)
11.6;(7.92584,-0.170669);(-1.9469,0.383306);(1.98786,-3.17562);(8.53687,-0.152675);(2.00443,-4.92042);(8.94077,1.05933);(-0.384831,0.511568);(8.50299,0.0484944);(0.660959,-1.84292);(7.63988,1.20879);(8.55259,-0.120208);(0.537612,2.1476);(3.39887,2.09607);(8.60192,0.538277);(1.17068,1.81638);(1.84411,4.69454);(9.0098,1.04954);(4.186,1.17827);(8.56938,0.077065);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(8.63235,-0.559044);(9.15473,1.16231);(9.11735,1.14291);(-0.962694,2.0198);(-0.862267,-1.14324);(6.06966,1.27427);(1.78393,-7.11818);(8.90957,-0.959167);(8.8687,0.970615);(8.57053,-0.133911);(3.25017,-4.0575);(0.565158,-3.20497);(8.65205,-0.544203);(2.07,-3.10075);(2.32909,2.8973);(2.09193,-3.14775);(9.72272,1.44358);(4.49044,-1.0816);(3.26981,5.00503);(1.97638,7.01403);(9.41864,-1.33555);(9.64203,1.45303);(3.30903,6.50175);(-0.276188,-4.37664);(0.613274,6.41283);(-0.174836,1.08595);(3.26674,4.20448);(9.08255,1.12607);(0.492899,-3.13649);(0.545651,-3.21411);(-1.06563,-2.56192);(8.57844,0.219352);(1.63183,5.35145);(9.13332,-1.15864);(0.501223,3.95729);(4.69113,1.12268);(3.25765,-5.52805);(3.27128,4.13076);(-0.657107,4.86912);(-0.027027,-6.15059);(1.67578,-6.41056);(0.53334,-4.57488);(1.86782,-1.9337);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.13387,2.06335);(0.696676,2.2554);(9.70182,1.42924);(-0.656057,0.400353);(0.483106,-4.69028);(-0.576477,3.05552);(-2.16498,-1.04656);(-0.539963,0.389131);(8.52356,0.0913629);(1.43955,-0.156827);(7.30791,-1.46855);(8.55081,-0.118343);(1.95926,-4.94965);(9.4111,-1.33834);(-1.12903,-2.48415);(1.68759,5.3652);(1.13553,3.44905);(0.630715,-1.86419);(9.42942,-1.35792);(9.29928,-1.29164);(8.90472,0.988206);(3.29791,-6.96345);(3.29015,4.17964);(5.98038,1.31705);(6.02227,-0.0491197);(6.03422,-1.2958);(8.72149,-0.727672);(3.21127,-6.16093);(9.47778,-1.38277);(4.38227,1.08196);(3.25479,-4.02887);(3.29696,-6.89727)
11.65;(7.99077,-0.158707);(-1.9469,0.383306);(2.01307,-3.17633);(8.53687,-0.152675);(1.96402,-4.90402);(8.94077,1.05933);(-0.384831,0.511568);(8.50299,0.0484944);(0.660959,-1.84292);(7.69803,1.2108);(8.55259,-0.120208);(0.537612,2.1476);(3.37988,2.03113);(8.60192,0.538277);(1.17068,1.81638);(1.84151,4.69281);(9.0098,1.04954);(4.21104,1.17712);(8.56938,0.077065);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(8.63235,-0.559044);(9.15473,1.16231);(9.11735,1.14291);(-0.962694,2.0198);(-0.862267,-1.14324);(6.14029,1.26552);(1.77523,-7.11592);(8.90957,-0.959167);(8.8687,0.970615);(8.57053,-0.133911);(3.2497,-4.05263);(0.565158,-3.20497);(8.65205,-0.544203);(2.09349,-3.093);(2.34376,2.84482);(2.11617,-3.14508);(9.72272,1.44358);(4.5451,-1.06662);(3.24849,4.97158);(1.99058,7.00419);(9.41864,-1.33555);(9.64203,1.45303);(3.31298,6.47947);(-0.285374,-4.37331);(0.62632,6.40051);(-0.174836,1.08595);(3.27447,4.16353);(9.08255,1.12607);(0.492899,-3.13649);(0.545651,-3.21411);(-1.06563,-2.56192);(8.57844,0.219352);(1.64602,5.33575);(9.13332,-1.15864);(0.495547,3.95922);(4.81282,1.09929);(3.27421,-5.53999);(3.27239,4.09064);(-0.634933,4.88812);(-0.0215663,-6.14739);(1.67862,-6.44743);(0.481535,-4.56319);(1.86782,-1.9337);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.13387,2.06335);(0.696676,2.2554);(9.70182,1.42924);(-0.656057,0.400353);(0.4787,-4.66287);(-0.576477,3.05552);(-2.16498,-1.04656);(-0.539963,0.389131);(8.52356,0.0913629);(1.43955,-0.156827);(7.38457,-1.45985);(8.55081,-0.118343);(1.92698,-4.93489);(9.4111,-1.33834);(-1.12903,-2.48415);(1.70632,5.3589);(1.16705,3.46324);(0.630715,-1.86419);(9.42942,-1.35792);(9.29928,-1.29164);(8.90472,0.988206);(3.30381,-6.93939);(3.25711,4.13116);(6.04807,1.30843);(6.09688,-0.0513809);(6.10351,-1.29532);(8.72149,-0.727672);(3.21778,-6.14);(9.47778,-1.38277);(4.45809,1.06425);(3.25252,-4.03348);(3.3032,-6.86819)
11.7;(8.05699,-0.147263);(-1.9469,0.383306);(2.03557,-3.16862);(8.53687,-0.152675);(1.95497,-4.89532);(8.94077,1.05933);(-0.384831,0.511568);(8.50299,0.0484944);(0.660959,-1.84292);(7.75773,1.21108);(8.55259,-0.120208);(0.537612,2.1476);(3.37017,1.97141);(8.60192,0.538277);(1.17068,1.81638);(1.85109,4.72297);(9.0098,1.04954);(4.24071,1.17515);(8.56938,0.077065);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(8.63235,-0.559044);(9.15473,1.16231);(9.11735,1.14291);(-0.962694,2.0198);(-0.862267,-1.14324);(6.25903,1.2704);(1.76842,-7.16363);(8.90957,-0.959167);(8.8687,0.970615);(8.57053,-0.133911);(3.26646,-4.06204);(0.565158,-3.20497);(8.65205,-0.544203);(2.12182,-3.0852);(2.36427,2.79674);(2.13952,-3.13261);(9.72272,1.44358);(4.60212,-1.05189);(3.23746,4.93928);(2.008,6.9913);(9.41864,-1.33555);(9.64203,1.45303);(3.31735,6.45592);(-0.312676,-4.3589);(0.644864,6.38743);(-0.174836,1.08595);(3.27565,4.12308);(9.08255,1.12607);(0.492899,-3.13649);(0.545651,-3.21411);(-1.06563,-2.56192);(8.57844,0.219352);(1.66403,5.32146);(9.13332,-1.15864);(0.497186,3.95974);(4.88613,1.06326);(3.29611,-5.50221);(3.27895,4.05135);(-0.61093,4.90237);(-0.0109521,-6.1412);(1.68435,-6.43439);(0.464324,-4.56031);(1.86782,-1.9337);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.13387,2.06335);(0.696676,2.2554);(9.70182,1.42924);(-0.656057,0.400353);(0.441033,-4.6715);(-0.576477,3.05552);(-2.16498,-1.04656);(-0.539963,0.389131);(8.52356,0.0913629);(1.43955,-0.156827);(7.46022,-1.44896);(8.55081,-0.118343);(1.91473,-4.9292);(9.4111,-1.33834);(-1.12903,-2.48415);(1.72839,5.35039);(1.179,3.44458);(0.630715,-1.86419);(9.42942,-1.35792);(9.29928,-1.29164);(8.90472,0.988206);(3.29949,-6.96428);(3.24833,4.07512);(6.16372,1.31394);(6.18124,-0.0694131);(6.17267,-1.29292);(8.72149,-0.727672);(3.20857,-6.16655);(9.47778,-1.38277);(4.53306,1.04736);(3.25592,-4.03321);(3.30415,-6.88884)
11.75;(8.12544,-0.138455);(-1.9469,0.383306);(2.0624,-3.16104);(8.53687,-0.152675);(1.953,-4.88443);(8.94077,1.05933);(-0.384831,0.511568);(8.50299,0.0484944);(0.660959,-1.84292);(7.86703,1.20498);(8.55259,-0.120208);(0.537612,2.1476);(3.36907,1.9164);(8.60192,0.538277);(1.17068,1.81638);(1.87474,4.70515);(9.0098,1.04954);(4.27455,1.17242);(8.56938,0.077065);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(8.63235,-0.559044);(9.15473,1.16231);(9.11735,1.14291);(-0.962694,2.0198);(-0.862267,-1.14324);(6.32787,1.2783);(1.76311,-7.16135);(8.90957,-0.959167);(8.8687,0.970615);(8.57053,-0.133911);(3.25177,-4.03259);(0.565158,-3.20497);(8.65205,-0.544203);(2.15406,-3.07715);(2.39025,2.75271);(2.16766,-3.12041);(9.72272,1.44358);(4.65582,-1.04223);(3.23294,4.90676);(2.02911,6.97748);(9.41864,-1.33555);(9.64203,1.45303);(3.32069,6.4315);(-0.330813,-4.34405);(0.664867,6.37395);(-0.174836,1.08595);(3.28282,4.08311);(9.08255,1.12607);(0.492899,-3.13649);(0.545651,-3.21411);(-1.06563,-2.56192);(8.57844,0.219352);(1.66369,5.35367);(9.13332,-1.15864);(0.505465,3.95899);(4.96308,1.03238);(3.27806,-5.4945);(3.28178,4.01286);(-0.58491,4.91287);(0.00433383,-6.13228);(1.69491,-6.41855);(0.454433,-4.55584);(1.86782,-1.9337);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.13387,2.06335);(0.696676,2.2554);(9.70182,1.42924);(-0.656057,0.400353);(0.412921,-4.67717);(-0.576477,3.05552);(-2.16498,-1.04656);(-0.539963,0.389131);(8.52356,0.0913629);(1.43955,-0.156827);(7.53708,-1.43645);(8.55081,-0.118343);(1.90899,-4.9215);(9.4111,-1.33834);(-1.12903,-2.48415);(1.74605,5.39168);(1.19776,3.42971);(0.630715,-1.86419);(9.42942,-1.35792);(9.29928,-1.29164);(8.90472,0.988206);(3.29993,-6.97247);(3.24606,4.02139);(6.2358,1.32326);(6.27319,-0.0380256);(6.23221,-1.33959);(8.72149,-0.727672);(3.20473,-6.18609);(9.47778,-1.38277);(4.60919,1.03299);(3.25397,-3.99718);(3.30954,-6.89872)
11.8;(8.19408,-0.129153);(-1.9469,0.383306);(2.04938,-3.12327);(8.53687,-0.152675);(1.95489,-4.86868);(8.94077,1.05933);(-0.384831,0.511568);(8.50299,0.0484944);(0.660959,-1.84292);(7.9714,1.19652);(8.55259,-0.120208);(0.537612,2.1476);(3.37543,1.86601);(8.60192,0.538277);(1.17068,1.81638);(1.85636,4.68528);(9.0098,1.04954);(4.31216,1.169);(8.56938,0.077065);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(8.63235,-0.559044);(9.15473,1.16231);(9.11735,1.14291);(-0.962694,2.0198);(-0.862267,-1.14324);(6.38322,1.32699);(1.76291,-7.15534);(8.90957,-0.959167);(8.8687,0.970615);(8.57053,-0.133911);(3.27246,-4.03846);(0.565158,-3.20497);(8.65205,-0.544203);(2.15145,-3.03324);(2.42065,2.70315);(2.16043,-3.07286);(9.72272,1.44358);(4.71192,-1.03231);(3.27841,4.87471);(2.06364,6.99318);(9.41864,-1.33555);(9.64203,1.45303);(3.32446,6.40541);(-0.341202,-4.3307);(0.645012,6.39066);(-0.174836,1.08595);(3.2842,4.04365);(9.08255,1.12607);(0.492899,-3.13649);(0.545651,-3.21411);(-1.06563,-2.56192);(8.57844,0.219352);(1.70305,5.3555);(9.13332,-1.15864);(0.519774,3.95712);(5.03985,1.00316);(3.27348,-5.48518);(3.28998,3.97514);(-0.556606,4.91986);(0.0237644,-6.12097);(1.70745,-6.40239);(0.451184,-4.54997);(1.86782,-1.9337);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.13387,2.06335);(0.696676,2.2554);(9.70182,1.42924);(-0.656057,0.400353);(0.393463,-4.68017);(-0.576477,3.05552);(-2.16498,-1.04656);(-0.539963,0.389131);(8.52356,0.0913629);(1.43955,-0.156827);(7.6128,-1.4225);(8.55081,-0.118343);(1.90754,-4.91052);(9.4111,-1.33834);(-1.12903,-2.48415);(1.75714,5.393);(1.22115,3.41576);(0.630715,-1.86419);(9.42942,-1.35792);(9.29928,-1.29164);(8.90472,0.988206);(3.30471,-6.97469);(3.25034,3.979);(6.29599,1.35084);(6.38152,-0.0538805);(6.29242,-1.37981);(8.72149,-0.727672);(3.20576,-6.19956);(9.47778,-1.38277);(4.6844,1.01908);(3.29236,-3.9907);(3.30989,-6.90234)
11.85;(8.27007,-0.114721);(-1.9469,0.383306);(2.04357,-3.13498);(8.53687,-0.152675);(1.96274,-4.85122);(8.94077,1.05933);(-0.384831,0.511568);(8.50299,0.0484944);(0.660959,-1.84292);(8.07125,1.18584);(8.55259,-0.120208);(0.537612,2.1476);(3.40835,1.78778);(8.60192,0.538277);(1.17068,1.81638);(1.86894,4.67708);(9.0098,1.04954);(4.35319,1.16489);(8.56938,0.077065);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(8.63235,-0.559044);(9.15473,1.16231);(9.11735,1.14291);(-0.962694,2.0198);(-0.862267,-1.14324);(6.44022,1.36877);(1.76735,-7.14592);(8.90957,-0.959167);(8.8687,0.970615);(8.57053,-0.133911);(3.24318,-4.04271);(0.565158,-3.20497);(8.65205,-0.544203);(2.16276,-3.03736);(2.43623,2.68954);(2.16679,-3.07342);(9.72272,1.44358);(4.77018,-1.02216);(3.27389,4.84262);(2.09874,6.99927);(9.41864,-1.33555);(9.64203,1.45303);(3.33257,6.38073);(-0.343892,-4.3179);(0.631727,6.40242);(-0.174836,1.08595);(3.29156,4.00465);(9.08255,1.12607);(0.492899,-3.13649);(0.545651,-3.21411);(-1.06563,-2.56192);(8.57844,0.219352);(1.73811,5.35112);(9.13332,-1.15864);(0.516742,3.94188);(5.11644,0.97544);(3.27539,-5.47202);(3.28583,3.93813);(-0.525198,4.92401);(0.0468554,-6.10747);(1.72337,-6.38442);(0.453064,-4.54556);(1.86782,-1.9337);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.13387,2.06335);(0.696676,2.2554);(9.70182,1.42924);(-0.656057,0.400353);(0.38185,-4.68077);(-0.576477,3.05552);(-2.16498,-1.04656);(-0.539963,0.389131);(8.52356,0.0913629);(1.43955,-0.156827);(7.69223,-1.41396);(8.55081,-0.118343);(1.91172,-4.89775);(9.4111,-1.33834);(-1.12903,-2.48415);(1.77343,5.39058);(1.24908,3.40294);(0.630715,-1.86419);(9.42942,-1.35792);(9.29928,-1.29164);(8.90472,0.988206);(3.30718,-6.97221);(3.25997,3.93774);(6.35651,1.37378);(6.4748,-0.0661091);(6.35321,-1.4141);(8.72149,-0.727672);(3.21053,-6.20518);(9.47778,-1.38277);(4.75875,1.00557);(3.28074,-3.98395);(3.31541,-6.90348)
