time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
6.25001;(1.94998,1.15661);(-2.00964,0.368875);(1.98146,-3.61643);(8.53687,-0.152675);(1.09914,-5.08442);(3.2676,2.11929);(-0.384831,0.511568);(4.92122,0.0123734);(0.549825,-1.98008);(2.60847,2.46678);(8.08658,-0.0814847);(0.158188,2.27939);(3.18012,4.23337);(8.06446,0.637617);(0.813231,2.36023);(0.870703,5.79035);(4.13338,1.23992);(1.84176,3.28567);(6.42996,-0.116253);(-0.854082,-1.17878);(8.02774,-0.0987578);(8.51811,-0.208526);(1.23522,-0.0756532);(6.61326,-0.97847);(6.94914,1.53288);(5.30869,1.60064);(-1.46916,1.91282);(-0.862267,-1.14324);(3.28332,3.6241);(1.63154,-7.04833);(2.2546,-0.812478);(8.8687,0.970615);(8.57053,-0.133911);(3.27517,-4.44856);(0.838544,-3.58132);(8.65205,-0.544203);(2.00557,-3.5294);(1.93159,4.92695);(1.98855,-3.61542);(9.72272,1.44358);(3.44152,-2.938);(2.52272,5.60067);(1.87971,6.97798);(9.41864,-1.33555);(9.22966,1.62644);(3.27317,7.15252);(-0.741228,-4.03828);(0.331635,7.06966);(-0.174836,1.08595);(3.24124,5.78296);(9.08255,1.12607);(0.898829,-3.61657);(0.785729,-3.57209);(-1.19239,-2.47224);(2.57161,0.822898);(0.268656,5.34379);(5.3143,-1.59236);(-0.682409,4.13367);(1.80302,3.34635);(2.40903,-5.64517);(3.24446,5.81793);(-2.14919,4.20173);(-0.3122,-6.25406);(1.12232,-6.56277);(-0.500754,-4.68464);(2.07241,-2.89878);(-0.874195,-1.17099);(-1.94851,0.371052);(-1.53509,2.04813);(0.325716,3.03466);(8.64436,2.05212);(-0.656057,0.400353);(-0.417281,-4.61447);(-1.34206,2.66117);(-2.00901,-0.582301);(-0.539963,0.389131);(2.68161,0.817993);(1.43955,-0.156827);(3.29442,-2.14686);(8.55081,-0.118343);(1.05492,-5.0558);(9.4111,-1.33834);(-1.12612,-2.40966);(0.52207,5.08262);(0.00786884,3.80755);(0.482876,-2.01);(8.56067,-1.56634);(7.89208,-1.91901);(3.26001,2.10469);(3.30158,-6.68874);(3.27632,5.92264);(3.29821,3.65111);(1.77294,-1.47181);(3.31661,-2.17043);(3.19064,-0.845885);(3.00808,-6.02598);(3.81596,-0.952475);(1.8301,3.28753);(3.28542,-4.41152);(3.32535,-6.74527)
6.30001;(1.95719,1.14705);(-2.00708,0.362002);(2.0364,-3.56725);(8.53687,-0.152675);(1.09088,-5.08358);(3.27155,2.09262);(-0.384831,0.511568);(5.00422,0.00650217);(0.583398,-1.96228);(2.59758,2.45616);(8.18272,-0.0853676);(0.167743,2.26411);(3.15171,4.24638);(8.12642,0.632857);(0.834098,2.33909);(0.881695,5.82218);(4.18196,1.2027);(1.84033,3.29174);(6.50018,-0.112164);(-0.854082,-1.17878);(8.11501,-0.104727);(8.51811,-0.208526);(1.23522,-0.0756532);(6.69339,-0.957899);(7.01497,1.52597);(5.3989,1.61999);(-1.45711,1.90808);(-0.862267,-1.14324);(3.28289,3.59257);(1.64221,-7.04847);(2.28141,-0.823722);(8.8687,0.970615);(8.57053,-0.133911);(3.28644,-4.45188);(0.798712,-3.56173);(8.65205,-0.544203);(2.04752,-3.5127);(1.91994,4.93971);(2.03684,-3.57226);(9.72272,1.44358);(3.469,-2.95164);(2.53351,5.58959);(1.90061,6.98519);(9.41864,-1.33555);(9.29257,1.60176);(3.27532,7.13673);(-0.730995,-4.07081);(0.315841,7.13569);(-0.174836,1.08595);(3.24073,5.74594);(9.08255,1.12607);(0.861588,-3.59389);(0.751427,-3.53748);(-1.15357,-2.45869);(2.63953,0.815703);(0.265195,5.36328);(5.39529,-1.61072);(-0.671257,4.12198);(1.80994,3.34567);(2.41941,-5.61551);(3.25582,5.80478);(-2.13938,4.20793);(-0.282942,-6.24125);(1.13598,-6.5664);(-0.489335,-4.67979);(2.04608,-2.86008);(-0.874195,-1.17099);(-1.94895,0.381422);(-1.5298,2.05158);(0.319017,3.02819);(8.71456,2.0262);(-0.656057,0.400353);(-0.402234,-4.61044);(-1.32568,2.64441);(-2.02838,-0.604463);(-0.539963,0.389131);(2.73725,0.818132);(1.43955,-0.156827);(3.28019,-2.16491);(8.55081,-0.118343);(1.06344,-5.03339);(9.4111,-1.33834);(-1.09605,-2.41323);(0.492973,5.07254);(0.00886103,3.79204);(0.517265,-1.99133);(8.62468,-1.56364);(7.95846,-1.90075);(3.25469,2.09015);(3.31303,-6.71766);(3.28236,5.88009);(3.32226,3.60435);(1.80377,-1.44912);(3.29963,-2.18029);(3.26556,-0.789238);(3.04402,-6.046);(3.92008,-0.989432);(1.82537,3.29817);(3.25874,-4.40556);(3.3271,-6.75577)
6.35001;(1.97226,1.13516);(-2.00028,0.356115);(2.06302,-3.55927);(8.53687,-0.152675);(1.09941,-5.07857);(3.27906,2.11581);(-0.384831,0.511568);(5.08286,0.000271948);(0.599881,-1.9285);(2.59848,2.44708);(8.27658,-0.0914662);(0.198632,2.27327);(3.10998,4.21119);(8.18985,0.627635);(0.852831,2.31977);(0.897624,5.84694);(4.24137,1.1796);(1.84484,3.29532);(6.57254,-0.107996);(-0.854082,-1.17878);(8.2011,-0.111787);(8.51811,-0.208526);(1.23522,-0.0756532);(6.77236,-0.938524);(7.08059,1.51773);(5.48699,1.63538);(-1.44202,1.90518);(-0.862267,-1.14324);(3.28972,3.5661);(1.65689,-7.04491);(2.3111,-0.830277);(8.8687,0.970615);(8.57053,-0.133911);(3.28428,-4.44349);(0.776062,-3.55696);(8.65205,-0.544203);(2.07553,-3.52729);(1.90992,4.95267);(2.05717,-3.57056);(9.72272,1.44358);(3.44649,-2.96529);(2.54619,5.6101);(1.90494,6.99614);(9.41864,-1.33555);(9.35249,1.57823);(3.29993,7.1093);(-0.75503,-4.06693);(0.301189,7.15173);(-0.174836,1.08595);(3.26612,5.75169);(9.08255,1.12607);(0.841078,-3.58167);(0.740712,-3.51762);(-1.1238,-2.42465);(2.69241,0.824469);(0.267555,5.37797);(5.484,-1.62725);(-0.661497,4.0731);(1.82196,3.3428);(2.40395,-5.62864);(3.24893,5.78881);(-2.12495,4.21138);(-0.253803,-6.23177);(1.15346,-6.56547);(-0.439938,-4.70745);(2.06033,-2.85058);(-0.874195,-1.17099);(-1.94478,0.39105);(-1.51986,2.05459);(0.321378,3.01709);(8.78188,1.99718);(-0.656057,0.400353);(-0.387344,-4.60118);(-1.30599,2.6302);(-2.04142,-0.624827);(-0.539963,0.389131);(2.79365,0.768278);(1.43955,-0.156827);(3.29698,-2.14374);(8.55081,-0.118343);(1.07489,-5.01052);(9.4111,-1.33834);(-1.08025,-2.40129);(0.478542,5.10077);(0.0158254,3.77622);(0.536978,-1.96004);(8.68679,-1.55663);(8.0235,-1.88005);(3.25656,2.07146);(3.27576,-6.73538);(3.31097,5.86369);(3.2963,3.55788);(1.83966,-1.42864);(3.31168,-2.14946);(3.34884,-0.764902);(3.04462,-6.06022);(4.01181,-1.02005);(1.82637,3.30611);(3.25809,-4.3582);(3.33263,-6.76031)
6.40001;(2.00023,1.11315);(-1.99165,0.350168);(2.03988,-3.5464);(8.53687,-0.152675);(1.14324,-5.06769);(3.29205,2.08931);(-0.384831,0.511568);(5.16028,-0.00539146);(0.620249,-1.9057);(2.57489,2.3944);(8.37058,-0.10246);(0.229862,2.27688);(3.11097,4.20199);(8.24556,0.61616);(0.874081,2.30073);(0.914652,5.86166);(4.30377,1.16171);(1.81018,3.26782);(6.64394,-0.104926);(-0.854082,-1.17878);(8.28648,-0.120116);(8.51811,-0.208526);(1.23522,-0.0756532);(6.84961,-0.918909);(7.14607,1.50861);(5.57312,1.64714);(-1.42621,1.90298);(-0.862267,-1.14324);(3.29324,3.58953);(1.64224,-7.05029);(2.32981,-0.819107);(8.8687,0.970615);(8.57053,-0.133911);(3.31805,-4.46987);(0.766131,-3.538);(8.65205,-0.544203);(2.05414,-3.53414);(1.9068,4.96085);(2.02764,-3.56531);(9.72272,1.44358);(3.45598,-2.94052);(2.5624,5.62495);(1.91684,7.00408);(9.41864,-1.33555);(9.41274,1.55775);(3.27808,7.1003);(-0.77006,-4.06114);(0.292463,7.14816);(-0.174836,1.08595);(3.24697,5.73474);(9.08255,1.12607);(0.829006,-3.56848);(0.737914,-3.49878);(-1.09559,-2.44059);(2.74183,0.783354);(0.274671,5.38866);(5.57072,-1.64004);(-0.660599,4.0614);(1.78465,3.33179);(2.4096,-5.61594);(3.24756,5.77049);(-2.10571,4.21249);(-0.225884,-6.24687);(1.15782,-6.57033);(-0.418616,-4.70361);(2.03059,-2.81734);(-0.874195,-1.17099);(-1.93647,0.400025);(-1.50846,2.05543);(0.358019,2.99158);(8.85024,1.97261);(-0.656057,0.400353);(-0.372304,-4.60296);(-1.29246,2.6019);(-2.04882,-0.643523);(-0.539963,0.389131);(2.85783,0.72839);(1.43955,-0.156827);(3.26477,-2.11261);(8.55081,-0.118343);(1.09028,-4.98705);(9.4111,-1.33834);(-1.05739,-2.43884);(0.471771,5.1229);(0.0277308,3.76074);(0.561222,-1.93817);(8.74707,-1.54583);(8.08759,-1.85867);(3.26638,2.10214);(3.28034,-6.74728);(3.28969,5.84402);(3.28794,3.55822);(1.87284,-1.40522);(3.34246,-2.13627);(3.42982,-0.746524);(3.05352,-6.06836);(4.10123,-1.04689);(1.78688,3.28791);(3.29023,-4.34859);(3.32794,-6.76005)
6.45001;(2.02543,1.04122);(-1.9839,0.343773);(2.06663,-3.53688);(8.53687,-0.152675);(1.14587,-5.02848);(3.31156,2.06543);(-0.384831,0.511568);(5.23654,-0.0105552);(0.632336,-1.87644);(2.5687,2.38861);(8.46252,-0.112018);(0.224481,2.24643);(3.0886,4.237);(8.3052,0.606643);(0.888635,2.23214);(0.934568,5.87026);(4.36819,1.14692);(1.81571,3.27008);(6.71286,-0.103074);(-0.854082,-1.17878);(8.37223,-0.114219);(8.51811,-0.208526);(1.23522,-0.0756532);(6.92416,-0.90011);(7.21157,1.49867);(5.65746,1.65554);(-1.41695,1.88096);(-0.862267,-1.14324);(3.32507,3.57173);(1.63694,-7.05311);(2.35233,-0.778696);(8.8687,0.970615);(8.57053,-0.133911);(3.30182,-4.49573);(0.707432,-3.508);(8.65205,-0.544203);(2.04705,-3.52472);(1.89153,4.96035);(2.0479,-3.56457);(9.72272,1.44358);(3.41548,-2.91575);(2.58217,5.6205);(1.87876,7.01274);(9.41864,-1.33555);(9.47124,1.53174);(3.30607,7.09516);(-0.783994,-4.07636);(0.288836,7.1427);(-0.174836,1.08595);(3.24485,5.71704);(9.08255,1.12607);(0.767078,-3.55151);(0.686248,-3.46936);(-1.07555,-2.45108);(2.7946,0.746484);(0.28625,5.39557);(5.65559,-1.64939);(-0.648029,4.04499);(1.7929,3.34138);(2.45951,-5.62651);(3.25053,5.75344);(-2.08777,4.21576);(-0.220013,-6.2514);(1.18895,-6.57413);(-0.39323,-4.69968);(2.03587,-2.8146);(-0.874195,-1.17099);(-1.93171,0.40985);(-1.5247,2.01461);(0.347556,2.9493);(8.91443,1.94601);(-0.656057,0.400353);(-0.352458,-4.604);(-1.25174,2.61557);(-2.05116,-0.660717);(-0.539963,0.389131);(2.89237,0.711439);(1.43955,-0.156827);(3.26736,-2.11737);(8.55081,-0.118343);(1.10703,-4.98956);(9.4111,-1.33834);(-1.03096,-2.44862);(0.472225,5.13852);(0.0194642,3.76105);(0.576302,-1.90964);(8.80455,-1.54465);(8.15151,-1.83678);(3.27154,2.10139);(3.28523,-6.75311);(3.28329,5.82416);(3.27187,3.56851);(1.86372,-1.3552);(3.32323,-2.12311);(3.54007,-0.751559);(3.06452,-6.07179);(4.18853,-1.07026);(1.7625,3.31737);(3.27238,-4.33853);(3.32828,-6.75518)
6.50001;(2.08213,1.00811);(-1.9769,0.326029);(2.04675,-3.54539);(8.53687,-0.152675);(1.15134,-4.99376);(3.28743,2.01716);(-0.384831,0.511568);(5.31352,-0.0129357);(0.648326,-1.85739);(2.56943,2.38212);(8.55259,-0.120208);(0.239225,2.26176);(3.05625,4.22302);(8.36439,0.595301);(0.906868,2.18264);(0.957797,5.87505);(4.43333,1.13222);(1.82029,3.26617);(6.78128,-0.101621);(-0.854082,-1.17878);(8.45528,-0.114491);(8.51811,-0.208526);(1.23522,-0.0756532);(6.9966,-0.881667);(7.27707,1.48813);(5.74014,1.66087);(-1.41209,1.88129);(-0.862267,-1.14324);(3.30689,3.55378);(1.63681,-7.05185);(2.35322,-0.783365);(8.8687,0.970615);(8.57053,-0.133911);(3.29783,-4.47312);(0.691466,-3.50227);(8.65205,-0.544203);(2.04981,-3.50859);(1.88902,4.96071);(2.04167,-3.53478);(9.72272,1.44358);(3.42138,-2.87236);(2.56855,5.65327);(1.86392,7.01727);(9.41864,-1.33555);(9.52875,1.50659);(3.28407,7.08942);(-0.789888,-4.08787);(0.274755,7.1334);(-0.174836,1.08595);(3.2857,5.72491);(9.08255,1.12607);(0.73668,-3.55511);(0.67682,-3.46155);(-1.08858,-2.43331);(2.88759,0.739315);(0.299015,5.40314);(5.73878,-1.65558);(-0.645562,4.04819);(1.79495,3.34485);(2.47223,-5.6705);(3.29745,5.76023);(-2.06602,4.21715);(-0.209109,-6.25199);(1.22005,-6.57587);(-0.364609,-4.69394);(1.99131,-2.81587);(-0.874195,-1.17099);(-1.93411,0.38224);(-1.52992,2.01576);(0.386919,2.90286);(8.97902,1.91995);(-0.656057,0.400353);(-0.328409,-4.60247);(-1.25823,2.61278);(-2.04918,-0.676107);(-0.539963,0.389131);(2.95379,0.719013);(1.43955,-0.156827);(3.27776,-2.11828);(8.55081,-0.118343);(1.1261,-4.98815);(9.4111,-1.33834);(-1.04133,-2.42454);(0.47943,5.1496);(0.0444297,3.77479);(0.595693,-1.89044);(8.86044,-1.53885);(8.21482,-1.81417);(3.278,2.09955);(3.2903,-6.75415);(3.32007,5.82952);(3.27926,3.5801);(1.8743,-1.35114);(3.31281,-2.11124);(3.64467,-0.758223);(3.07674,-6.07052);(4.27389,-1.09042);(1.74235,3.33292);(3.29174,-4.36186);(3.34924,-6.79586)
6.55001;(2.11519,0.930945);(-1.96567,0.358107);(2.04637,-3.53328);(8.53687,-0.152675);(1.17721,-4.95955);(3.26271,2.01888);(-0.384831,0.511568);(5.38929,-0.0113097);(0.660959,-1.84292);(2.57029,2.35917);(8.55259,-0.120208);(0.25715,2.27541);(3.06705,4.23429);(8.42627,0.584868);(0.928917,2.14479);(0.967888,5.87021);(4.5087,1.11995);(1.80918,3.24675);(6.84939,-0.100734);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(7.0668,-0.863645);(7.34285,1.47685);(5.82131,1.6634);(-1.40174,1.88181);(-0.862267,-1.14324);(3.32216,3.54569);(1.64147,-7.04685);(2.36452,-0.782228);(8.8687,0.970615);(8.57053,-0.133911);(3.29962,-4.44999);(0.666682,-3.50677);(8.65205,-0.544203);(2.0593,-3.4908);(1.89304,4.95861);(2.04083,-3.50647);(9.72272,1.44358);(3.37822,-2.83865);(2.57429,5.66338);(1.8483,7.0235);(9.41864,-1.33555);(9.5844,1.48136);(3.27876,7.09497);(-0.791034,-4.10032);(0.266572,7.12162);(-0.174836,1.08595);(3.27655,5.73225);(9.08255,1.12607);(0.721926,-3.51122);(0.64594,-3.47038);(-1.12161,-2.46137);(2.97007,0.729999);(0.315989,5.40692);(5.82055,-1.65912);(-0.62557,4.04734);(1.77607,3.33457);(2.46218,-5.66998);(3.29437,5.76671);(-2.05171,4.21785);(-0.193642,-6.24901);(1.22784,-6.58);(-0.361394,-4.73127);(1.99005,-2.79213);(-0.874195,-1.17099);(-1.93178,0.404406);(-1.52974,2.01618);(0.428276,2.86182);(9.04094,1.89135);(-0.656057,0.400353);(-0.311645,-4.63985);(-1.25792,2.61033);(-2.05144,-0.741318);(-0.539963,0.389131);(3.02222,0.677082);(1.43955,-0.156827);(3.25621,-2.08491);(8.55081,-0.118343);(1.14957,-4.98445);(9.4111,-1.33834);(-1.06447,-2.44881);(0.492167,5.15628);(0.060618,3.79022);(0.612291,-1.87716);(8.91489,-1.529);(8.27781,-1.79094);(3.28168,2.09631);(3.33368,-6.78734);(3.30685,5.83453);(3.27995,3.58782);(1.90164,-1.34921);(3.31722,-2.10432);(3.74531,-0.767339);(3.08715,-6.06781);(4.35746,-1.10765);(1.73205,3.33962);(3.26127,-4.38117);(3.32028,-6.83368)
6.60001;(2.15067,0.903722);(-1.95789,0.371432);(2.05434,-3.51191);(8.53687,-0.152675);(1.20205,-4.93646);(3.25037,2.01904);(-0.384831,0.511568);(5.46537,-0.0108234);(0.660959,-1.84292);(2.57977,2.33706);(8.55259,-0.120208);(0.230641,2.26614);(3.07931,4.24133);(8.48171,0.567946);(0.95747,2.11491);(0.981111,5.86417);(4.58182,1.1087);(1.83899,3.25605);(6.91823,-0.100697);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(7.13513,-0.845686);(7.40892,1.46509);(5.90107,1.66337);(-1.38218,1.89089);(-0.862267,-1.14324);(3.28744,3.53645);(1.66053,-7.04463);(2.37202,-0.801955);(8.8687,0.970615);(8.57053,-0.133911);(3.30737,-4.42684);(0.650401,-3.50905);(8.65205,-0.544203);(2.07443,-3.4691);(1.9042,4.95145);(2.02975,-3.49947);(9.72272,1.44358);(3.38486,-2.80034);(2.5681,5.66841);(1.83875,7.02471);(9.41864,-1.33555);(9.64203,1.45303);(3.27791,7.09517);(-0.79122,-4.11542);(0.263755,7.10757);(-0.174836,1.08595);(3.28132,5.73445);(9.08255,1.12607);(0.716853,-3.4707);(0.629965,-3.47055);(-1.14362,-2.49261);(3.05226,0.720964);(0.336856,5.408);(5.90112,-1.6601);(-0.601593,4.04469);(1.77147,3.32792);(2.46437,-5.6914);(3.29802,5.76808);(-2.03259,4.21651);(-0.163414,-6.28632);(1.23134,-6.57349);(-0.361931,-4.73766);(1.93909,-2.77384);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.52171,2.02742);(0.514287,2.84327);(9.10372,1.86609);(-0.656057,0.400353);(-0.293308,-4.6528);(-1.25117,2.60907);(-2.05409,-0.789887);(-0.539963,0.389131);(3.09121,0.638617);(1.43955,-0.156827);(3.27487,-2.08128);(8.55081,-0.118343);(1.1597,-4.96564);(9.4111,-1.33834);(-1.07641,-2.47531);(0.510365,5.16091);(0.0777953,3.80193);(0.630715,-1.86419);(8.96775,-1.51589);(8.33969,-1.7671);(3.28891,2.09127);(3.32706,-6.82022);(3.30725,5.83658);(3.28621,3.59202);(1.88555,-1.32249);(3.33313,-2.10114);(3.84341,-0.774724);(3.09787,-6.06144);(4.43938,-1.12218);(1.73227,3.34343);(3.25013,-4.38163);(3.29854,-6.85104)
6.65001;(2.19103,0.879753);(-1.9469,0.383306);(2.06711,-3.49108);(8.53687,-0.152675);(1.22978,-4.92319);(3.28083,2.04504);(-0.384831,0.511568);(5.53947,-0.0102846);(0.660959,-1.84292);(2.55659,2.27709);(8.55259,-0.120208);(0.239271,2.29243);(3.09249,4.24651);(8.54217,0.554245);(0.988128,2.08671);(0.996732,5.85479);(4.65554,1.09739);(1.83062,3.29764);(6.98012,-0.0987214);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(7.20506,-0.831137);(7.47536,1.45287);(5.9795,1.661);(-1.38106,1.8964);(-0.862267,-1.14324);(3.30222,3.53429);(1.66005,-7.0465);(2.38023,-0.816943);(8.8687,0.970615);(8.57053,-0.133911);(3.29952,-4.40317);(0.641833,-3.50933);(8.65205,-0.544203);(2.09431,-3.44759);(1.91963,4.94178);(2.024,-3.477);(9.72272,1.44358);(3.35938,-2.80037);(2.57302,5.67059);(1.8347,7.02184);(9.41864,-1.33555);(9.64203,1.45303);(3.28109,7.09127);(-0.78465,-4.12679);(0.265815,7.09148);(-0.174836,1.08595);(3.28674,5.73202);(9.08255,1.12607);(0.674949,-3.46401);(0.62162,-3.46898);(-1.15743,-2.52208);(3.13382,0.712045);(0.359888,5.4059);(5.98053,-1.65875);(-0.57375,4.0405);(1.8089,3.34837);(2.47673,-5.69707);(3.3033,5.76532);(-2.00911,4.21327);(-0.130824,-6.31514);(1.24013,-6.56381);(-0.356746,-4.74101);(1.93798,-2.75935);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.52618,2.02833);(0.559626,2.79563);(9.16441,1.83692);(-0.656057,0.400353);(-0.270834,-4.66174);(-1.24362,2.62667);(-2.05308,-0.831673);(-0.539963,0.389131);(3.16068,0.603304);(1.43955,-0.156827);(3.24966,-2.05366);(8.55081,-0.118343);(1.17323,-4.94768);(9.4111,-1.33834);(-1.08049,-2.50012);(0.531869,5.16193);(0.0985267,3.80931);(0.630715,-1.86419);(9.03273,-1.50803);(8.38843,-1.73558);(3.29054,2.08257);(3.32558,-6.83706);(3.31249,5.83427);(3.30119,3.59595);(1.8958,-1.33827);(3.3027,-2.0792);(3.93916,-0.780553);(3.10843,-6.05168);(4.51979,-1.13422);(1.77158,3.37842);(3.24951,-4.37942);(3.30088,-6.86168)
6.70001;(2.23582,0.857911);(-1.9469,0.383306);(2.03655,-3.49256);(8.53687,-0.152675);(1.25946,-4.90807);(3.26159,2.06548);(-0.384831,0.511568);(5.6107,-0.0104429);(0.660959,-1.84292);(2.58323,2.21281);(8.55259,-0.120208);(0.253597,2.30684);(3.13145,4.26104);(8.60192,0.538277);(0.979052,2.06312);(1.01857,5.84486);(4.72783,1.08671);(1.83134,3.31225);(7.04459,-0.0968429);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(7.2607,-0.807477);(7.54263,1.43989);(6.05669,1.65653);(-1.37426,1.90221);(-0.862267,-1.14324);(3.26746,3.53886);(1.66921,-7.04467);(2.365,-0.787764);(8.8687,0.970615);(8.57053,-0.133911);(3.30668,-4.39568);(0.640212,-3.50786);(8.65205,-0.544203);(2.06909,-3.44765);(1.93931,4.98194);(2.0104,-3.46073);(9.72272,1.44358);(3.37993,-2.78085);(2.5827,5.66902);(1.83569,7.01545);(9.41864,-1.33555);(9.64203,1.45303);(3.28661,7.08373);(-0.771954,-4.1348);(0.27205,7.07367);(-0.174836,1.08595);(3.29065,5.72708);(9.08255,1.12607);(0.653045,-3.45742);(0.62013,-3.4659);(-1.16764,-2.54968);(3.21495,0.703279);(0.384111,5.40249);(6.05886,-1.65517);(-0.543063,4.03803);(1.82157,3.35344);(2.49292,-5.69837);(3.30509,5.76036);(-1.98262,4.21155);(-0.10065,-6.33642);(1.25369,-6.55124);(-0.346368,-4.74162);(1.91617,-2.78754);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.52495,2.02924);(0.600329,2.764);(9.22588,1.80812);(-0.656057,0.400353);(-0.244603,-4.66704);(-1.23002,2.63884);(-2.04856,-0.868513);(-0.539963,0.389131);(3.23055,0.57086);(1.43955,-0.156827);(3.26522,-2.05497);(8.55081,-0.118343);(1.19089,-4.92855);(9.4111,-1.33834);(-1.08331,-2.52104);(0.555344,5.16183);(0.113888,3.81284);(0.630715,-1.86419);(9.09549,-1.49616);(8.44993,-1.71474);(3.29815,2.07308);(3.32874,-6.84581);(3.31329,5.82884);(3.26619,3.60114);(1.86912,-1.32036);(3.31769,-2.07816);(4.03277,-0.784953);(3.11864,-6.03885);(4.59881,-1.14396);(1.7986,3.36755);(3.25619,-4.37359);(3.30667,-6.86599)
6.75001;(2.27324,0.786615);(-1.9469,0.383306);(2.05595,-3.4959);(8.53687,-0.152675);(1.29063,-4.89134);(3.25898,2.07183);(-0.384831,0.511568);(5.67969,-0.0123561);(0.660959,-1.84292);(2.62053,2.19737);(8.55259,-0.120208);(0.272734,2.31651);(3.1205,4.2728);(8.60192,0.538277);(0.98762,2.04601);(0.995009,5.8559);(4.79912,1.07704);(1.78304,3.31697);(7.10817,-0.0840192);(-0.854082,-1.17878);(8.53664,-0.118711);(8.51811,-0.208526);(1.23522,-0.0756532);(7.32077,-0.796674);(7.61186,1.42679);(6.13274,1.6504);(-1.36214,1.90775);(-0.862267,-1.14324);(3.28176,3.55308);(1.68454,-7.03873);(2.39305,-0.783613);(8.8687,0.970615);(8.57053,-0.133911);(3.30214,-4.38561);(0.588706,-3.50977);(8.65205,-0.544203);(2.08959,-3.46796);(2.00032,4.99395);(2.02562,-3.48533);(9.72272,1.44358);(3.35049,-2.76199);(2.59553,5.66487);(1.8383,7.00961);(9.41864,-1.33555);(9.64203,1.45303);(3.29059,7.07392);(-0.754904,-4.13967);(0.282276,7.05425);(-0.174836,1.08595);(3.29685,5.71818);(9.08255,1.12607);(0.640532,-3.44797);(0.56864,-3.4631);(-1.17111,-2.57483);(3.29545,0.694556);(0.411186,5.39675);(6.13625,-1.64949);(-0.521143,4.03804);(1.78547,3.34753);(2.51235,-5.69568);(3.33993,5.7462);(-1.95309,4.2095);(-0.0700758,-6.3522);(1.27157,-6.53602);(-0.330747,-4.74021);(1.89063,-2.76586);(-0.874195,-1.17099);(-1.92675,0.420999);(-1.51855,2.03015);(0.643045,2.73427);(9.28475,1.7757);(-0.656057,0.400353);(-0.215196,-4.67);(-1.21172,2.64771);(-2.0407,-0.90123);(-0.539963,0.389131);(3.30076,0.541027);(1.43955,-0.156827);(3.23703,-2.05456);(8.55081,-0.118343);(1.22564,-4.9564);(9.4111,-1.33834);(-1.08212,-2.54094);(0.582435,5.15891);(0.142269,3.81302);(0.630715,-1.86419);(9.15565,-1.4803);(8.50992,-1.69142);(3.3117,2.06323);(3.33257,-6.84875);(3.34039,5.81849);(3.27946,3.61939);(1.85449,-1.35097);(3.28295,-2.07199);(4.12445,-0.788051);(3.12855,-6.0235);(4.67656,-1.1516);(1.77789,3.34178);(3.2624,-4.36435);(3.30631,-6.86516)
