time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
1.9;(-0.818902,-2.90024);(1.7352,-1.18493);(1.94058,4.17854);(2.53313,-3.30243);(2.27072,-4.02963);(1.05817,1.1799);(3.74978,0.437396);(1.19538,1.29625);(0.601552,-4.12049);(2.60351,1.86447);(0.228607,3.67213);(1.81809,-3.27782);(-0.157506,-0.638349);(0.583022,-1.70749);(1.66646,2.90945);(3.97036,-0.646357);(4.25432,-0.420462);(3.17518,-2.87775);(-0.297981,2.78768);(3.09319,-2.79932);(2.78966,-2.1487);(3.99882,1.00643);(3.1472,3.08885);(-0.175361,-0.0266381);(1.02747,2.5977);(2.46583,-0.134397);(-0.755628,0.903081);(2.53773,-0.0588184);(1.59527,3.14399);(0.306793,-2.45782)
1.95;(-0.819176,-2.90554);(1.8014,-1.13953);(1.97596,4.22598);(2.56881,-3.29411);(2.31416,-4.02076);(1.09937,1.14243);(3.83769,0.442883);(1.24634,1.2851);(0.630228,-4.12845);(2.65653,1.84581);(0.243251,3.69715);(1.85856,-3.29549);(-0.120339,-0.651203);(0.636155,-1.67618);(1.67363,2.90088);(4.04049,-0.661957);(4.33447,-0.43879);(3.19533,-2.85738);(-0.2643,2.78138);(3.10414,-2.76703);(2.82971,-2.10918);(4.1079,0.997328);(3.18389,3.09325);(-0.175361,-0.0266381);(1.02861,2.57238);(2.54313,-0.126593);(-0.717295,0.957292);(2.60988,-0.0538291);(1.64131,3.1074);(0.372539,-2.44952)
2;(-0.81395,-2.90908);(1.82122,-1.11281);(2.01271,4.26626);(2.60371,-3.28464);(2.35706,-4.00957);(1.14422,1.11041);(3.92391,0.447417);(1.29903,1.2728);(0.661829,-4.13327);(2.71074,1.82878);(0.26219,3.71818);(1.90105,-3.309);(-0.0813742,-0.664771);(0.690553,-1.64958);(1.68906,2.89087);(4.11041,-0.675435);(4.41403,-0.454903);(3.18241,-2.83661);(-0.270735,2.80492);(3.12178,-2.73478);(2.8727,-2.07197);(4.21321,0.988022);(3.1706,3.09637);(-0.175361,-0.0266381);(1.07635,2.52889);(2.66751,-0.101946);(-0.68897,0.993457);(2.7275,-0.0280579);(1.69005,3.07437);(0.436333,-2.44093)
2.05;(-0.803734,-2.91101);(1.88454,-1.06142);(2.05056,4.3);(2.6376,-3.27407);(2.39929,-3.99627);(1.19162,1.08334);(4.05726,0.46865);(1.36577,1.21253);(0.696064,-4.13523);(2.76556,1.8123);(0.285444,3.73509);(1.94518,-3.31872);(-0.0408946,-0.67885);(0.703377,-1.65076);(1.69779,2.87276);(4.18013,-0.686965);(4.49303,-0.468979);(3.1792,-2.81596);(-0.270883,2.82499);(3.13145,-2.70261);(2.91829,-2.03684);(4.31929,0.978973);(3.20482,3.11504);(-0.175361,-0.0266381);(1.11214,2.53395);(2.74542,-0.0957347);(-0.656905,1.0267);(2.79767,-0.0180378);(1.69142,3.02536);(0.496837,-2.43255)
2.1;(-0.788991,-2.9115);(1.95458,-1.02742);(2.08924,4.32779);(2.67021,-3.26266);(2.44054,-3.98119);(1.2422,1.059);(4.17185,0.443539);(1.42563,1.17134);(0.732666,-4.13459);(2.81972,1.79964);(0.312607,3.74827);(1.9906,-3.32497);(-0.0255452,-0.649703);(0.742817,-1.69427);(1.7545,2.86873);(4.24966,-0.696706);(4.57154,-0.48118);(3.18417,-2.79515);(-0.265328,2.8419);(3.1478,-2.67114);(2.96726,-2.00404);(4.44387,1.01637);(3.18907,3.13197);(-0.175361,-0.0266381);(1.09793,2.53871);(2.82306,-0.0900212);(-0.621293,1.05726);(2.8701,-0.0112516);(1.74201,2.96763);(0.554625,-2.4242)
2.15;(-0.770141,-2.91066);(2.02992,-1.00137);(2.12851,4.35014);(2.70141,-3.25037);(2.48072,-3.96456);(1.29448,1.03486);(4.26695,0.464481);(1.4822,1.13789);(0.771248,-4.13303);(2.85854,1.76495);(0.342874,3.75827);(2.03697,-3.32807);(-0.00602637,-0.625334);(0.787698,-1.68807);(1.76604,2.84328);(4.31902,-0.704803);(4.66952,-0.539434);(3.1958,-2.77399);(-0.262534,2.86379);(3.1533,-2.64091);(3.01799,-1.97275);(4.56323,1.04917);(3.21986,3.1672);(-0.175361,-0.0266381);(1.10083,2.5368);(2.90043,-0.0847622);(-0.584272,1.08234);(2.94256,-0.0050847);(1.79573,2.91665);(0.608401,-2.46568)
2.2;(-0.747567,-2.90864);(2.06211,-0.979355);(2.16658,4.36893);(2.73091,-3.23686);(2.51963,-3.94642);(1.34808,1.01188);(4.35967,0.482977);(1.53677,1.10338);(0.810533,-4.14571);(2.9079,1.73277);(0.376381,3.76513);(2.08397,-3.32833);(-0.00602637,-0.625334);(0.833544,-1.68147);(1.78357,2.81793);(4.38822,-0.711392);(4.76522,-0.591616);(3.20121,-2.75279);(-0.254315,2.88232);(3.16506,-2.61213);(3.08012,-1.95946);(4.67783,1.07774);(3.20075,3.19925);(-0.175361,-0.0266381);(1.11119,2.5354);(2.99903,-0.0709156);(-0.545818,1.10389);(3.02755,0.00841993);(1.84782,2.87539);(0.665049,-2.48538)
2.25;(-0.721614,-2.90554);(2.09918,-0.96945);(2.19774,4.41754);(2.75889,-3.22232);(2.56357,-3.93033);(1.40329,0.994711);(4.4502,0.499224);(1.59308,1.0783);(0.851657,-4.15477);(2.95872,1.70204);(0.411744,3.76875);(2.12746,-3.32257);(-0.00602637,-0.625334);(0.88022,-1.67425);(1.80654,2.79271);(4.45726,-0.716594);(4.85884,-0.638208);(3.21261,-2.73183);(-0.241174,2.89781);(3.18271,-2.58463);(3.09415,-1.93253);(4.7881,1.1024);(3.19762,3.19157);(-0.175361,-0.0266381);(1.1279,2.53388);(3.0954,-0.0582895);(-0.505596,1.12275);(3.11138,0.020667);(1.90196,2.83727);(0.720517,-2.50182)
2.3;(-0.692597,-2.90147);(2.11335,-0.935052);(2.23047,4.45854);(2.78564,-3.20676);(2.60373,-3.91261);(1.46077,0.980483);(4.53874,0.513402);(1.65104,1.05805);(0.894421,-4.16053);(3.01136,1.67279);(0.449854,3.76981);(2.1478,-3.36112);(-0.00602637,-0.625334);(0.926677,-1.66761);(1.83442,2.76768);(4.52616,-0.720521);(4.95057,-0.679655);(3.24634,-2.66614);(-0.223569,2.91051);(3.18097,-2.55961);(3.14007,-1.93436);(4.89442,1.12348);(3.23444,3.21396);(-0.175361,-0.0266381);(1.14967,2.53181);(3.18971,-0.0467806);(-0.46358,1.13946);(3.19413,0.031762);(1.91697,2.76801);(0.773325,-2.51501)
2.35;(-0.660801,-2.89652);(2.12754,-0.923174);(2.26432,4.49278);(2.81125,-3.19035);(2.64081,-3.89335);(1.52467,0.958536);(4.62547,0.525677);(1.72369,1.02853);(0.910313,-4.17356);(3.06585,1.6456);(0.490444,3.76853);(2.20079,-3.38317);(-0.00602637,-0.625334);(0.973863,-1.6603);(1.86698,2.74309);(4.59492,-0.723278);(5.04057,-0.716364);(3.23887,-2.62879);(-0.201917,2.92069);(3.18769,-2.53564);(3.15116,-1.90032);(4.99714,1.14124);(3.22128,3.23517);(-0.175361,-0.0266381);(1.17623,2.52929);(3.28214,-0.0362946);(-0.419715,1.15458);(3.27589,0.0418017);(1.9234,2.74309);(0.827835,-2.52549)
2.4;(-0.626487,-2.89077);(2.15532,-0.880566);(2.29898,4.52084);(2.83804,-3.17253);(2.7234,-3.89479);(1.59,0.939292);(4.71066,0.536333);(1.79336,0.998028);(0.930308,-4.18289);(3.12469,1.62318);(0.531967,3.76486);(2.20903,-3.3829);(-0.00602637,-0.625334);(1.00098,-1.6771);(1.90366,2.71868);(4.66356,-0.724959);(5.12898,-0.748707);(3.24168,-2.59557);(-0.176593,2.92856);(3.20178,-2.51255);(3.17643,-1.87259);(5.09659,1.15595);(3.21641,3.25198);(-0.175361,-0.0266381);(1.20701,2.52611);(3.37275,-0.0268771);(-0.374988,1.16824);(3.35675,0.0508739);(1.93669,2.71871);(0.880416,-2.5342)
2.45;(-0.589891,-2.88432);(2.18633,-0.882833);(2.33413,4.54329);(2.86463,-3.15262);(2.76417,-3.89288);(1.6556,0.939812);(4.79447,0.545494);(1.86706,0.993471);(0.954012,-4.18887);(3.18378,1.6017);(0.574592,3.75908);(2.24007,-3.39825);(-0.00602637,-0.625334);(1.03216,-1.69087);(1.9441,2.69494);(4.73207,-0.72565);(5.21595,-0.777028);(3.24997,-2.56335);(-0.147943,2.93433);(3.20225,-2.48937);(3.2057,-1.8478);(5.19305,1.16784);(3.2188,3.26478);(-0.175361,-0.0266381);(1.24129,2.52229);(3.46166,-0.0184347);(-0.32919,1.18091);(3.43676,0.0590593);(1.95517,2.69508);(0.915511,-2.52439)
2.5;(-0.551226,-2.87723);(2.20351,-0.872371);(2.36952,4.56061);(2.88805,-3.13236);(2.79661,-3.88792);(1.7228,0.93988);(4.87704,0.553271);(1.93048,0.986525);(0.981062,-4.19178);(3.25345,1.58332);(0.618467,3.75137);(2.27369,-3.40947);(-0.00602637,-0.625334);(1.06745,-1.69859);(1.98673,2.67054);(4.80047,-0.725431);(5.30158,-0.801643);(3.26549,-2.53571);(-0.116278,2.9382);(3.21109,-2.46992);(3.25304,-1.8272);(5.28679,1.17714);(3.22731,3.2739);(-0.175361,-0.0266381);(1.2788,2.51762);(3.549,-0.0108794);(-0.28229,1.19299);(3.516,0.0664314);(1.97943,2.67148);(0.952846,-2.51889)
2.55;(-0.510689,-2.86957);(2.22541,-0.862034);(2.40488,4.57326);(2.91019,-3.11103);(2.82468,-3.88018);(1.79145,0.939614);(4.95849,0.559763);(1.99504,0.979863);(1.01113,-4.19192);(3.31797,1.57265);(0.66355,3.74258);(2.30932,-3.4169);(-0.00602637,-0.625334);(1.1024,-1.7072);(2.03115,2.64548);(4.86877,-0.724375);(5.38601,-0.822841);(3.2367,-2.50872);(-0.0818833,2.94035);(3.22946,-2.44696);(3.26358,-1.77273);(5.37805,1.18403);(3.23346,3.27964);(-0.175361,-0.0266381);(1.31922,2.51145);(3.6349,-0.00412751);(-0.2334,1.20443);(3.59876,0.06585);(2.00805,2.64825);(0.992676,-2.514)
2.6;(-0.46846,-2.8614);(2.20235,-0.829835);(2.44,4.58166);(2.9314,-3.08895);(2.86134,-3.87144);(1.86268,0.941377);(5.03892,0.565061);(2.06138,0.975363);(1.0439,-4.18952);(3.38202,1.56176);(0.709525,3.73268);(2.33521,-3.41942);(-0.00602637,-0.625334);(1.13273,-1.71155);(2.07703,2.62013);(4.93893,-0.724606);(5.46932,-0.840888);(3.22861,-2.48037);(-0.045078,2.94086);(3.20773,-2.42419);(3.31756,-1.74302);(5.46705,1.18872);(3.24171,3.28232);(-0.175361,-0.0266381);(1.3622,2.50429);(3.71947,0.00189912);(-0.18282,1.21537);(3.67851,0.0673142);(2.04051,2.62557);(1.03074,-2.51281)
2.65;(-0.425179,-2.853);(2.18829,-0.800122);(2.47469,4.58618);(2.95075,-3.06646);(2.88743,-3.86026);(1.94206,0.93369);(5.11843,0.569244);(2.12842,0.970957);(1.07829,-4.18526);(3.44586,1.55085);(0.756301,3.72168);(2.36511,-3.41851);(-0.00602637,-0.625334);(1.1598,-1.7144);(2.11668,2.60313);(5.00917,-0.725554);(5.55162,-0.856028);(3.22996,-2.45208);(-0.00610309,2.93991);(3.20386,-2.3988);(3.37294,-1.71512);(5.55398,1.19135);(3.24698,3.28211);(-0.175361,-0.0266381);(1.40753,2.49613);(3.80283,0.00727272);(-0.130583,1.2259);(3.75713,0.0701957);(2.07659,2.60303);(1.06735,-2.5135)
2.7;(-0.381153,-2.84466);(2.18242,-0.77269);(2.50879,4.58717);(2.96894,-3.04358);(2.91016,-3.84692);(2.01976,0.925611);(5.19711,0.572387);(2.19572,0.966621);(1.11467,-4.17905);(3.51158,1.54088);(0.80353,3.7097);(2.39777,-3.41493);(-0.00602637,-0.625334);(1.18969,-1.71651);(2.15855,2.58553);(5.07912,-0.725521);(5.63298,-0.868487);(3.23695,-2.4244);(0.034773,2.9376);(3.20889,-2.37287);(3.42968,-1.68906);(5.63903,1.19211);(3.25552,3.27918);(-0.175361,-0.0266381);(1.45437,2.48716);(3.88506,0.0120595);(-0.0762658,1.23605);(3.83506,0.07274);(2.11595,2.5806);(1.107,-2.5123)
2.75;(-0.33634,-2.83628);(2.18401,-0.747353);(2.54214,4.58494);(2.98824,-3.01937);(2.94082,-3.83866);(2.09675,0.917532);(5.27502,0.57456);(2.26362,0.962277);(1.15292,-4.17099);(3.57779,1.53131);(0.851264,3.69686);(2.42292,-3.40222);(-0.00602637,-0.625334);(1.22421,-1.7173);(2.20209,2.56739);(5.14881,-0.724584);(5.71348,-0.878471);(3.24909,-2.3973);(0.0773709,2.93409);(3.21975,-2.34725);(3.48765,-1.66457);(5.72236,1.19111);(3.25866,3.27373);(-0.175361,-0.0266381);(1.50327,2.4774);(3.96627,0.0163202);(-0.0207683,1.2459);(3.91236,0.0749747);(2.1567,2.55739);(1.14715,-2.51013)
2.8;(-0.290895,-2.8275);(2.19238,-0.723934);(2.57464,4.57979);(3.00877,-2.99308);(2.96115,-3.82791);(2.17328,0.909504);(5.35224,0.575825);(2.33207,0.95789);(1.19291,-4.16128);(3.64423,1.52198);(0.899007,3.68338);(2.45504,-3.39073);(-0.00602637,-0.625334);(1.26158,-1.7167);(2.22474,2.50381);(5.21839,-0.723291);(5.7932,-0.88617);(3.26591,-2.37074);(0.121409,2.92947);(3.2359,-2.32191);(3.54675,-1.64145);(5.80412,1.18851);(3.28541,3.31235);(-0.175361,-0.0266381);(1.55074,2.46128);(4.04655,0.0201099);(0.0366232,1.25535);(3.98897,0.0774005);(2.1984,2.53329);(1.18406,-2.50598)
2.85;(-0.245683,-2.81851);(2.20619,-0.703817);(2.57517,4.60877);(3.02589,-2.96706);(2.98096,-3.81475);(2.24944,0.901522);(5.42881,0.576241);(2.401,0.953434);(1.23326,-4.15058);(3.71074,1.51279);(0.948217,3.66908);(2.48942,-3.37789);(-0.00602637,-0.625334);(1.3013,-1.71502);(2.25254,2.44666);(5.28856,-0.72339);(5.87219,-0.89176);(3.23273,-2.34483);(0.166996,2.9239);(3.20744,-2.28559);(3.58478,-1.57299);(5.88446,1.18441);(3.26372,3.33857);(-0.175361,-0.0266381);(1.60121,2.44457);(4.12523,0.0254126);(0.0938262,1.26467);(4.06497,0.0797889);(2.24059,2.50807);(1.22463,-2.50022)
2.9;(-0.199575,-2.80917);(2.22499,-0.686491);(2.58079,4.63188);(3.04504,-2.9411);(3.00008,-3.7995);(2.32384,0.895876);(5.50477,0.575797);(2.46901,0.951084);(1.27371,-4.13917);(3.77732,1.50356);(0.992606,3.65053);(2.52535,-3.36403);(-0.00602637,-0.625334);(1.31348,-1.7056);(2.28568,2.39466);(5.35845,-0.722535);(5.95052,-0.895401);(3.23415,-2.31763);(0.212931,2.9189);(3.21375,-2.21335);(3.62856,-1.51429);(5.96348,1.17894);(3.25593,3.36309);(-0.175361,-0.0266381);(1.65225,2.42758);(4.20323,0.0302236);(0.153922,1.27213);(4.14049,0.0818711);(2.28261,2.48095);(1.23786,-2.53633)
2.95;(-0.15237,-2.79949);(2.23807,-0.662533);(2.591,4.64967);(3.05889,-2.91526);(3.01831,-3.78155);(2.39698,0.891818);(5.58004,0.574588);(2.57165,0.912664);(1.32561,-4.15085);(3.84377,1.49414);(1.07549,3.66388);(2.56114,-3.34872);(-0.00602637,-0.625334);(1.33153,-1.69631);(2.28818,2.38218);(5.42806,-0.720802);(6.02824,-0.897241);(3.24092,-2.29206);(0.220461,2.88188);(3.23604,-2.15611);(3.67697,-1.46321);(6.04131,1.17219);(3.2546,3.38254);(-0.175361,-0.0266381);(1.70382,2.41066);(4.28075,0.0345551);(0.215535,1.27925);(4.21559,0.083672);(2.32761,2.45487);(1.24518,-2.54385)
3;(-0.155007,-2.79378);(2.25705,-0.640679);(2.60524,4.66262);(3.07237,-2.88943);(3.03765,-3.80263);(2.4692,0.888801);(5.65467,0.572672);(2.66188,0.882603);(1.37772,-4.15889);(3.91006,1.48444);(1.14489,3.67579);(2.59276,-3.29145);(-0.00602637,-0.625334);(1.35492,-1.68715);(2.34066,2.36819);(5.49753,-0.718409);(6.1054,-0.897422);(3.25292,-2.26699);(0.233628,2.84729);(3.26276,-2.10285);(3.73003,-1.42335);(6.11806,1.16426);(3.26988,3.39524);(-0.175361,-0.0266381);(1.70541,2.39533);(4.35782,0.0384461);(0.274051,1.2839);(4.29829,0.0863624);(2.3713,2.42711);(1.30221,-2.54598)
3.05;(-0.151895,-2.78746);(2.28105,-0.621618);(2.62282,4.67119);(3.13145,-2.84308);(3.06098,-3.81767);(2.54101,0.886222);(5.73077,0.570511);(2.74915,0.858706);(1.42112,-4.1644);(3.97697,1.47501);(1.20847,3.6855);(2.59333,-3.27338);(-0.00602637,-0.625334);(1.38277,-1.6781);(2.39129,2.35368);(5.5685,-0.717932);(6.18204,-0.896097);(3.29269,-2.20034);(0.251293,2.8146);(3.29387,-2.05212);(3.7859,-1.39132);(6.1938,1.15528);(3.24376,3.40267);(-0.175361,-0.0266381);(1.7223,2.393);(4.43386,0.0426723);(0.325312,1.2767);(4.37672,0.0902357);(2.41761,2.40039);(1.30931,-2.54545)
3.1;(-0.143562,-2.7806);(2.31018,-0.604339);(2.64632,4.68668);(3.14054,-2.7977);(3.07526,-3.82789);(2.61311,0.885283);(5.80614,0.567729);(2.83696,0.842283);(1.4623,-4.16695);(4.04402,1.46555);(1.25103,3.68663);(2.60436,-3.2541);(-0.00602637,-0.625334);(1.41507,-1.66916);(2.43976,2.33892);(5.63909,-0.716502);(6.25823,-0.893456);(3.33197,-2.14289);(0.273041,2.78368);(3.32852,-2.0047);(3.84488,-1.36312);(6.26862,1.14537);(3.24295,3.40099);(-0.175361,-0.0266381);(1.74368,2.38945);(4.50957,0.0464569);(0.379089,1.27121);(4.45442,0.0936482);(2.46083,2.37149);(1.31856,-2.54349)
3.15;(-0.130494,-2.77324);(2.34389,-0.587671);(2.67084,4.69753);(3.15794,-2.75531);(3.09507,-3.83275);(2.68574,0.885264);(5.88078,0.564469);(2.91638,0.818149);(1.49796,-4.16776);(4.11764,1.46666);(1.29146,3.68675);(2.62079,-3.23482);(-0.00602637,-0.625334);(1.44821,-1.65939);(2.48601,2.32386);(5.70941,-0.714164);(6.33407,-0.88978);(3.32283,-2.07296);(0.298517,2.7544);(3.36654,-1.96027);(3.90528,-1.33911);(6.3426,1.13469);(3.25186,3.39515);(-0.175361,-0.0266381);(1.76909,2.38481);(4.58499,0.0498355);(0.4353,1.26734);(4.53148,0.096637);(2.50634,2.34387);(1.3338,-2.54007)
3.2;(-0.113129,-2.76546);(2.36815,-0.548903);(2.69588,4.70414);(3.14369,-2.70768);(3.10651,-3.83345);(2.75881,0.884812);(5.95533,0.562114);(2.99408,0.797709);(1.53341,-4.16627);(4.1899,1.46636);(1.33206,3.68551);(2.64153,-3.21518);(-0.00602637,-0.625334);(1.48525,-1.64921);(2.53018,2.30822);(5.77897,-0.712706);(6.40971,-0.885378);(3.33371,-2.03166);(0.327382,2.72662);(3.40767,-1.91853);(3.96783,-1.31839);(6.41577,1.1234);(3.25565,3.38663);(-0.175361,-0.0266381);(1.79781,2.3788);(4.66006,0.0530273);(0.493403,1.26525);(4.60778,0.0995297);(2.54674,2.31014);(1.35449,-2.53535)
3.25;(-0.0918602,-2.75729);(2.39712,-0.516745);(2.721,4.70691);(3.14691,-2.66794);(3.12409,-3.8291);(2.83232,0.883873);(6.02913,0.559357);(3.07045,0.780079);(1.56499,-4.16396);(4.2609,1.46475);(1.37171,3.68377);(2.66551,-3.19525);(-0.00602637,-0.625334);(1.51564,-1.63298);(2.57225,2.29172);(5.84828,-0.710345);(6.48517,-0.880387);(3.3494,-1.99319);(0.359305,2.70032);(3.40462,-1.85336);(4.03207,-1.30004);(6.4882,1.11161);(3.26705,3.37655);(-0.175361,-0.0266381);(1.82954,2.37445);(4.73488,0.0558583);(0.551429,1.26097);(4.68354,0.102037);(2.59132,2.27981);(1.38009,-2.52943)
3.3;(-0.0670472,-2.74879);(2.42054,-0.475169);(2.74587,4.70618);(3.15916,-2.63122);(3.13312,-3.82116);(2.90621,0.882426);(6.10278,0.557208);(3.14575,0.764627);(1.59752,-4.1599);(4.33078,1.46195);(1.41191,3.68107);(2.69159,-3.17448);(-0.00602637,-0.625334);(1.54693,-1.61598);(2.61307,2.27459);(5.91719,-0.708713);(6.56059,-0.87504);(3.36922,-1.95777);(0.393989,2.67535);(3.41809,-1.80844);(4.09764,-1.28343);(6.55992,1.09947);(3.26026,3.36508);(-0.175361,-0.0266381);(1.86272,2.3682);(4.80923,0.0587116);(0.610168,1.25878);(4.7586,0.104518);(2.64017,2.25202);(1.41011,-2.52242)
3.35;(-0.0390142,-2.74);(2.44837,-0.440285);(2.77027,4.7023);(3.17828,-2.59638);(3.14937,-3.80797);(2.98038,0.880446);(6.17567,0.554683);(3.22019,0.750885);(1.62693,-4.15624);(4.39975,1.45814);(1.44765,3.68007);(2.71883,-3.15297);(-0.00602637,-0.625334);(1.58049,-1.59916);(2.65406,2.2575);(5.98573,-0.706813);(6.63598,-0.869395);(3.39309,-1.92434);(0.431119,2.6516);(3.43666,-1.76699);(4.16425,-1.26816);(6.63131,1.08721);(3.27041,3.35558);(-0.175361,-0.0266381);(1.89526,2.35785);(4.88328,0.0615196);(0.667932,1.25538);(4.83313,0.106865);(2.67951,2.21662);(1.44409,-2.51444)
3.4;(-0.00805881,-2.73095);(2.47974,-0.412916);(2.79431,4.69604);(3.17434,-2.56329);(3.15517,-3.79297);(3.05466,0.877897);(6.24779,0.551851);(3.29392,0.738502);(1.65892,-4.15027);(4.46799,1.45346);(1.48406,3.6777);(2.7502,-3.13111);(-0.00602637,-0.625334);(1.61672,-1.58287);(2.69276,2.23989);(6.05403,-0.704709);(6.71145,-0.863572);(3.42078,-1.89296);(0.470478,2.62897);(3.46085,-1.72942);(4.23172,-1.2539);(6.7024,1.07489);(3.26544,3.34305);(-0.175361,-0.0266381);(1.93208,2.35162);(4.957,0.0642968);(0.724347,1.25003);(4.90715,0.109108);(2.72344,2.18579);(1.47777,-2.50498)
3.45;(0.0254829,-2.72163);(2.51398,-0.390252);(2.81793,4.68779);(3.19264,-2.53125);(3.17187,-3.77233);(3.12891,0.874749);(6.3197,0.54973);(3.36705,0.727209);(1.68666,-4.14704);(4.53569,1.44805);(1.51661,3.67637);(2.7795,-3.10865);(-0.00602637,-0.625334);(1.65077,-1.56231);(2.72851,2.22101);(6.12163,-0.703459);(6.7871,-0.857616);(3.45197,-1.86339);(0.511941,2.60737);(3.49012,-1.69531);(4.29991,-1.24042);(6.77316,1.06259);(3.27837,3.33538);(-0.175361,-0.0266381);(1.96476,2.33453);(5.03037,0.0670735);(0.781835,1.24627);(4.98065,0.111255);(2.77135,2.15813);(1.5049,-2.49857)
3.5;(0.0608743,-2.71213);(2.55064,-0.371501);(2.84102,4.67754);(3.18597,-2.50039);(3.17356,-3.75041);(3.20301,0.870986);(6.39125,0.546865);(3.43967,0.716795);(1.71715,-4.14144);(4.60298,1.44202);(1.55038,3.67306);(2.80706,-3.08564);(-0.00602637,-0.625334);(1.6876,-1.54239);(2.76157,2.19966);(6.18922,-0.701429);(6.86252,-0.851201);(3.43933,-1.80975);(0.553828,2.58685);(3.52408,-1.66407);(4.36872,-1.22752);(6.8432,1.05017);(3.25721,3.32481);(-0.175361,-0.0266381);(2.00667,2.3244);(5.10364,0.0695039);(0.83536,1.23738);(5.05379,0.113279);(2.80338,2.11476);(1.53648,-2.49101)
3.55;(0.0982204,-2.70241);(2.58469,-0.333678);(2.86361,4.66572);(3.2046,-2.4713);(3.18254,-3.72877);(3.27687,0.866613);(6.46247,0.544774);(3.51187,0.707093);(1.75005,-4.1337);(4.66996,1.43545);(1.57027,3.67484);(2.83307,-3.06222);(-0.00602637,-0.625334);(1.70516,-1.52147);(2.79949,2.17957);(6.25633,-0.700396);(6.9384,-0.844913);(3.45606,-1.78008);(0.597517,2.56744);(3.5629,-1.63522);(4.43806,-1.21506);(6.91287,1.03794);(3.2636,3.35597);(-0.175361,-0.0266381);(2.04357,2.26451);(5.17645,0.0721071);(0.89035,1.22998);(5.12648,0.115231);(2.83948,2.077);(1.55848,-2.48723)
3.6;(0.1321,-2.69272);(2.62559,-0.310833);(2.87182,4.70179);(3.19229,-2.4435);(3.19206,-3.70621);(3.35046,0.861648);(6.5334,0.541908);(3.58368,0.697969);(1.78502,-4.12404);(4.73669,1.4284);(1.59428,3.67398);(2.8577,-3.03855);(-0.00602637,-0.625334);(1.72824,-1.50178);(2.83095,2.15628);(6.32313,-0.698649);(7.01412,-0.838255);(3.47741,-1.75285);(0.642925,2.54885);(3.60525,-1.60787);(4.50786,-1.20294);(6.98213,1.02579);(3.28232,3.33866);(-0.175361,-0.0266381);(2.11481,2.22843);(5.24921,0.0743705);(0.9108,1.20991);(5.19888,0.117051);(2.88029,2.04662);(1.58997,-2.48173)
3.65;(0.168308,-2.68295);(2.66834,-0.296347);(2.88395,4.73115);(3.21214,-2.41316);(3.20132,-3.68341);(3.42378,0.856115);(6.60469,0.539138);(3.65516,0.689313);(1.82181,-4.11261);(4.80318,1.42094);(1.62195,3.67072);(2.89016,-3.01252);(-0.00602637,-0.625334);(1.75316,-1.4782);(2.91063,2.14627);(6.38956,-0.697758);(7.08973,-0.831325);(3.50272,-1.72717);(0.689838,2.53079);(3.65054,-1.58203);(4.57706,-1.19144);(7.05097,1.01384);(3.25104,3.32082);(-0.175361,-0.0266381);(2.13618,2.18873);(5.32149,0.0769142);(0.935962,1.19246);(5.27191,0.11922);(2.93665,2.01571);(1.59456,-2.48457)
3.7;(0.172605,-2.67408);(2.71193,-0.282017);(2.89884,4.75442);(3.18951,-2.38113);(3.21902,-3.64935);(3.49692,0.848989);(6.66224,0.538119);(3.72628,0.680906);(1.84992,-4.10976);(4.86973,1.41315);(1.63057,3.67983);(2.91434,-2.98627);(-0.00602637,-0.625334);(1.78304,-1.45693);(2.9403,2.13632);(6.45571,-0.695902);(7.17332,-0.82789);(3.5321,-1.70483);(0.736349,2.511);(3.69823,-1.55738);(4.64672,-1.18016);(7.12472,1.00329);(3.2527,3.28992);(-0.175361,-0.0266381);(2.16148,2.15192);(5.39377,0.0791137);(0.966549,1.17736);(5.34468,0.121026);(2.96509,1.94331);(1.63956,-2.48454)
3.75;(0.182068,-2.66505);(2.75788,-0.27822);(2.91529,4.77222);(3.21646,-2.34258);(3.2088,-3.61933);(3.56989,0.841499);(6.7422,0.54458);(3.79702,0.672685);(1.88064,-4.1045);(4.93589,1.40518);(1.64439,3.6856);(2.97809,-2.96443);(-0.00602637,-0.625334);(1.80465,-1.42208);(2.96353,2.07678);(6.52283,-0.694315);(7.2557,-0.822866);(3.56555,-1.68535);(0.783237,2.49167);(3.74801,-1.53348);(4.71675,-1.16904);(7.19765,0.991618);(3.26053,3.30863);(-0.175361,-0.0266381);(2.19498,2.11822);(5.45372,0.0768732);(0.997751,1.1635);(5.40735,0.119534);(2.99817,1.8887);(1.63528,-2.49291)
3.8;(0.19622,-2.65589);(2.80662,-0.278333);(2.93232,4.78502);(3.19362,-2.2993);(3.20565,-3.58888);(3.64224,0.833779);(6.78546,0.534904);(3.86642,0.664678);(1.9136,-4.09708);(5.00118,1.40014);(1.66291,3.68834);(2.99184,-2.94221);(-0.00602637,-0.625334);(1.83014,-1.39156);(2.99046,2.02535);(6.58987,-0.691653);(7.3376,-0.817091);(3.56595,-1.62835);(0.831703,2.47338);(3.7997,-1.51028);(4.78164,-1.16867);(7.30478,0.994128);(3.26331,3.32286);(-0.175361,-0.0266381);(2.23315,2.08702);(5.51909,0.0797063);(1.03388,1.15219);(5.47406,0.120416);(3.03449,1.844);(1.63829,-2.49884)
