time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49
18.8;(-18.7665,0.455839);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.3763,-0.951372);(19.277,0.945366);(19.528,-0.0188533);(20.2091,-0.967018);(19.6158,0.245879);(-22.313,0.788569);(21.0788,0.532939);(21.5404,-0.761883);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.0037,0.247033);(18.8244,-1.0888);(19.6265,0.267307);(-15.6929,0.467957);(19.5057,0.0200945);(19.5601,0.31551);(-19.5543,0.141657);(3.28587,3.1531);(13.0431,0.620536);(-18.7186,0.52652);(-20.4771,1.60665);(-19.7173,0.401774);(-19.035,1.97285);(20.4414,1.76265);(-3.31462,-2.33768);(-19.6393,-2.30011);(3.29745,-2.78255);(22.5154,0.62168);(19.5836,0.125577);(-18.9666,-0.878412);(17.2031,-0.755874);(-19.6995,0.324145);(20.6614,-2.2268);(-3.31561,2.43071);(-21.8815,-1.02516);(-21.0612,0.277171);(-17.3542,-0.611096);(-19.5442,-0.173557);(3.23109,-1.97009);(16.4142,1.01956);(15.674,-0.33957);(-19.5597,-0.190571);(-18.9447,-0.879468)
18.85;(-18.8238,0.495542);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.3589,-0.997403);(19.3237,0.972036);(19.528,-0.0188533);(20.226,-0.933076);(19.6158,0.245879);(-22.3251,0.803279);(21.0885,0.535101);(21.5357,-0.74819);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(17.997,0.26669);(18.8479,-1.09972);(19.6265,0.267307);(-15.7431,0.473702);(19.5057,0.0200945);(19.5936,0.291783);(-19.5543,0.141657);(3.28587,3.1531);(13.114,0.613689);(-18.7647,0.527015);(-20.4709,1.61451);(-19.7173,0.401774);(-19.0354,1.96024);(20.4379,1.73503);(-3.31462,-2.33768);(-19.6263,-2.3092);(3.29745,-2.78255);(22.5248,0.623464);(19.5836,0.125577);(-18.9627,-0.908699);(17.2139,-0.794887);(-19.6995,0.324145);(20.6753,-2.26815);(-3.31561,2.43071);(-21.885,-1.01146);(-21.0525,0.296763);(-17.3787,-0.603842);(-19.5442,-0.173557);(3.23109,-1.97009);(16.4647,1.0177);(15.7228,-0.33039);(-19.5597,-0.190571);(-18.9589,-0.863365)
18.9;(-18.8918,0.486404);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.3568,-1.01494);(19.3273,0.973122);(19.528,-0.0188533);(20.2568,-0.947193);(19.6158,0.245879);(-22.3302,0.814596);(21.0951,0.551141);(21.5755,-0.750795);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.0217,0.26945);(18.8743,-1.10469);(19.6265,0.267307);(-15.7934,0.479892);(19.5057,0.0200945);(19.6006,0.310388);(-19.5543,0.141657);(3.28587,3.1531);(13.185,0.606834);(-18.8094,0.52407);(-20.4717,1.62659);(-19.7173,0.401774);(-19.0178,1.99428);(20.4779,1.73212);(-3.31462,-2.33768);(-19.6029,-2.33623);(3.29745,-2.78255);(22.5273,0.623565);(19.5836,0.125577);(-18.9608,-0.924726);(17.2291,-0.82874);(-19.6995,0.324145);(20.686,-2.29911);(-3.31561,2.43071);(-21.8826,-0.99611);(-21.0476,0.30661);(-17.4069,-0.597872);(-19.5442,-0.173557);(3.23109,-1.97009);(16.4924,1.02894);(15.7725,-0.321894);(-19.5597,-0.190571);(-18.9781,-0.84422)
18.95;(-18.9504,0.474704);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.3526,-1.0244);(19.34,0.974228);(19.528,-0.0188533);(20.2831,-0.954037);(19.6158,0.245879);(-22.3289,0.822814);(21.1093,0.517767);(21.6068,-0.750863);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.0451,0.266235);(18.9034,-1.10419);(19.6265,0.267307);(-15.8442,0.48495);(19.5057,0.0200945);(19.6129,0.322626);(-19.5543,0.141657);(3.28587,3.1531);(13.2559,0.599918);(-18.8619,0.545624);(-20.4704,1.63058);(-19.7173,0.401774);(-19.0044,2.0199);(20.5008,1.77625);(-3.31462,-2.33768);(-19.5827,-2.35482);(3.29745,-2.78255);(22.5237,0.620825);(19.5836,0.125577);(-18.9643,-0.934705);(17.2482,-0.857843);(-19.6995,0.324145);(20.6937,-2.32064);(-3.31561,2.43071);(-21.8757,-0.980027);(-21.0489,0.315312);(-17.439,-0.590965);(-19.5442,-0.173557);(3.23109,-1.97009);(16.5235,1.03739);(15.8232,-0.313984);(-19.5597,-0.190571);(-18.9915,-0.84999)
19;(-19.0032,0.460023);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.3614,-1.03011);(19.352,0.971952);(19.528,-0.0188533);(20.3018,-0.959599);(19.6158,0.245879);(-22.3224,0.828104);(21.1197,0.490032);(21.6303,-0.748664);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.0732,0.262535);(18.9348,-1.09868);(19.6265,0.267307);(-15.8953,0.489495);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(13.327,0.593);(-18.9068,0.557296);(-20.473,1.63426);(-19.7173,0.401774);(-18.9948,2.03789);(20.5198,1.80966);(-3.31462,-2.33768);(-19.5654,-2.36574);(3.29745,-2.78255);(22.5144,0.616833);(19.5836,0.125577);(-18.9707,-0.939047);(17.271,-0.882574);(-19.6995,0.324145);(20.6988,-2.33361);(-3.31561,2.43071);(-21.865,-0.96416);(-21.052,0.321891);(-17.4748,-0.583786);(-19.5442,-0.173557);(3.23109,-1.97009);(16.5575,1.0433);(15.8744,-0.306457);(-19.5597,-0.190571);(-18.9958,-0.847371)
19.05;(-19.0516,0.442235);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.3671,-1.02884);(19.3688,0.967675);(19.528,-0.0188533);(20.3221,-0.963789);(19.6158,0.245879);(-22.3143,0.832453);(21.1026,0.485292);(21.6735,-0.765946);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.1032,0.255523);(18.9571,-1.08512);(19.6265,0.267307);(-15.9468,0.493343);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(13.398,0.586035);(-18.9485,0.561148);(-20.4759,1.63525);(-19.7173,0.401774);(-18.9887,2.04895);(20.5351,1.83334);(-3.31462,-2.33768);(-19.5508,-2.36973);(3.29745,-2.78255);(22.4999,0.611804);(19.5836,0.125577);(-18.9896,-0.945016);(17.2971,-0.903283);(-19.6995,0.324145);(20.7014,-2.33882);(-3.31561,2.43071);(-21.8515,-0.950541);(-21.0514,0.328326);(-17.4925,-0.564537);(-19.5442,-0.173557);(3.23109,-1.97009);(16.5943,1.04688);(15.9263,-0.299209);(-19.5597,-0.190571);(-19.0184,-0.845604)
19.1;(-19.0943,0.425535);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.3868,-1.03098);(19.3841,0.963356);(19.528,-0.0188533);(20.3386,-0.961738);(19.6158,0.245879);(-22.3038,0.835318);(21.0865,0.476854);(21.7079,-0.779407);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.1322,0.250191);(18.9853,-1.07286);(19.6265,0.267307);(-15.9952,0.499434);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(13.469,0.579041);(-18.9882,0.557937);(-20.4772,1.63508);(-19.7173,0.401774);(-18.9858,2.05373);(20.5471,1.8482);(-3.31462,-2.33768);(-19.5386,-2.36743);(3.29745,-2.78255);(22.4809,0.605748);(19.5836,0.125577);(-19.0043,-0.946705);(17.326,-0.920296);(-19.6995,0.324145);(20.7019,-2.33697);(-3.31561,2.43071);(-21.8413,-0.936006);(-21.0504,0.334954);(-17.5187,-0.548887);(-19.5442,-0.173557);(3.23109,-1.97009);(16.6336,1.04832);(15.9785,-0.292017);(-19.5597,-0.190571);(-19.0295,-0.837)
19.15;(-19.133,0.406199);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.3834,-1.03646);(19.3997,0.959546);(19.528,-0.0188533);(20.3585,-0.955652);(19.6158,0.245879);(-22.2941,0.838221);(21.0707,0.465046);(21.7342,-0.789405);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.1609,0.243624);(19.0103,-1.05798);(19.6265,0.267307);(-16.0428,0.50565);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(13.5399,0.572027);(-19.0264,0.551658);(-20.4758,1.62922);(-19.7173,0.401774);(-18.9857,2.05281);(20.556,1.85508);(-3.31462,-2.33768);(-19.5288,-2.35942);(3.29745,-2.78255);(22.458,0.598818);(19.5836,0.125577);(-19.0226,-0.943507);(17.3575,-0.933913);(-19.6995,0.324145);(20.7005,-2.32873);(-3.31561,2.43071);(-21.848,-0.914394);(-21.046,0.340782);(-17.5485,-0.533218);(-19.5442,-0.173557);(3.23109,-1.97009);(16.6748,1.04971);(16.0312,-0.286779);(-19.5597,-0.190571);(-19.0463,-0.826264)
19.2;(-19.1882,0.434043);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4186,-1.07367);(19.4152,0.957001);(19.528,-0.0188533);(20.3764,-0.959116);(19.6158,0.245879);(-22.2809,0.841534);(21.0522,0.462477);(21.7532,-0.796265);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.1882,0.238314);(19.0409,-1.04442);(19.6265,0.267307);(-16.0901,0.511628);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(13.6108,0.565017);(-19.0624,0.541738);(-20.4704,1.62111);(-19.7173,0.401774);(-18.9883,2.04671);(20.5621,1.85472);(-3.31462,-2.33768);(-19.521,-2.34624);(3.29745,-2.78255);(22.4328,0.592534);(19.5836,0.125577);(-19.0029,-0.953804);(17.3912,-0.944413);(-19.6995,0.324145);(20.6973,-2.31466);(-3.31561,2.43071);(-21.8489,-0.893693);(-21.0461,0.344009);(-17.5816,-0.517647);(-19.5442,-0.173557);(3.23109,-1.97009);(16.7178,1.04923);(16.084,-0.281574);(-19.5597,-0.190571);(-19.0368,-0.858034)
19.25;(-19.2144,0.43857);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.448,-1.10108);(19.4271,0.954991);(19.528,-0.0188533);(20.3924,-0.937827);(19.6158,0.245879);(-22.2724,0.848373);(21.0358,0.455869);(21.7655,-0.800283);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.2185,0.230858);(19.0727,-1.0287);(19.6265,0.267307);(-16.1371,0.516638);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(13.6817,0.558023);(-19.0975,0.528614);(-20.4829,1.63114);(-19.7173,0.401774);(-18.993,2.03645);(20.5657,1.84785);(-3.31462,-2.33768);(-19.5283,-2.35062);(3.29745,-2.78255);(22.406,0.585281);(19.5836,0.125577);(-18.9899,-0.958402);(17.427,-0.952058);(-19.6995,0.324145);(20.6906,-2.31426);(-3.31561,2.43071);(-21.8479,-0.875741);(-21.0417,0.335881);(-17.6188,-0.502871);(-19.5442,-0.173557);(3.23109,-1.97009);(16.7623,1.04849);(16.1365,-0.277914);(-19.5597,-0.190571);(-19.0201,-0.860092)
19.3;(-19.2417,0.441038);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4721,-1.11961);(19.4363,0.949925);(19.528,-0.0188533);(20.4161,-0.935763);(19.6158,0.245879);(-22.2591,0.853097);(21.0209,0.468751);(21.7719,-0.801737);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.2473,0.225219);(19.0932,-1.01689);(19.6265,0.267307);(-16.1842,0.520491);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(13.7526,0.551053);(-19.1305,0.513423);(-20.4922,1.63328);(-19.7173,0.401774);(-19.0002,2.02212);(20.5682,1.83661);(-3.31462,-2.33768);(-19.5361,-2.34869);(3.29745,-2.78255);(22.382,0.578704);(19.5836,0.125577);(-19.0169,-0.993131);(17.4646,-0.956876);(-19.6995,0.324145);(20.6827,-2.30751);(-3.31561,2.43071);(-21.8511,-0.861486);(-21.0294,0.328285);(-17.6169,-0.456862);(-19.5442,-0.173557);(3.23109,-1.97009);(16.8077,1.04906);(16.1891,-0.275102);(-19.5597,-0.190571);(-19.0484,-0.884128)
19.35;(-19.2654,0.441909);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4914,-1.13014);(19.4467,0.947308);(19.528,-0.0188533);(20.419,-0.929257);(19.6158,0.245879);(-22.2423,0.854625);(21.0127,0.45364);(21.7891,-0.799867);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.2693,0.217191);(19.1211,-1.00705);(19.6265,0.267307);(-16.2073,0.536939);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(13.8234,0.544088);(-19.159,0.496107);(-20.4978,1.62909);(-19.7173,0.401774);(-19.0095,2.00419);(20.5657,1.84568);(-3.31462,-2.33768);(-19.5588,-2.39452);(3.29745,-2.78255);(22.3548,0.5706);(19.5836,0.125577);(-19.0324,-0.979181);(17.5037,-0.959088);(-19.6995,0.324145);(20.6738,-2.29499);(-3.31561,2.43071);(-21.8486,-0.845669);(-21.0257,0.316407);(-17.6464,-0.427771);(-19.5442,-0.173557);(3.23109,-1.97009);(16.8538,1.04799);(16.2416,-0.272443);(-19.5597,-0.190571);(-19.0772,-0.886277)
19.4;(-19.2911,0.441822);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5062,-1.13351);(19.4596,0.9401);(19.528,-0.0188533);(20.4718,-0.926091);(19.6158,0.245879);(-22.2223,0.854586);(20.9864,0.444078);(21.7998,-0.79599);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.2978,0.215931);(19.0989,-0.996648);(19.6265,0.267307);(-16.2336,0.551111);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(13.894,0.537273);(-19.195,0.505677);(-20.4999,1.62058);(-19.7173,0.401774);(-19.0211,1.98364);(20.5613,1.84731);(-3.31462,-2.33768);(-19.5804,-2.43017);(3.29745,-2.78255);(22.3447,0.562156);(19.5836,0.125577);(-19.0415,-0.983384);(17.5426,-0.965639);(-19.6995,0.324145);(20.6639,-2.27768);(-3.31561,2.43071);(-21.8539,-0.837753);(-21.011,0.309925);(-17.6792,-0.400916);(-19.5442,-0.173557);(3.23109,-1.97009);(16.9004,1.05101);(16.293,-0.270381);(-19.5597,-0.190571);(-19.1069,-0.893923)
19.45;(-19.3084,0.437182);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5243,-1.13126);(19.4725,0.9438);(19.528,-0.0188533);(20.4747,-0.927472);(19.6158,0.245879);(-22.2015,0.851701);(20.9713,0.424497);(21.8603,-0.787635);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.3188,0.206766);(19.1261,-0.978441);(19.6265,0.267307);(-16.2628,0.563193);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(13.9645,0.530704);(-19.2172,0.508658);(-20.508,1.6177);(-19.7173,0.401774);(-19.0329,1.96031);(20.5556,1.84236);(-3.31462,-2.33768);(-19.601,-2.45658);(3.29745,-2.78255);(22.329,0.561313);(19.5836,0.125577);(-19.0546,-0.982308);(17.5317,-0.976263);(-19.6995,0.324145);(20.6535,-2.25571);(-3.31561,2.43071);(-21.8528,-0.827921);(-21.0106,0.293652);(-17.7144,-0.376115);(-19.5442,-0.173557);(3.23109,-1.97009);(16.9479,1.05201);(16.3429,-0.267412);(-19.5597,-0.190571);(-19.1312,-0.895119)
19.5;(-19.3363,0.424501);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5258,-1.13999);(19.4777,0.931537);(19.528,-0.0188533);(20.508,-0.907166);(19.6158,0.245879);(-22.1795,0.845172);(20.9575,0.421817);(21.9103,-0.777972);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.3451,0.198217);(19.1177,-0.949079);(19.6265,0.267307);(-16.2945,0.573356);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(14.0348,0.524311);(-19.2507,0.493037);(-20.5124,1.61095);(-19.7173,0.401774);(-19.0388,1.95226);(20.5586,1.84183);(-3.31462,-2.33768);(-19.6207,-2.4746);(3.29745,-2.78255);(22.3092,0.558972);(19.5836,0.125577);(-19.0709,-0.976502);(17.549,-1.02809);(-19.6995,0.324145);(20.6419,-2.27132);(-3.31561,2.43071);(-21.872,-0.818951);(-20.9915,0.296857);(-17.7449,-0.352749);(-19.5442,-0.173557);(3.23109,-1.97009);(16.9958,1.05095);(16.3671,-0.221584);(-19.5597,-0.190571);(-19.1562,-0.89181)
19.55;(-19.3555,0.428214);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5392,-1.15049);(19.5019,0.934307);(19.528,-0.0188533);(20.5564,-0.934495);(19.6158,0.245879);(-22.1591,0.836469);(20.9253,0.465605);(21.9508,-0.76719);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.3392,0.227991);(19.1351,-0.962581);(19.6265,0.267307);(-16.3285,0.581827);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(14.1051,0.517838);(-19.2718,0.48608);(-20.5131,1.59954);(-19.7173,0.401774);(-19.0471,1.9408);(20.5595,1.83492);(-3.31462,-2.33768);(-19.6395,-2.48499);(3.29745,-2.78255);(22.2882,0.558631);(19.5836,0.125577);(-19.0849,-0.972233);(17.57,-1.07294);(-19.6995,0.324145);(20.6295,-2.27889);(-3.31561,2.43071);(-21.8835,-0.80818);(-21.0046,0.300744);(-17.7784,-0.33104);(-19.5442,-0.173557);(3.23109,-1.97009);(17.0434,1.05002);(16.3949,-0.179636);(-19.5597,-0.190571);(-19.1609,-0.904122)
19.6;(-19.3774,0.423938);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5484,-1.15383);(19.4762,0.933208);(19.528,-0.0188533);(20.5972,-0.953983);(19.6158,0.245879);(-22.1838,0.849379);(20.923,0.469323);(21.9825,-0.755452);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.3759,0.231372);(19.1574,-0.959266);(19.6265,0.267307);(-16.3643,0.588669);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(14.1757,0.511345);(-19.2966,0.475035);(-20.5152,1.58897);(-19.7173,0.401774);(-19.0569,1.92625);(20.5602,1.87802);(-3.31462,-2.33768);(-19.6574,-2.48845);(3.29745,-2.78255);(22.2639,0.555959);(19.5836,0.125577);(-19.1012,-0.96492);(17.5942,-1.11135);(-19.6995,0.324145);(20.6146,-2.2894);(-3.31561,2.43071);(-21.8885,-0.796373);(-20.9726,0.283168);(-17.8128,-0.311293);(-19.5442,-0.173557);(3.23109,-1.97009);(17.0488,1.07608);(16.423,-0.141592);(-19.5597,-0.190571);(-19.1698,-0.910309)
19.65;(-19.3712,0.42572);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5539,-1.15101);(19.4884,0.964797);(19.528,-0.0188533);(20.631,-0.966427);(19.6158,0.245879);(-22.2005,0.858839);(20.8841,0.470432);(22.0063,-0.742901);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.3759,0.200698);(19.1823,-0.95091);(19.6265,0.267307);(-16.402,0.594035);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(14.2463,0.504592);(-19.3034,0.47457);(-20.5172,1.5751);(-19.7173,0.401774);(-19.0679,1.90887);(20.5589,1.91051);(-3.31462,-2.33768);(-19.6745,-2.48562);(3.29745,-2.78255);(22.2679,0.551644);(19.5836,0.125577);(-19.1136,-0.964298);(17.6208,-1.14397);(-19.6995,0.324145);(20.5998,-2.2922);(-3.31561,2.43071);(-21.8871,-0.783081);(-20.9893,0.254482);(-17.8501,-0.29343);(-19.5442,-0.173557);(3.23109,-1.97009);(17.0634,1.11835);(16.4496,-0.126949);(-19.5597,-0.190571);(-19.1811,-0.912936)
19.7;(-19.3865,0.423192);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5466,-1.1546);(19.5024,0.988);(19.528,-0.0188533);(20.6582,-0.972543);(19.6158,0.245879);(-22.2098,0.86516);(20.8434,0.468435);(22.0255,-0.760259);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.382,0.172122);(19.2096,-0.937921);(19.6265,0.267307);(-16.4405,0.598342);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(14.3144,0.497934);(-19.3264,0.467422);(-20.5195,1.55597);(-19.7173,0.401774);(-19.0799,1.90516);(20.5557,1.93338);(-3.31462,-2.33768);(-19.6908,-2.47707);(3.29745,-2.78255);(22.2628,0.576845);(19.5836,0.125577);(-19.1285,-0.95873);(17.6496,-1.1713);(-19.6995,0.324145);(20.5853,-2.28797);(-3.31561,2.43071);(-21.9217,-0.804568);(-20.9729,0.263191);(-17.8636,-0.291206);(-19.5442,-0.173557);(3.23109,-1.97009);(17.0825,1.15451);(16.482,-0.113542);(-19.5597,-0.190571);(-19.1948,-0.910436)
19.75;(-19.3908,0.415388);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5665,-1.15714);(19.516,0.99912);(19.528,-0.0188533);(20.6756,-0.970871);(19.6158,0.245879);(-22.2124,0.86863);(20.8012,0.463483);(22.0419,-0.776237);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.3935,0.145619);(19.239,-0.920642);(19.6265,0.267307);(-16.4805,0.601255);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(14.3812,0.491164);(-19.3361,0.454251);(-20.5144,1.58627);(-19.7173,0.401774);(-19.0932,1.89709);(20.5527,1.95193);(-3.31462,-2.33768);(-19.705,-2.46956);(3.29745,-2.78255);(22.2521,0.598133);(19.5836,0.125577);(-19.1328,-0.947632);(17.6801,-1.19379);(-19.6995,0.324145);(20.5712,-2.27736);(-3.31561,2.43071);(-21.947,-0.821531);(-20.9836,0.229924);(-17.8825,-0.288277);(-19.5442,-0.173557);(3.23109,-1.97009);(17.1055,1.18505);(16.5189,-0.101069);(-19.5597,-0.190571);(-19.1949,-0.897337)
19.8;(-19.4145,0.447238);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5729,-1.18232);(19.4924,1.0436);(19.528,-0.0188533);(20.6879,-0.964287);(19.6158,0.245879);(-22.2091,0.86951);(20.7972,0.426142);(22.0517,-0.788839);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.4099,0.121176);(19.2678,-0.909537);(19.6265,0.267307);(-16.5207,0.605521);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(14.447,0.484217);(-19.3667,0.48652);(-20.5074,1.60685);(-19.7173,0.401774);(-19.108,1.88461);(20.5481,1.96212);(-3.31462,-2.33768);(-19.7188,-2.45682);(3.29745,-2.78255);(22.2364,0.615871);(19.5836,0.125577);(-19.1404,-0.96917);(17.7121,-1.21192);(-19.6995,0.324145);(20.5577,-2.26096);(-3.31561,2.43071);(-21.9639,-0.834371);(-20.9951,0.227141);(-17.8832,-0.27793);(-19.5442,-0.173557);(3.23109,-1.97009);(17.1321,1.21044);(16.5593,-0.089375);(-19.5597,-0.190571);(-19.1938,-0.934226)
19.85;(-19.4531,0.431377);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5914,-1.18456);(19.476,1.07935);(19.528,-0.0188533);(20.704,-1.00755);(19.6158,0.245879);(-22.2033,0.871983);(20.7926,0.4388);(22.0557,-0.798359);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.4301,0.101599);(19.2835,-0.895561);(19.6265,0.267307);(-16.5535,0.619029);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(14.5125,0.477105);(-19.4118,0.470942);(-20.5092,1.64036);(-19.7173,0.401774);(-19.1014,1.91728);(20.5421,1.96476);(-3.31462,-2.33768);(-19.7414,-2.4739);(3.29745,-2.78255);(22.2162,0.630189);(19.5836,0.125577);(-19.1445,-0.976614);(17.7455,-1.22904);(-19.6995,0.324145);(20.5444,-2.24048);(-3.31561,2.43071);(-21.9732,-0.843455);(-20.9956,0.219092);(-17.8993,-0.278264);(-19.5442,-0.173557);(3.23109,-1.97009);(17.1594,1.23018);(16.6029,-0.0783108);(-19.5597,-0.190571);(-19.1795,-0.949351)
19.9;(-19.4707,0.415987);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.6022,-1.18328);(19.4657,1.10695);(19.528,-0.0188533);(20.7339,-1.00277);(19.6158,0.245879);(-22.1923,0.871939);(20.777,0.44479);(22.0543,-0.805064);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(18.412,0.114247);(19.3413,-0.908437);(19.6265,0.267307);(-16.5886,0.630336);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(14.5779,0.469691);(-19.4338,0.458079);(-20.5086,1.66382);(-19.7173,0.401774);(-19.0979,1.94162);(20.5344,1.96152);(-3.31462,-2.33768);(-19.7625,-2.48341);(3.29745,-2.78255);(22.1983,0.643033);(19.5836,0.125577);(-19.1528,-0.978204);(17.7795,-1.24286);(-19.6995,0.324145);(20.5167,-2.26789);(-3.31561,2.43071);(-21.9788,-0.849484);(-21.0366,0.204196);(-17.9205,-0.277666);(-19.5442,-0.173557);(3.23109,-1.97009);(17.1879,1.24503);(16.649,-0.0679387);(-19.5597,-0.190571);(-19.1709,-0.95793)
