time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49
27.6999;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4695,-1.17777);(19.7856,2.37147);(19.528,-0.0188533);(20.7275,-0.203994);(19.6158,0.245879);(-21.5012,1.46773);(20.293,0.37437);(22.0394,-1.3498);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.8611,0.79655);(19.4078,-0.469794);(19.6265,0.267307);(-17.766,-0.538068);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.1832,0.289765);(-19.6722,0.317768);(-19.9331,1.48406);(-19.7173,0.401774);(-18.4894,1.02743);(21.2046,1.34752);(-3.31462,-2.33768);(-19.1351,-1.61315);(3.29745,-2.78255);(22.203,0.188843);(19.5836,0.125577);(-19.9141,-0.466943);(19.3225,-2.11551);(-19.6995,0.324145);(20.5855,-1.59522);(-3.31561,2.43071);(-21.8011,-0.551668);(-20.5935,0.230975);(-19.284,-0.206886);(-19.5442,-0.173557);(3.23109,-1.97009);(18.4942,1.67798);(18.0812,-1.24642);(-19.5597,-0.190571);(-19.836,-0.47112)
27.7499;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4773,-1.19625);(19.7866,2.35945);(19.528,-0.0188533);(20.7421,-0.241416);(19.6158,0.245879);(-21.5176,1.48184);(20.293,0.37437);(22.0636,-1.33279);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.8689,0.821829);(19.417,-0.456277);(19.6265,0.267307);(-17.7596,-0.533744);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.2,0.291474);(-19.6722,0.317768);(-19.9205,1.48221);(-19.7173,0.401774);(-18.4865,1.04274);(21.2004,1.34759);(-3.31462,-2.33768);(-19.1554,-1.63788);(3.29745,-2.78255);(22.1899,0.176542);(19.5836,0.125577);(-19.9141,-0.466943);(19.3355,-2.12049);(-19.6995,0.324145);(20.5638,-1.57898);(-3.31561,2.43071);(-21.8063,-0.557689);(-20.5718,0.240555);(-19.2808,-0.222849);(-19.5442,-0.173557);(3.23109,-1.97009);(18.4919,1.66921);(18.0743,-1.24854);(-19.5597,-0.190571);(-19.836,-0.47112)
27.7999;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4841,-1.20358);(19.7834,2.36492);(19.528,-0.0188533);(20.7788,-0.233973);(19.6158,0.245879);(-21.5281,1.4903);(20.293,0.37437);(22.081,-1.31445);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.867,0.819653);(19.435,-0.441246);(19.6265,0.267307);(-17.7591,-0.528577);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.2179,0.293607);(-19.6722,0.317768);(-19.9065,1.47993);(-19.7173,0.401774);(-18.4887,1.0533);(21.2065,1.33936);(-3.31462,-2.33768);(-19.1743,-1.65805);(3.29745,-2.78255);(22.1717,0.16487);(19.5836,0.125577);(-19.9141,-0.466943);(19.3489,-2.11962);(-19.6995,0.324145);(20.5167,-1.60575);(-3.31561,2.43071);(-21.8047,-0.561216);(-20.5486,0.239853);(-19.2843,-0.235338);(-19.5442,-0.173557);(3.23109,-1.97009);(18.4938,1.65673);(18.0731,-1.24722);(-19.5597,-0.190571);(-19.836,-0.47112)
27.8499;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4877,-1.20389);(19.7811,2.36374);(19.528,-0.0188533);(20.7664,-0.23645);(19.6158,0.245879);(-21.5331,1.49363);(20.293,0.37437);(22.0945,-1.29728);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.8734,0.847578);(19.4523,-0.458292);(19.6265,0.267307);(-17.7637,-0.522707);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.2404,0.282039);(-19.6722,0.317768);(-19.902,1.47132);(-19.7173,0.401774);(-18.4878,1.05883);(21.2078,1.32684);(-3.31462,-2.33768);(-19.1942,-1.67097);(3.29745,-2.78255);(22.2017,0.166581);(19.5836,0.125577);(-19.9141,-0.466943);(19.3164,-2.13838);(-19.6995,0.324145);(20.5151,-1.61201);(-3.31561,2.43071);(-21.797,-0.562467);(-20.538,0.254609);(-19.2769,-0.262761);(-19.5442,-0.173557);(3.23109,-1.97009);(18.4976,1.65221);(18.0769,-1.24279);(-19.5597,-0.190571);(-19.836,-0.47112)
27.8999;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4866,-1.19916);(19.7759,2.37056);(19.528,-0.0188533);(20.7949,-0.216062);(19.6158,0.245879);(-21.5333,1.49231);(20.293,0.37437);(22.1021,-1.27888);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.8839,0.852734);(19.4259,-0.485495);(19.6265,0.267307);(-17.7731,-0.516164);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.267,0.270485);(-19.6722,0.317768);(-19.8835,1.47942);(-19.7173,0.401774);(-18.4918,1.06047);(21.2043,1.31043);(-3.31462,-2.33768);(-19.2149,-1.67725);(3.29745,-2.78255);(22.2226,0.167656);(19.5836,0.125577);(-19.9141,-0.466943);(19.2886,-2.15003);(-19.6995,0.324145);(20.5144,-1.61571);(-3.31561,2.43071);(-21.7856,-0.560318);(-20.5369,0.241844);(-19.2766,-0.28534);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5051,1.64354);(18.0854,-1.23555);(-19.5597,-0.190571);(-19.836,-0.47112)
27.9499;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4806,-1.19823);(19.7717,2.37059);(19.528,-0.0188533);(20.816,-0.221396);(19.6158,0.245879);(-21.5289,1.48678);(20.293,0.37437);(22.1001,-1.26486);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.879,0.851849);(19.4441,-0.490339);(19.6265,0.267307);(-17.7868,-0.509101);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.2977,0.258846);(-19.6722,0.317768);(-19.875,1.48505);(-19.7173,0.401774);(-18.4926,1.05315);(21.2106,1.31543);(-3.31462,-2.33768);(-19.2362,-1.6775);(3.29745,-2.78255);(22.2396,0.173601);(19.5836,0.125577);(-19.9141,-0.466943);(19.2649,-2.15676);(-19.6995,0.324145);(20.5117,-1.61256);(-3.31561,2.43071);(-21.7762,-0.557111);(-20.5248,0.237751);(-19.2825,-0.303353);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5162,1.63113);(18.0615,-1.23953);(-19.5597,-0.190571);(-19.836,-0.47112)
27.9999;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5182,-1.17303);(19.7685,2.36447);(19.528,-0.0188533);(20.8229,-0.21962);(19.6158,0.245879);(-21.5205,1.47748);(20.293,0.37437);(22.0999,-1.25437);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.8796,0.842809);(19.4712,-0.490469);(19.6265,0.267307);(-17.8039,-0.503345);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.3246,0.252996);(-19.6722,0.317768);(-19.8678,1.48292);(-19.7173,0.401774);(-18.4983,1.04507);(21.2116,1.3149);(-3.31462,-2.33768);(-19.2243,-1.70795);(3.29745,-2.78255);(22.2488,0.178506);(19.5836,0.125577);(-19.9141,-0.466943);(19.2452,-2.15754);(-19.6995,0.324145);(20.5098,-1.60847);(-3.31561,2.43071);(-21.7613,-0.552295);(-20.5076,0.231052);(-19.2817,-0.299635);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5261,1.6174);(18.0448,-1.23994);(-19.5597,-0.190571);(-19.836,-0.47112)
28.0499;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5111,-1.16991);(19.7662,2.35276);(19.528,-0.0188533);(20.8392,-0.210672);(19.6158,0.245879);(-21.5086,1.46497);(20.293,0.37437);(22.0961,-1.24253);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.8866,0.830607);(19.483,-0.481878);(19.6265,0.267307);(-17.8175,-0.499644);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.351,0.243967);(-19.6722,0.317768);(-19.8636,1.47583);(-19.7173,0.401774);(-18.5056,1.03632);(21.2078,1.30935);(-3.31462,-2.33768);(-19.216,-1.73008);(3.29745,-2.78255);(22.2508,0.182455);(19.5836,0.125577);(-19.9141,-0.466943);(19.2291,-2.15292);(-19.6995,0.324145);(20.5074,-1.60744);(-3.31561,2.43071);(-21.7899,-0.522529);(-20.5097,0.230382);(-19.2712,-0.303281);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5383,1.60096);(18.0347,-1.23711);(-19.5597,-0.190571);(-19.836,-0.47112)
28.0999;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5019,-1.16097);(19.7647,2.33598);(19.528,-0.0188533);(20.842,-0.200006);(19.6158,0.245879);(-21.4954,1.45217);(20.293,0.37437);(22.0887,-1.23206);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.9039,0.835992);(19.5189,-0.504011);(19.6265,0.267307);(-17.8192,-0.497036);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.3521,0.246522);(-19.6722,0.317768);(-19.8625,1.4638);(-19.7173,0.401774);(-18.5151,1.02473);(21.1998,1.29942);(-3.31462,-2.33768);(-19.211,-1.74468);(3.29745,-2.78255);(22.2519,0.187461);(19.5836,0.125577);(-19.9141,-0.466943);(19.2167,-2.14365);(-19.6995,0.324145);(20.5031,-1.60005);(-3.31561,2.43071);(-21.8094,-0.493679);(-20.5033,0.223887);(-19.2832,-0.303115);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5528,1.58184);(18.0303,-1.23115);(-19.5597,-0.190571);(-19.836,-0.47112)
28.1499;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4979,-1.1637);(19.7657,2.31804);(19.528,-0.0188533);(20.841,-0.202117);(19.6158,0.245879);(-21.4807,1.437);(20.293,0.37437);(22.0791,-1.21863);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.8766,0.829379);(19.5274,-0.48429);(19.6265,0.267307);(-17.8259,-0.493482);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.3499,0.229711);(-19.6722,0.317768);(-19.8631,1.44909);(-19.7173,0.401774);(-18.5256,1.00991);(21.2293,1.304);(-3.31462,-2.33768);(-19.2089,-1.75244);(3.29745,-2.78255);(22.2466,0.191415);(19.5836,0.125577);(-19.9141,-0.466943);(19.208,-2.13062);(-19.6995,0.324145);(20.5298,-1.63188);(-3.31561,2.43071);(-21.8209,-0.465773);(-20.5173,0.234391);(-19.2674,-0.30576);(-19.5442,-0.173557);(3.23109,-1.97009);(18.578,1.57472);(18.0308,-1.2219);(-19.5597,-0.190571);(-19.836,-0.47112)
28.1999;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4917,-1.16001);(19.7899,2.31214);(19.528,-0.0188533);(20.8318,-0.201531);(19.6158,0.245879);(-21.4783,1.43899);(20.293,0.37437);(22.0674,-1.2066);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.8775,0.850668);(19.5436,-0.51398);(19.6265,0.267307);(-17.821,-0.49076);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.3585,0.228289);(-19.6722,0.317768);(-19.8645,1.42972);(-19.7173,0.401774);(-18.5389,1.00255);(21.2513,1.30314);(-3.31462,-2.33768);(-19.2095,-1.75398);(3.29745,-2.78255);(22.2363,0.196164);(19.5836,0.125577);(-19.9141,-0.466943);(19.2033,-2.11494);(-19.6995,0.324145);(20.5519,-1.65426);(-3.31561,2.43071);(-21.8249,-0.438824);(-20.5103,0.220919);(-19.2743,-0.314366);(-19.5442,-0.173557);(3.23109,-1.97009);(18.555,1.58085);(18.0312,-1.22406);(-19.5597,-0.190571);(-19.836,-0.47112)
28.2499;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.489,-1.16707);(19.8199,2.31938);(19.528,-0.0188533);(20.8165,-0.199683);(19.6158,0.245879);(-21.4707,1.43761);(20.293,0.37437);(22.0528,-1.194);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.8717,0.845093);(19.5805,-0.522506);(19.6265,0.267307);(-17.8218,-0.48711);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.373,0.226258);(-19.6722,0.317768);(-19.874,1.40931);(-19.7173,0.401774);(-18.5474,0.991853);(21.2632,1.31163);(-3.31462,-2.33768);(-19.2124,-1.74996);(3.29745,-2.78255);(22.2241,0.186808);(19.5836,0.125577);(-19.9141,-0.466943);(19.1877,-2.10961);(-19.6995,0.324145);(20.5699,-1.66806);(-3.31561,2.43071);(-21.8231,-0.413993);(-20.5097,0.221164);(-19.2698,-0.321693);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5383,1.58185);(18.0325,-1.22194);(-19.5597,-0.190571);(-19.836,-0.47112)
28.2999;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4865,-1.16707);(19.8472,2.32071);(19.528,-0.0188533);(20.8475,-0.178828);(19.6158,0.245879);(-21.4582,1.43367);(20.293,0.37437);(22.0327,-1.19904);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.8679,0.839309);(19.5709,-0.549357);(19.6265,0.267307);(-17.8277,-0.482626);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.3892,0.221687);(-19.6722,0.317768);(-19.8673,1.41244);(-19.7173,0.401774);(-18.56,0.978873);(21.2697,1.31344);(-3.31462,-2.33768);(-19.2158,-1.74422);(3.29745,-2.78255);(22.2117,0.197468);(19.5836,0.125577);(-19.9141,-0.466943);(19.1789,-2.10369);(-19.6995,0.324145);(20.5839,-1.67411);(-3.31561,2.43071);(-21.8161,-0.391508);(-20.5186,0.189527);(-19.271,-0.322351);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5273,1.57822);(18.0354,-1.21274);(-19.5597,-0.190571);(-19.836,-0.47112)
28.3499;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.474,-1.21607);(19.872,2.31752);(19.528,-0.0188533);(20.8319,-0.176044);(19.6158,0.245879);(-21.4413,1.42745);(20.293,0.37437);(22.0257,-1.19195);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.8683,0.829992);(19.5711,-0.557243);(19.6265,0.267307);(-17.8381,-0.477275);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.4078,0.214548);(-19.6722,0.317768);(-19.8619,1.40804);(-19.7173,0.401774);(-18.5744,0.968858);(21.2648,1.32475);(-3.31462,-2.33768);(-19.2198,-1.73491);(3.29745,-2.78255);(22.2486,0.21664);(19.5836,0.125577);(-19.9141,-0.466943);(19.1686,-2.10391);(-19.6995,0.324145);(20.5786,-1.68208);(-3.31561,2.43071);(-21.8045,-0.371429);(-20.5292,0.207858);(-19.2804,-0.324376);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5215,1.57041);(18.043,-1.20127);(-19.5597,-0.190571);(-19.836,-0.47112)
28.3999;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4602,-1.25416);(19.8895,2.31335);(19.528,-0.0188533);(20.8231,-0.184604);(19.6158,0.245879);(-21.434,1.44004);(20.293,0.37437);(22.0148,-1.1828);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.8621,0.829624);(19.5803,-0.564945);(19.6265,0.267307);(-17.8526,-0.471286);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.423,0.211546);(-19.6722,0.317768);(-19.868,1.40501);(-19.7173,0.401774);(-18.5799,0.949715);(21.261,1.32513);(-3.31462,-2.33768);(-19.2249,-1.7245);(3.29745,-2.78255);(22.2757,0.23343);(19.5836,0.125577);(-19.9141,-0.466943);(19.1612,-2.09887);(-19.6995,0.324145);(20.5715,-1.68283);(-3.31561,2.43071);(-21.8031,-0.36297);(-20.5059,0.210475);(-19.2968,-0.321413);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5205,1.55883);(18.0549,-1.18778);(-19.5597,-0.190571);(-19.836,-0.47112)
28.4499;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.4962,-1.29648);(19.9042,2.30546);(19.528,-0.0188533);(20.8365,-0.179953);(19.6158,0.245879);(-21.4229,1.44705);(20.293,0.37437);(22.0003,-1.17184);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.8615,0.826232);(19.5638,-0.572743);(19.6265,0.267307);(-17.8663,-0.47172);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.4431,0.210166);(-19.6722,0.317768);(-19.8742,1.39505);(-19.7173,0.401774);(-18.5916,0.936269);(21.2543,1.31844);(-3.31462,-2.33768);(-19.1811,-1.70351);(3.29745,-2.78255);(22.2941,0.248019);(19.5836,0.125577);(-19.9141,-0.466943);(19.1567,-2.08907);(-19.6995,0.324145);(20.5649,-1.68183);(-3.31561,2.43071);(-21.7954,-0.353952);(-20.5254,0.238939);(-19.2707,-0.345004);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5227,1.54404);(18.0682,-1.17765);(-19.5597,-0.190571);(-19.836,-0.47112)
28.4999;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5265,-1.3285);(19.917,2.29421);(19.528,-0.0188533);(20.8371,-0.165717);(19.6158,0.245879);(-21.4199,1.47164);(20.293,0.37437);(21.9882,-1.16811);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.8659,0.820048);(19.5821,-0.599874);(19.6265,0.267307);(-17.8323,-0.457077);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.4473,0.23923);(-19.6722,0.317768);(-19.834,1.40364);(-19.7173,0.401774);(-18.608,0.921953);(21.2449,1.30569);(-3.31462,-2.33768);(-19.1319,-1.73223);(3.29745,-2.78255);(22.3044,0.260576);(19.5836,0.125577);(-19.9141,-0.466943);(19.1563,-2.08461);(-19.6995,0.324145);(20.5567,-1.67443);(-3.31561,2.43071);(-21.7822,-0.344573);(-20.5765,0.228686);(-19.28,-0.333175);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5288,1.52638);(18.0708,-1.16463);(-19.5597,-0.190571);(-19.836,-0.47112)
28.5499;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5514,-1.35121);(19.9288,2.27813);(19.528,-0.0188533);(20.839,-0.171587);(19.6158,0.245879);(-21.4129,1.48948);(20.293,0.37437);(21.9728,-1.1621);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.8553,0.812606);(19.5702,-0.587186);(19.6265,0.267307);(-17.8067,-0.442684);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.448,0.21841);(-19.6722,0.317768);(-19.8322,1.44421);(-19.7173,0.401774);(-18.5839,0.878338);(21.24,1.30468);(-3.31462,-2.33768);(-19.0899,-1.7529);(3.29745,-2.78255);(22.3075,0.271259);(19.5836,0.125577);(-19.9141,-0.466943);(19.1577,-2.07575);(-19.6995,0.324145);(20.5858,-1.70036);(-3.31561,2.43071);(-21.813,-0.359093);(-20.5831,0.24126);(-19.3075,-0.339246);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5405,1.55842);(18.0781,-1.14995);(-19.5597,-0.190571);(-19.836,-0.47112)
28.5998;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5714,-1.36548);(19.9358,2.25985);(19.528,-0.0188533);(20.829,-0.17002);(19.6158,0.245879);(-21.4022,1.50115);(20.293,0.37437);(21.96,-1.15958);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.8507,0.811034);(19.6014,-0.592649);(19.6265,0.267307);(-17.7551,-0.454242);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.4347,0.245569);(-19.6722,0.317768);(-19.8314,1.47381);(-19.7173,0.401774);(-18.6006,0.86135);(21.2346,1.29627);(-3.31462,-2.33768);(-19.0546,-1.7663);(3.29745,-2.78255);(22.304,0.280214);(19.5836,0.125577);(-19.9141,-0.466943);(19.1614,-2.06288);(-19.6995,0.324145);(20.6099,-1.71741);(-3.31561,2.43071);(-21.8344,-0.370993);(-20.5826,0.249963);(-19.3385,-0.341787);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5553,1.58299);(18.0723,-1.18165);(-19.5597,-0.190571);(-19.836,-0.47112)
28.6498;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.587,-1.37213);(19.9436,2.24389);(19.528,-0.0188533);(20.8623,-0.143585);(19.6158,0.245879);(-21.3883,1.5072);(20.293,0.37437);(21.9453,-1.15515);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.8442,0.799102);(19.5878,-0.620185);(19.6265,0.267307);(-17.7135,-0.463665);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.4293,0.269149);(-19.6722,0.317768);(-19.8316,1.49345);(-19.7173,0.401774);(-18.6209,0.84286);(21.2276,1.28291);(-3.31462,-2.33768);(-19.0255,-1.77315);(3.29745,-2.78255);(22.2945,0.287574);(19.5836,0.125577);(-19.9141,-0.466943);(19.1668,-2.04609);(-19.6995,0.324145);(20.6296,-1.72642);(-3.31561,2.43071);(-21.8474,-0.380489);(-20.5913,0.279716);(-19.357,-0.365643);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5729,1.60071);(18.072,-1.2073);(-19.5597,-0.190571);(-19.836,-0.47112)
28.6998;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.5983,-1.3719);(19.9498,2.2245);(19.528,-0.0188533);(20.8661,-0.157535);(19.6158,0.245879);(-21.3843,1.53225);(20.293,0.37437);(21.9275,-1.14856);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.8393,0.782398);(19.5885,-0.599844);(19.6265,0.267307);(-17.681,-0.471148);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.4313,0.289386);(-19.6722,0.317768);(-19.8325,1.50406);(-19.7173,0.401774);(-18.6442,0.823023);(21.2091,1.31823);(-3.31462,-2.33768);(-19.0019,-1.77408);(3.29745,-2.78255);(22.3325,0.303138);(19.5836,0.125577);(-19.9141,-0.466943);(19.1615,-2.07815);(-19.6995,0.324145);(20.645,-1.72817);(-3.31561,2.43071);(-21.8528,-0.387766);(-20.5799,0.279547);(-19.3796,-0.383956);(-19.5442,-0.173557);(3.23109,-1.97009);(18.593,1.61218);(18.0757,-1.22808);(-19.5597,-0.190571);(-19.836,-0.47112)
28.7498;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.6101,-1.3681);(19.9332,2.20715);(19.528,-0.0188533);(20.8442,-0.150284);(19.6158,0.245879);(-21.3765,1.55036);(20.293,0.37437);(21.9435,-1.13785);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.8462,0.814312);(19.5825,-0.629031);(19.6265,0.267307);(-17.6568,-0.476869);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.4398,0.306503);(-19.6722,0.317768);(-19.8341,1.50646);(-19.7173,0.401774);(-18.6669,0.802057);(21.229,1.33418);(-3.31462,-2.33768);(-18.9835,-1.76967);(3.29745,-2.78255);(22.3606,0.316444);(19.5836,0.125577);(-19.9141,-0.466943);(19.1588,-2.10201);(-19.6995,0.324145);(20.6394,-1.74419);(-3.31561,2.43071);(-21.8519,-0.392691);(-20.5666,0.276272);(-19.4013,-0.394713);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5967,1.62295);(18.0841,-1.24372);(-19.5597,-0.190571);(-19.836,-0.47112)
28.7998;(-19.64,0.33674);(-19.5731,-0.0270529);(3.30218,-4.06518);(19.8162,-0.442776);(-19.5238,-0.0449764);(3.2975,3.37618);(-20.6193,-1.36185);(19.9227,2.23944);(19.528,-0.0188533);(20.8184,-0.142851);(19.6158,0.245879);(-21.3652,1.56215);(20.293,0.37437);(21.9533,-1.12544);(-3.31706,-3.54662);(-3.30031,3.65347);(19.6379,-0.257439);(19.8581,0.796472);(19.584,-0.64885);(19.6265,0.267307);(-17.6401,-0.480989);(19.5057,0.0200945);(19.6329,0.32712);(-19.5543,0.141657);(3.28587,3.1531);(18.4535,0.317238);(-19.6722,0.317768);(-19.8364,1.50142);(-19.7173,0.401774);(-18.6866,0.782061);(21.2423,1.34358);(-3.31462,-2.33768);(-18.9698,-1.76045);(3.29745,-2.78255);(22.3799,0.327676);(19.5836,0.125577);(-19.9141,-0.466943);(19.1584,-2.1187);(-19.6995,0.324145);(20.6319,-1.75233);(-3.31561,2.43071);(-21.8469,-0.394031);(-20.5786,0.303679);(-19.3985,-0.434622);(-19.5442,-0.173557);(3.23109,-1.97009);(18.5809,1.62793);(18.0936,-1.25508);(-19.5597,-0.190571);(-19.836,-0.47112)
