time;0;1
11.0852;(7.41475,0.214541);(-7.41475,-0.214532)
11.0902;(7.42471,0.21372);(-7.42471,-0.213711)
11.0952;(7.43467,0.212899);(-7.43468,-0.21289)
11.1002;(7.44464,0.212078);(-7.44464,-0.212069)
11.1052;(7.4546,0.211257);(-7.45461,-0.211248)
11.1102;(7.46457,0.210436);(-7.46457,-0.210427)
11.1152;(7.47453,0.209614);(-7.47453,-0.209606)
11.1202;(7.48449,0.208793);(-7.4845,-0.208785)
11.1252;(7.49446,0.207972);(-7.49446,-0.207963)
11.1302;(7.50442,0.207151);(-7.50443,-0.207142)
11.1352;(7.51439,0.206329);(-7.51439,-0.206321)
11.1402;(7.52435,0.205508);(-7.52435,-0.205499)
11.1452;(7.53431,0.204686);(-7.53432,-0.204678)
11.1502;(7.54428,0.203865);(-7.54428,-0.203856)
11.1552;(7.55424,0.203043);(-7.55424,-0.203035)
11.1602;(7.56421,0.202221);(-7.56421,-0.202213)
11.1652;(7.57417,0.2014);(-7.57417,-0.201391)
11.1702;(7.58413,0.200578);(-7.58414,-0.200569)
11.1752;(7.5941,0.199756);(-7.5941,-0.199748)
11.1802;(7.60406,0.198934);(-7.60406,-0.198926)
11.1852;(7.61403,0.198112);(-7.61403,-0.198104)
11.1902;(7.62399,0.19729);(-7.62399,-0.197282)
11.1952;(7.63395,0.196468);(-7.63396,-0.19646)
11.2002;(7.64392,0.195646);(-7.64392,-0.195638)
11.2052;(7.65388,0.194824);(-7.65388,-0.194816)
11.2102;(7.66385,0.194002);(-7.66385,-0.193994)
11.2152;(7.67381,0.193179);(-7.67381,-0.193171)
11.2202;(7.68377,0.192357);(-7.68378,-0.192349)
11.2252;(7.69374,0.191535);(-7.69374,-0.191527)
11.2302;(7.7037,0.190712);(-7.7037,-0.190704)
11.2352;(7.71367,0.18989);(-7.71367,-0.189882)
11.2402;(7.72363,0.189067);(-7.72363,-0.18906)
11.2452;(7.73359,0.188245);(-7.7336,-0.188237)
11.2502;(7.74356,0.187422);(-7.74356,-0.187415)
11.2552;(7.75352,0.1866);(-7.75353,-0.186592)
11.2602;(7.76349,0.185777);(-7.76349,-0.185769)
11.2652;(7.77345,0.184954);(-7.77346,-0.184947)
11.2702;(7.78342,0.184132);(-7.78342,-0.184124)
11.2752;(7.79338,0.183309);(-7.79338,-0.183301)
11.2802;(7.80335,0.182486);(-7.80335,-0.182478)
11.2852;(7.81331,0.181663);(-7.81331,-0.181655)
11.2902;(7.82328,0.18084);(-7.82328,-0.180832)
11.2952;(7.83324,0.180017);(-7.83324,-0.180009)
11.3002;(7.8432,0.179194);(-7.84321,-0.179186)
11.3052;(7.85317,0.178371);(-7.85317,-0.178363)
11.3102;(7.86313,0.177548);(-7.86314,-0.17754)
11.3152;(7.8731,0.176725);(-7.8731,-0.176717)
11.3202;(7.88306,0.175901);(-7.88306,-0.175894)
11.3252;(7.89303,0.175078);(-7.89303,-0.175071)
11.3302;(7.90299,0.174255);(-7.90299,-0.174247)
11.3352;(7.91296,0.173431);(-7.91296,-0.173424)
11.3402;(7.92292,0.172608);(-7.92292,-0.172601)
11.3452;(7.93288,0.171784);(-7.93289,-0.171777)
11.3502;(7.94285,0.170961);(-7.94285,-0.170954)
11.3552;(7.95281,0.170137);(-7.95282,-0.17013)
11.3602;(7.96278,0.169314);(-7.96278,-0.169307)
11.3652;(7.97274,0.16849);(-7.97274,-0.168483)
11.3702;(7.98271,0.167667);(-7.98271,-0.167659)
11.3752;(7.99267,0.166843);(-7.99267,-0.166836)
11.3802;(8.00264,0.166019);(-8.00264,-0.166012)
11.3852;(8.0126,0.165195);(-8.0126,-0.165188)
11.3902;(8.02257,0.164371);(-8.02257,-0.164365)
11.3952;(8.03253,0.163548);(-8.03253,-0.163541)
11.4002;(8.0425,0.162724);(-8.0425,-0.162717)
11.4052;(8.05246,0.1619);(-8.05246,-0.161893)
11.4102;(8.06243,0.161076);(-8.06243,-0.161069)
11.4152;(8.07239,0.160252);(-8.07239,-0.160245)
11.4202;(8.08236,0.159427);(-8.08236,-0.159421)
11.4252;(8.09232,0.158603);(-8.09232,-0.158597)
11.4302;(8.10229,0.157779);(-8.10229,-0.157773)
11.4352;(8.11225,0.156955);(-8.11225,-0.156948)
11.4402;(8.12222,0.156131);(-8.12222,-0.156124)
11.4452;(8.13218,0.155306);(-8.13218,-0.1553)
11.4502;(8.14215,0.154482);(-8.14215,-0.154476)
11.4552;(8.15211,0.153658);(-8.15211,-0.153651)
11.4602;(8.16208,0.152833);(-8.16208,-0.152827)
11.4652;(8.17204,0.152009);(-8.17204,-0.152002)
11.4702;(8.182,0.151184);(-8.18201,-0.151178)
11.4752;(8.19197,0.15036);(-8.19197,-0.150353)
11.4802;(8.20193,0.149535);(-8.20194,-0.149529)
11.4852;(8.2119,0.148711);(-8.2119,-0.148704)
11.4902;(8.22186,0.147886);(-8.22187,-0.14788)
11.4952;(8.23183,0.147061);(-8.23183,-0.147055)
11.5002;(8.24179,0.146237);(-8.2418,-0.14623)
11.5052;(8.25176,0.145412);(-8.25176,-0.145406)
11.5102;(8.26172,0.144587);(-8.26173,-0.144581)
11.5152;(8.27169,0.143762);(-8.27169,-0.143756)
11.5202;(8.28165,0.142937);(-8.28166,-0.142931)
11.5252;(8.29162,0.142112);(-8.29162,-0.142106)
11.5302;(8.30158,0.141287);(-8.30159,-0.141281)
11.5352;(8.31155,0.140462);(-8.31155,-0.140456)
11.5402;(8.32151,0.139637);(-8.32152,-0.139631)
11.5452;(8.33148,0.138812);(-8.33148,-0.138806)
11.5502;(8.34144,0.137987);(-8.34145,-0.137981)
11.5552;(8.35141,0.137162);(-8.35141,-0.137156)
11.5602;(8.36137,0.136337);(-8.36138,-0.136331)
11.5652;(8.37134,0.135512);(-8.37134,-0.135506)
11.5702;(8.3813,0.134686);(-8.38131,-0.134681)
11.5752;(8.39127,0.133861);(-8.39127,-0.133855)
11.5802;(8.40123,0.133036);(-8.40124,-0.13303)
11.5852;(8.4112,0.13221);(-8.4112,-0.132205)
11.5902;(8.42116,0.131385);(-8.42117,-0.13138)
11.5952;(8.43113,0.13056);(-8.43113,-0.130554)
11.6002;(8.44109,0.129734);(-8.4411,-0.129729)
11.6052;(8.45106,0.128909);(-8.45106,-0.128903)
11.6102;(8.46102,0.128083);(-8.46103,-0.128078)
11.6152;(8.47099,0.127258);(-8.47099,-0.127252)
11.6202;(8.48095,0.126432);(-8.48096,-0.126427)
11.6252;(8.49092,0.125606);(-8.49092,-0.125601)
11.6302;(8.50088,0.124781);(-8.50089,-0.124775)
11.6352;(8.51085,0.123955);(-8.51085,-0.12395)
11.6402;(8.52081,0.123129);(-8.52082,-0.123124)
11.6452;(8.53078,0.122303);(-8.53078,-0.122298)
11.6502;(8.54074,0.121478);(-8.54075,-0.121472)
11.6552;(8.55071,0.120652);(-8.55071,-0.120647)
11.6602;(8.56067,0.119826);(-8.56068,-0.119821)
11.6652;(8.57064,0.119);(-8.57064,-0.118995)
11.6702;(8.5806,0.118174);(-8.58061,-0.118169)
11.6752;(8.59057,0.117348);(-8.59057,-0.117343)
11.6802;(8.60053,0.116522);(-8.60054,-0.116517)
11.6852;(8.6105,0.115696);(-8.6105,-0.115691)
11.6902;(8.62046,0.11487);(-8.62047,-0.114865)
11.6952;(8.63043,0.114044);(-8.63043,-0.114039)
11.7002;(8.64039,0.113217);(-8.6404,-0.113213)
11.7052;(8.65036,0.112391);(-8.65036,-0.112386)
11.7102;(8.66032,0.111565);(-8.66033,-0.11156)
11.7152;(8.67029,0.110739);(-8.67029,-0.110734)
11.7202;(8.68025,0.109912);(-8.68025,-0.109908)
11.7252;(8.69022,0.109086);(-8.69022,-0.109081)
11.7302;(8.70018,0.10826);(-8.70018,-0.108255)
11.7352;(8.71015,0.107433);(-8.71015,-0.107429)
11.7402;(8.72011,0.106607);(-8.72011,-0.106602)
11.7452;(8.73008,0.10578);(-8.73008,-0.105776)
11.7502;(8.74004,0.104954);(-8.74004,-0.104949)
11.7552;(8.75001,0.104127);(-8.75001,-0.104123)
11.7602;(8.75997,0.103301);(-8.75997,-0.103296)
11.7652;(8.76994,0.102474);(-8.76994,-0.10247)
11.7702;(8.7799,0.101647);(-8.7799,-0.101643)
11.7752;(8.78987,0.100821);(-8.78987,-0.100816)
11.7802;(8.79983,0.0999941);(-8.79983,-0.0999898)
11.7852;(8.8098,0.0991673);(-8.8098,-0.0991631)
11.7902;(8.81976,0.0983406);(-8.81976,-0.0983363)
11.7952;(8.82973,0.0975138);(-8.82973,-0.0975095)
11.8002;(8.83969,0.0966869);(-8.83969,-0.0966827)
11.8052;(8.84966,0.0958601);(-8.84966,-0.0958559)
11.8102;(8.85962,0.0950332);(-8.85962,-0.095029)
11.8152;(8.86959,0.0942062);(-8.86959,-0.0942021)
11.8202;(8.87955,0.0933792);(-8.87955,-0.0933752)
11.8252;(8.88952,0.0925522);(-8.88952,-0.0925482)
11.8302;(8.89948,0.0917252);(-8.89948,-0.0917212)
11.8352;(8.90945,0.0908981);(-8.90945,-0.0908942)
11.8402;(8.91941,0.090071);(-8.91941,-0.0900671)
11.8452;(8.92938,0.0892439);(-8.92938,-0.08924)
11.8502;(8.93934,0.0884167);(-8.93934,-0.0884129)
11.8552;(8.94931,0.0875895);(-8.94931,-0.0875857)
11.8602;(8.95927,0.0867623);(-8.95927,-0.0867585)
11.8652;(8.96924,0.085935);(-8.96924,-0.0859313)
11.8702;(8.9792,0.0851077);(-8.9792,-0.085104)
11.8752;(8.98917,0.0842804);(-8.98917,-0.0842767)
11.8802;(8.99913,0.083453);(-8.99913,-0.0834494)
11.8852;(9.0091,0.0826256);(-9.0091,-0.082622)
11.8902;(9.01906,0.0817982);(-9.01906,-0.0817946)
11.8952;(9.02903,0.0809707);(-9.02903,-0.0809672)
11.9002;(9.03899,0.0801432);(-9.03899,-0.0801397)
11.9052;(9.04895,0.0793157);(-9.04896,-0.0793122)
11.9102;(9.05892,0.0784881);(-9.05892,-0.0784847)
11.9152;(9.06888,0.0776605);(-9.06889,-0.0776571)
11.9202;(9.07885,0.0768329);(-9.07885,-0.0768295)
11.9252;(9.08881,0.0760052);(-9.08882,-0.0760019)
11.9302;(9.09878,0.0751775);(-9.09878,-0.0751742)
11.9352;(9.10874,0.0743498);(-9.10875,-0.0743465)
11.9402;(9.11871,0.0735221);(-9.11871,-0.0735188)
11.9452;(9.12867,0.0726943);(-9.12868,-0.072691)
11.9502;(9.13864,0.0718664);(-9.13864,-0.0718632)
11.9552;(9.1486,0.0710386);(-9.14861,-0.0710354)
11.9602;(9.15857,0.0702107);(-9.15857,-0.0702076)
11.9652;(9.16853,0.0693827);(-9.16854,-0.0693797)
11.9702;(9.1785,0.0685548);(-9.1785,-0.0685517)
11.9752;(9.18846,0.0677268);(-9.18847,-0.0677238)
11.9802;(9.19843,0.0668987);(-9.19843,-0.0668958)
11.9852;(9.20839,0.0660707);(-9.2084,-0.0660677)
11.9902;(9.21836,0.0652426);(-9.21836,-0.0652397)
11.9952;(9.22832,0.0644144);(-9.22833,-0.0644116)
12.0002;(9.23829,0.0635863);(-9.23829,-0.0635834)
12.0052;(9.24825,0.0627581);(-9.24826,-0.0627553)
12.0102;(9.25822,0.0619298);(-9.25822,-0.0619271)
12.0152;(9.26818,0.0611016);(-9.26819,-0.0610988)
12.0202;(9.27815,0.0602733);(-9.27815,-0.0602705)
12.0252;(9.28811,0.0594449);(-9.28812,-0.0594422)
12.0302;(9.29808,0.0586165);(-9.29808,-0.0586139)
12.0352;(9.30804,0.0577881);(-9.30805,-0.0577855)
12.0402;(9.31801,0.0569597);(-9.31801,-0.0569571)
12.0452;(9.32797,0.0561312);(-9.32798,-0.0561287)
12.0502;(9.33794,0.0553027);(-9.33794,-0.0553002)
12.0552;(9.3479,0.0544741);(-9.34791,-0.0544716)
12.0602;(9.35787,0.0536455);(-9.35787,-0.0536431)
12.0652;(9.36783,0.0528169);(-9.36784,-0.0528145)
12.0702;(9.3778,0.0519882);(-9.3778,-0.0519859)
12.0752;(9.38776,0.0511595);(-9.38777,-0.0511572)
12.0802;(9.39773,0.0503308);(-9.39773,-0.0503285)
12.0852;(9.40769,0.049502);(-9.4077,-0.0494997)
12.0902;(9.41766,0.0486732);(-9.41766,-0.048671)
12.0952;(9.42762,0.0478444);(-9.42763,-0.0478421)
12.1002;(9.43759,0.0470155);(-9.43759,-0.0470133)
12.1052;(9.44755,0.0461865);(-9.44756,-0.0461844)
12.1102;(9.45752,0.0453576);(-9.45752,-0.0453555)
12.1152;(9.46748,0.0445286);(-9.46749,-0.0445265)
12.1202;(9.47745,0.0436995);(-9.47745,-0.0436975)
12.1252;(9.48741,0.0428704);(-9.48742,-0.0428684)
12.1302;(9.49738,0.0420413);(-9.49738,-0.0420393)
12.1352;(9.50734,0.0412121);(-9.50735,-0.0412102)
12.1402;(9.50734,0.0412121);(-9.50735,-0.0412102)
