time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
16.05;(15.3004,0.22293);(20.8672,-0.639746);(11.8799,0.748554);(12.8543,-0.467191);(3.28914,-3.54861);(19.6352,0.312932);(19.579,-0.145461);(19.483,-0.416431);(7.40352,-0.990522);(20.8796,0.788679);(3.2508,3.5814);(11.6646,-0.71088);(18.0644,0.620876);(18.0333,-0.746879);(14.3506,1.10046);(19.6155,-0.194906);(19.5457,0.0246435);(14.5965,-0.841494);(16.744,0.320982);(16.0179,-1.03518)
16.1;(15.3678,0.218411);(20.8979,-0.636182);(11.9439,0.744264);(12.9247,-0.459581);(3.29704,-3.57752);(19.6352,0.312932);(19.579,-0.145461);(19.522,-0.418607);(7.46944,-0.985229);(20.8774,0.799834);(3.24632,3.61094);(11.7372,-0.708404);(18.1248,0.629984);(18.0797,-0.753405);(14.4211,1.09828);(19.6155,-0.194906);(19.5457,0.0246435);(14.6565,-0.837729);(16.8052,0.323324);(16.0847,-1.02666)
16.15;(15.4323,0.216324);(20.9232,-0.629158);(12.0079,0.739817);(12.9947,-0.452078);(3.29327,-3.60229);(19.6352,0.312932);(19.579,-0.145461);(19.5598,-0.416413);(7.53536,-0.979945);(20.873,0.806661);(3.24861,3.63637);(11.81,-0.705561);(18.1835,0.636052);(18.1289,-0.757596);(14.4922,1.09481);(19.6155,-0.194906);(19.5457,0.0246435);(14.7171,-0.833549);(16.8669,0.325502);(16.1527,-1.01942)
16.2;(15.498,0.21224);(20.9481,-0.619709);(12.0714,0.736394);(13.0645,-0.444733);(3.29658,-3.62331);(19.6352,0.312932);(19.579,-0.145461);(19.5937,-0.406607);(7.60128,-0.974671);(20.867,0.809733);(3.25673,3.65806);(11.8837,-0.703556);(18.2402,0.63931);(18.1786,-0.762038);(14.5624,1.0921);(19.6155,-0.194906);(19.5457,0.0246435);(14.7781,-0.828941);(16.9286,0.327259);(16.2199,-1.01141)
16.25;(15.5616,0.209564);(20.9686,-0.608457);(12.1349,0.732718);(13.134,-0.437596);(3.3042,-3.64092);(19.6352,0.312932);(19.579,-0.145461);(19.6283,-0.405084);(7.6672,-0.969405);(20.8601,0.819646);(3.26002,3.67635);(11.9574,-0.701138);(18.2937,0.642819);(18.2305,-0.763907);(14.6332,1.08817);(19.6155,-0.194906);(19.5457,0.0246435);(14.8397,-0.823897);(16.9896,0.328571);(16.288,-1.00416)
16.3;(15.6287,0.205389);(20.9944,-0.594579);(12.1986,0.728822);(13.2034,-0.430624);(3.2995,-3.65543);(19.6352,0.312932);(19.579,-0.145461);(19.6578,-0.396409);(7.73313,-0.964147);(20.8521,0.826425);(3.26823,3.69156);(12.0313,-0.698342);(18.3471,0.644292);(18.2785,-0.766145);(14.7029,1.0857);(19.6155,-0.194906);(19.5457,0.0246435);(14.8997,-0.819576);(17.0488,0.328495);(16.3551,-0.996626)
16.35;(15.6921,0.202853);(21.013,-0.578583);(12.2624,0.724727);(13.274,-0.422487);(3.30198,-3.66712);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(7.79906,-0.958895);(20.8438,0.829999);(3.26949,3.70396);(12.1037,-0.696488);(18.397,0.64654);(18.3291,-0.765737);(14.7732,1.08195);(19.6155,-0.194906);(19.5457,0.0246435);(14.9603,-0.814812);(17.1083,0.328952);(16.423,-0.9915)
16.4;(15.7569,0.197688);(21.0406,-0.561796);(12.3263,0.720448);(13.3442,-0.414565);(3.30992,-3.67625);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(7.86498,-0.95365);(20.8352,0.830274);(3.27693,3.7138);(12.1763,-0.694197);(18.4491,0.647836);(18.3818,-0.762602);(14.8424,1.07952);(19.6155,-0.194906);(19.5457,0.0246435);(15.0215,-0.80969);(17.1636,0.327394);(16.4901,-0.985856)
16.45;(15.8178,0.192896);(21.0601,-0.543553);(12.3903,0.715994);(13.4141,-0.406874);(3.30168,-3.68305);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(7.93092,-0.948411);(20.8273,0.827415);(3.27868,3.72133);(12.2491,-0.691506);(18.4982,0.646342);(18.4363,-0.756912);(14.9123,1.07584);(19.6155,-0.194906);(19.5457,0.0246435);(15.0831,-0.804188);(17.2218,0.32812);(16.558,-0.982226)
16.5;(15.8884,0.193936);(21.0726,-0.524027);(12.4543,0.711383);(13.4837,-0.399421);(3.30093,-3.68774);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(7.99685,-0.943177);(20.8201,0.82181);(3.2864,3.72674);(12.322,-0.688477);(18.5499,0.645038);(18.4926,-0.750033);(14.982,1.07391);(19.6155,-0.194906);(19.5457,0.0246435);(15.1362,-0.807118);(17.2739,0.326428);(16.6256,-0.97726)
16.55;(15.9432,0.193877);(21.0797,-0.502612);(12.5175,0.708353);(13.5532,-0.392275);(3.32367,-3.70913);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(8.06278,-0.937948);(20.8145,0.813307);(3.28551,3.73025);(12.3961,-0.686772);(18.5971,0.643517);(18.5494,-0.743751);(15.0522,1.07072);(19.6155,-0.194906);(19.5457,0.0246435);(15.1905,-0.80885);(17.3409,0.328596);(16.6936,-0.975124)
16.6;(16.0143,0.171409);(21.103,-0.519295);(12.5807,0.705041);(13.6224,-0.385391);(3.2964,-3.72985);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(8.12871,-0.932723);(20.7895,0.84757);(3.29105,3.73201);(12.4701,-0.684581);(18.6809,0.650869);(18.6069,-0.742543);(15.1073,1.08844);(19.6155,-0.194906);(19.5457,0.0246435);(15.2458,-0.809567);(17.3658,0.319415);(16.7615,-0.971449)
16.65;(16.0356,0.146149);(21.1191,-0.53251);(12.6442,0.701467);(13.6914,-0.37871);(3.29495,-3.76588);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(8.19465,-0.927503);(20.7827,0.886133);(3.31189,3.75094);(12.5441,-0.681939);(18.7426,0.643643);(18.6644,-0.737487);(15.1645,1.10276);(19.6155,-0.194906);(19.5457,0.0246435);(15.3015,-0.809717);(17.439,0.322949);(16.8494,-0.987195)
16.7;(16.0851,0.162065);(21.1293,-0.542255);(12.7077,0.697652);(13.7605,-0.369132);(3.30036,-3.79703);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(8.26059,-0.922285);(20.7727,0.916974);(3.28273,3.76897);(12.615,-0.68044);(18.8156,0.640306);(18.7204,-0.73562);(15.2235,1.11409);(19.6155,-0.194906);(19.5457,0.0246435);(15.3293,-0.851318);(17.5003,0.32624);(16.9351,-0.999686)
16.75;(16.1413,0.168686);(21.1349,-0.548399);(12.7714,0.693615);(13.8296,-0.360066);(3.30419,-3.82376);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(8.32652,-0.917072);(20.7602,0.940724);(3.27903,3.80276);(12.6861,-0.67844);(18.8868,0.634567);(18.7753,-0.730295);(15.279,1.13028);(19.6155,-0.194906);(19.5457,0.0246435);(15.3605,-0.887978);(17.5618,0.328459);(17.0189,-1.00919)
16.8;(16.198,0.174461);(21.1368,-0.551247);(12.8352,0.689377);(13.8985,-0.35149);(3.31083,-3.84646);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(8.39246,-0.911861);(20.7632,0.976597);(3.29833,3.85089);(12.7577,-0.675968);(18.9385,0.607934);(18.8288,-0.721915);(15.3364,1.14322);(19.6155,-0.194906);(19.5457,0.0246435);(15.3948,-0.920102);(17.6233,0.329878);(17.1008,-1.01597)
16.85;(16.2552,0.179452);(21.1378,-0.552185);(12.8982,0.686476);(13.9673,-0.343356);(3.30856,-3.86551);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(8.4584,-0.906654);(20.7625,1.00478);(3.2677,3.89655);(12.8304,-0.674593);(18.9942,0.631144);(18.8766,-0.76322);(15.3958,1.15319);(19.6155,-0.194906);(19.5457,0.0246435);(15.4318,-0.948062);(17.6843,0.33095);(17.1804,-1.02094)
16.9;(16.3129,0.183716);(21.1337,-0.552737);(12.9614,0.683289);(14.036,-0.335624);(3.31322,-3.88123);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(8.52434,-0.901448);(20.7715,1.03249);(3.24623,3.93646);(12.9033,-0.672692);(19.0366,0.642634);(18.9256,-0.796936);(15.4568,1.16043);(19.6155,-0.194906);(19.5457,0.0246435);(15.4714,-0.972198);(17.7452,0.333895);(17.2585,-1.02355)
16.95;(16.3711,0.187305);(21.1247,-0.550106);(13.0247,0.679832);(14.1047,-0.328259);(3.31733,-3.89394);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(8.59028,-0.896245);(20.7763,1.05319);(3.23307,3.97114);(12.9764,-0.670306);(19.0944,0.658434);(18.9754,-0.823538);(15.5194,1.16516);(19.6155,-0.194906);(19.5457,0.0246435);(15.5133,-0.992825);(17.7919,0.327163);(17.3349,-1.02395)
17;(16.4257,0.191472);(21.1119,-0.544831);(13.0881,0.676121);(14.1732,-0.321209);(3.32234,-3.9039);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(8.65622,-0.891044);(20.7927,1.07559);(3.22746,4.00109);(13.0496,-0.66748);(19.1363,0.661355);(19.0258,-0.84348);(15.5834,1.1676);(19.6155,-0.194906);(19.5457,0.0246435);(15.5572,-1.01023);(17.8435,0.319317);(17.4098,-1.02239)
17.05;(16.4828,0.191281);(21.0962,-0.537072);(13.1517,0.672174);(14.2415,-0.314487);(3.32396,-3.91137);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(8.72216,-0.885846);(20.8042,1.09145);(3.22868,4.02673);(13.123,-0.664257);(19.1788,0.660538);(19.0831,-0.860561);(15.6467,1.17174);(19.6155,-0.194906);(19.5457,0.0246435);(15.6029,-1.02467);(17.8955,0.311592);(17.4767,-1.01573)
17.1;(16.5402,0.190835);(21.0879,-0.519267);(13.2153,0.668006);(14.3134,-0.305643);(3.33169,-3.91657);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(8.7881,-0.880648);(20.8113,1.10138);(3.23611,4.04848);(13.1928,-0.663062);(19.2206,0.660315);(19.1313,-0.883407);(15.7114,1.17356);(19.6155,-0.194906);(19.5457,0.0246435);(15.6504,-1.0364);(17.9488,0.316945);(17.5418,-1.0206)
17.15;(16.5979,0.18999);(21.078,-0.503417);(13.2784,0.664702);(14.3846,-0.297317);(3.31448,-3.91972);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(8.85404,-0.875453);(20.8206,1.11182);(3.24271,4.06668);(13.2637,-0.662371);(19.2659,0.655689);(19.1797,-0.89936);(15.7771,1.1734);(19.6155,-0.194906);(19.5457,0.0246435);(15.6993,-1.04564);(17.9911,0.318844);(17.6069,-1.0225)
17.2;(16.6477,0.187114);(21.0678,-0.490465);(13.3416,0.661088);(14.4553,-0.289445);(3.32171,-3.94008);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(8.91998,-0.870259);(20.8258,1.11692);(3.2497,4.08167);(13.335,-0.661065);(19.3075,0.651691);(19.2313,-0.910464);(15.8436,1.17155);(19.6155,-0.194906);(19.5457,0.0246435);(15.7496,-1.05259);(18.0433,0.321256);(17.6689,-1.02006)
17.25;(16.6989,0.184089);(21.0572,-0.480524);(13.4049,0.657205);(14.5251,-0.281927);(3.32896,-3.97609);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(8.98592,-0.865066);(20.8372,1.12622);(3.25567,4.09374);(13.4067,-0.659205);(19.3479,0.641769);(19.2824,-0.91542);(15.9109,1.16803);(19.6155,-0.194906);(19.5457,0.0246435);(15.8012,-1.05743);(18.0842,0.320142);(17.7311,-1.0152)
17.3;(16.7513,0.167564);(21.0588,-0.462567);(13.4684,0.653083);(14.5943,-0.274689);(3.31681,-4.00713);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(9.05186,-0.859875);(20.8441,1.13021);(3.26243,4.10314);(13.4785,-0.656887);(19.3845,0.633826);(19.3231,-0.925873);(15.9753,1.17594);(19.6155,-0.194906);(19.5457,0.0246435);(15.8539,-1.06034);(18.1304,0.318754);(17.7915,-1.00853)
17.35;(16.8059,0.152988);(21.0589,-0.447901);(13.5319,0.648744);(14.6633,-0.267824);(3.31249,-4.03367);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(9.1178,-0.854685);(20.8472,1.13125);(3.26751,4.11012);(13.5506,-0.654087);(19.4286,0.626854);(19.3698,-0.93326);(16.0408,1.18115);(19.6155,-0.194906);(19.5457,0.0246435);(15.9062,-1.06219);(18.1648,0.320857);(17.8483,-1.00287)
17.4;(16.8427,0.12108);(21.0588,-0.438516);(13.5956,0.644198);(14.7321,-0.26137);(3.31528,-4.05611);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(9.18375,-0.849495);(20.8667,1.14582);(3.27446,4.11491);(13.6229,-0.650698);(19.4477,0.604931);(19.4159,-0.934407);(16.1071,1.18392);(19.6155,-0.194906);(19.5457,0.0246435);(15.9597,-1.06252);(18.2201,0.340036);(17.9057,-0.995112)
17.45;(16.9018,0.114999);(21.0652,-0.418806);(13.6573,0.643278);(14.8008,-0.255203);(3.32261,-4.07484);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(9.24969,-0.844307);(20.8813,1.15487);(3.27773,4.11771);(13.6973,-0.650623);(19.5167,0.58341);(19.4546,-0.938938);(16.1745,1.18427);(19.6155,-0.194906);(19.5457,0.0246435);(15.9941,-1.08451);(18.2254,0.358388);(17.9599,-0.98742)
17.5;(16.9156,0.0878221);(21.0861,-0.41338);(13.7192,0.641834);(14.8695,-0.249291);(3.31278,-4.0902);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(9.31563,-0.83912);(20.8916,1.15981);(3.28553,4.11869);(13.7717,-0.649838);(19.5616,0.5732);(19.4971,-0.939121);(16.2373,1.18524);(19.6155,-0.194906);(19.5457,0.0246435);(16.0312,-1.10288);(18.2769,0.39573);(18.0131,-0.977039)
17.55;(16.9444,0.0688453);(21.1038,-0.406123);(13.7814,0.639912);(14.9309,-0.241179);(3.31057,-4.1025);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(9.38157,-0.833933);(20.8977,1.15992);(3.28453,4.11802);(13.8454,-0.648165);(19.6035,0.562606);(19.537,-0.936514);(16.3014,1.18391);(19.6155,-0.194906);(19.5457,0.0246435);(16.0682,-1.12648);(18.3294,0.428288);(18.0667,-0.964848)
17.6;(16.9766,0.0513728);(21.1199,-0.397411);(13.8439,0.637537);(15.0334,-0.208);(3.31525,-4.11201);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(9.44752,-0.828747);(20.9171,1.17636);(3.28993,4.11586);(13.8782,-0.671341);(19.6264,0.532186);(19.5773,-0.93429);(16.3664,1.18051);(19.6155,-0.194906);(19.5457,0.0246435);(16.1076,-1.14623);(18.3813,0.457081);(18.1169,-0.949925)
17.65;(17.0295,0.0242096);(21.1311,-0.384371);(13.9065,0.634758);(15.1085,-0.17319);(3.31901,-4.11899);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(9.51346,-0.823562);(20.9319,1.18702);(3.31021,4.13188);(13.9149,-0.691611);(19.6489,0.529114);(19.62,-0.956222);(16.4383,1.18185);(19.6155,-0.194906);(19.5457,0.0246435);(16.1492,-1.16243);(18.4339,0.481684);(18.164,-0.935688)
17.7;(17.0471,-0.000956701);(21.137,-0.370736);(13.9694,0.631613);(15.1828,-0.141306);(3.34032,-4.14313);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(9.5794,-0.818377);(20.9429,1.19249);(3.28082,4.15348);(13.9551,-0.709217);(19.7206,0.517296);(19.6613,-0.969898);(16.5101,1.18123);(19.6155,-0.194906);(19.5457,0.0246435);(16.1927,-1.17537);(18.4371,0.513606);(18.2476,-0.92064)
17.75;(17.0748,-0.00818632);(21.1714,-0.383735);(14.0324,0.628132);(15.2558,-0.112639);(3.31164,-4.16665);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(9.64535,-0.813193);(20.9751,1.24322);(3.27594,4.19113);(13.9985,-0.724381);(19.755,0.472144);(19.7506,-0.997449);(16.5689,1.18126);(19.6155,-0.194906);(19.5457,0.0246435);(16.2322,-1.20093);(18.4594,0.538396);(18.2845,-0.887619)
17.8;(17.1058,-0.0150176);(21.2156,-0.362574);(14.0954,0.624629);(15.3247,-0.0881267);(3.30786,-4.20588);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(9.71129,-0.808009);(21.001,1.28489);(3.29321,4.24336);(14.0448,-0.737305);(19.7889,0.426113);(19.8142,-1.04691);(16.6274,1.181);(19.6155,-0.194906);(19.5457,0.0246435);(16.2738,-1.22228);(18.4901,0.558979);(18.3246,-0.85516)
17.85;(17.1397,-0.0214033);(21.2496,-0.341538);(14.1585,0.621032);(15.391,-0.0667101);(3.31112,-4.23974);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(9.77723,-0.802826);(21.021,1.31833);(3.26063,4.29188);(14.0937,-0.748177);(19.7889,0.426113);(19.873,-1.08519);(16.6865,1.17946);(19.6155,-0.194906);(19.5457,0.0246435);(16.3173,-1.23975);(18.5257,0.580178);(18.3682,-0.82749)
17.9;(17.1763,-0.0273059);(21.2742,-0.320759);(14.2217,0.617283);(15.4555,-0.0476521);(3.31809,-4.26873);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(9.84318,-0.797643);(21.0358,1.34429);(3.23735,4.33418);(14.145,-0.757165);(19.7889,0.426113);(19.9272,-1.11327);(16.7461,1.17561);(19.6155,-0.194906);(19.5457,0.0246435);(16.3626,-1.25367);(18.5643,0.600117);(18.4158,-0.801854)
17.95;(17.2153,-0.03271);(21.2904,-0.300343);(14.285,0.613343);(15.5202,-0.03035);(3.31201,-4.2933);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(9.90912,-0.79246);(21.0458,1.36347);(3.22252,4.37086);(14.1985,-0.764427);(19.7889,0.426113);(19.9768,-1.13206);(16.8038,1.16793);(19.6155,-0.194906);(19.5457,0.0246435);(16.4094,-1.26433);(18.6079,0.61778);(18.4651,-0.775744)
18;(17.2564,-0.0376186);(21.2994,-0.28044);(14.3483,0.609197);(15.5828,-0.0150485);(3.31317,-4.31386);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(9.97507,-0.787278);(21.0519,1.37694);(3.21535,4.40245);(14.2539,-0.770106);(19.7889,0.426113);(20.022,-1.14242);(16.8657,1.15881);(19.6155,-0.194906);(19.5457,0.0246435);(16.4576,-1.27197);(18.6521,0.633379);(18.5158,-0.751404)
18.05;(17.2996,-0.042035);(21.3023,-0.261096);(14.4117,0.60484);(15.6458,-0.00116511);(3.3208,-4.33079);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(10.041,-0.782096);(21.0546,1.38536);(3.21512,4.42944);(14.3111,-0.774343);(19.7889,0.426113);(20.0628,-1.14512);(16.9277,1.14784);(19.6155,-0.194906);(19.5457,0.0246435);(16.5071,-1.27686);(18.6963,0.647434);(18.5684,-0.729142)
18.1;(17.3445,-0.0459815);(21.3003,-0.24289);(14.4752,0.600274);(15.7091,0.0113321);(3.30986,-4.34442);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(10.107,-0.776915);(21.0546,1.38989);(3.2212,4.45224);(14.3699,-0.777249);(19.7889,0.426113);(20.0995,-1.14093);(16.9908,1.13526);(19.6155,-0.194906);(19.5457,0.0246435);(16.5577,-1.27922);(18.7396,0.659746);(18.622,-0.708673)
18.15;(17.3901,-0.0821467);(21.2946,-0.226459);(14.5388,0.595504);(15.7729,0.0225614);(3.3066,-4.35504);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(10.1729,-0.771733);(21.0523,1.39164);(3.22971,4.47126);(14.4301,-0.778931);(19.7889,0.426113);(20.1322,-1.13049);(17.0557,1.15402);(19.6155,-0.194906);(19.5457,0.0246435);(16.6093,-1.27938);(18.7774,0.674595);(18.6798,-0.694146)
18.2;(17.463,-0.0884407);(21.2856,-0.211809);(14.6025,0.590517);(15.8369,0.0326499);(3.31032,-4.36294);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(10.2388,-0.766552);(21.0485,1.39081);(3.23552,4.48684);(14.4917,-0.779485);(19.7889,0.426113);(20.1687,-1.11915);(17.1189,1.17027);(19.6155,-0.194906);(19.5457,0.0246435);(16.636,-1.30374);(18.8173,0.683762);(18.7289,-0.674173)
18.25;(17.4895,-0.0826414);(21.2856,-0.154503);(14.6663,0.585589);(15.901,0.0416656);(3.31667,-4.36837);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(10.3048,-0.761371);(21.0438,1.38846);(3.24353,4.4993);(14.5543,-0.779359);(19.7889,0.426113);(20.1903,-1.14714);(17.1816,1.18435);(19.6155,-0.194906);(19.5457,0.0246435);(16.6659,-1.32364);(18.856,0.692812);(18.823,-0.670812)
18.3;(17.5367,-0.080326);(21.2934,-0.146578);(14.73,0.58116);(15.9484,0.0526946);(3.31409,-4.37154);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(10.3707,-0.756194);(21.0237,1.43265);(3.24859,4.50892);(14.6179,-0.778898);(19.7889,0.426113);(20.2415,-1.21547);(17.2432,1.19613);(19.6155,-0.194906);(19.5457,0.0246435);(16.6987,-1.33946);(18.896,0.6956);(18.8883,-0.626617)
18.35;(17.585,-0.07822);(21.2981,-0.140795);(14.7627,0.586265);(16.0287,0.0535071);(3.33352,-4.3926);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(10.4367,-0.751016);(21.0021,1.46824);(3.25647,4.51596);(14.6824,-0.778159);(19.7889,0.426113);(20.2866,-1.2709);(17.3059,1.20387);(19.6155,-0.194906);(19.5457,0.0246435);(16.7341,-1.35154);(18.9261,0.747389);(18.9624,-0.631629)
18.4;(17.6492,-0.0777327);(21.2992,-0.131396);(14.7984,0.590227);(16.0931,0.0557553);(3.30296,-4.41282);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(10.5026,-0.745839);(20.9834,1.49747);(3.26021,4.52065);(14.7478,-0.776503);(19.7889,0.426113);(20.3261,-1.31467);(17.3696,1.20786);(19.6155,-0.194906);(19.5457,0.0246435);(16.7718,-1.36017);(18.9543,0.789488);(19.0323,-0.636179)
18.45;(17.7127,-0.0772474);(21.2974,-0.117854);(14.8368,0.593142);(16.1578,0.0576796);(3.29688,-4.44942);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(10.5686,-0.740661);(20.9668,1.52089);(3.26827,4.52322);(14.8141,-0.773981);(19.7889,0.426113);(20.3603,-1.34788);(17.4151,1.20478);(19.6155,-0.194906);(19.5457,0.0246435);(16.8117,-1.36564);(19.0003,0.827351);(19.0981,-0.642036)
18.5;(17.7755,-0.0768951);(21.2902,-0.104661);(14.8777,0.595114);(16.2221,0.0576587);(3.29803,-4.4808);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(10.6345,-0.735512);(20.9561,1.54113);(3.26983,4.52385);(14.8811,-0.770663);(19.7889,0.426113);(20.3896,-1.37154);(17.4637,1.20048);(19.6155,-0.194906);(19.5457,0.0246435);(16.8534,-1.36822);(19.0392,0.854268);(19.1632,-0.643534)
18.55;(17.8377,-0.0766989);(21.2828,-0.0837134);(14.9207,0.596206);(16.2862,0.0564148);(3.30573,-4.50744);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(10.7004,-0.73037);(20.9479,1.55767);(3.2774,4.52273);(14.9488,-0.766662);(19.7889,0.426113);(20.4143,-1.38656);(17.5147,1.19457);(19.6155,-0.194906);(19.5457,0.0246435);(16.8968,-1.36813);(19.0744,0.871868);(19.2228,-0.64899)
18.6;(17.8989,-0.0778139);(21.2715,-0.063937);(14.9657,0.5965);(16.3504,0.054453);(3.30009,-4.52979);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(10.7664,-0.725229);(20.9408,1.57069);(3.27865,4.52002);(15.0164,-0.76133);(19.7889,0.426113);(20.4349,-1.39378);(17.5679,1.1868);(19.6155,-0.194906);(19.5457,0.0246435);(16.9423,-1.36633);(19.1069,0.882182);(19.282,-0.649723)
18.65;(17.9594,-0.0798314);(21.2575,-0.0457948);(15.0126,0.59606);(16.4147,0.0519141);(3.30163,-4.54826);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(10.8323,-0.720088);(20.9337,1.58069);(3.286,4.51586);(15.084,-0.754874);(19.7889,0.426113);(20.4734,-1.42905);(17.6159,1.17596);(19.6155,-0.194906);(19.5457,0.0246435);(16.9895,-1.36282);(19.144,0.887021);(19.3187,-0.61085)
18.7;(17.9824,-0.0859749);(21.2489,-0.0288941);(15.0611,0.594948);(16.4784,0.0475035);(3.30946,-4.56319);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(10.8982,-0.714945);(20.927,1.59124);(3.301,4.53061);(15.1513,-0.747442);(19.7889,0.426113);(20.5063,-1.4547);(17.6673,1.16483);(19.6155,-0.194906);(19.5457,0.0246435);(17.0382,-1.35763);(19.1727,0.907056);(19.391,-0.592998)
18.75;(18.044,-0.0896505);(21.2514,-0.00284197);(15.1111,0.593217);(16.5093,0.0505321);(3.3019,-4.57492);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(10.9641,-0.7098);(20.9223,1.59828);(3.26815,4.55983);(15.2182,-0.739327);(19.7889,0.426113);(20.5339,-1.47164);(17.721,1.15253);(19.6155,-0.194906);(19.5457,0.0246435);(17.0863,-1.36059);(19.1986,0.918767);(19.4451,-0.582933)
18.8;(18.1024,-0.0939751);(21.2494,0.0188422);(15.1559,0.59399);(16.5651,0.0650166);(3.30168,-4.58375);(19.6352,0.312932);(19.579,-0.145461);(19.6913,-0.3869);(11.03,-0.704655);(20.9166,1.60349);(3.25916,4.60493);(15.2709,-0.745791);(19.7889,0.426113);(20.5567,-1.48072);(17.7569,1.13414);(19.6155,-0.194906);(19.5457,0.0246435);(17.1354,-1.36071);(19.2419,0.927156);(19.5018,-0.567782)
