time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
6.50001;(2.71725,-0.526613);(8.13403,-0.613732);(3.30938,3.16016);(3.28936,-2.63309);(3.32345,-4.34571);(7.95287,0.963546);(9.82807,-0.272567);(7.23725,1.15881);(1.89763,-3.42694);(9.15487,0.877644);(2.05776,3.78306);(3.27475,-3.48074);(6.37265,-0.134678);(5.15311,-0.970603);(3.26826,2.40751);(9.93424,-0.253687);(10.7524,-0.0707063);(3.30761,-1.82053);(4.77284,1.1002);(3.26264,-1.71733)
6.55001;(2.76698,-0.504925);(8.20298,-0.61188);(3.31206,3.12735);(3.28662,-2.6209);(3.31581,-4.33037);(8.02228,0.960561);(9.89722,-0.270977);(7.30752,1.15277);(1.8931,-3.41962);(9.22068,0.871821);(2.07372,3.79785);(3.26242,-3.46578);(6.4357,-0.131807);(5.22355,-0.968408);(3.28144,2.39152);(10.0022,-0.252261);(10.8257,-0.0701462);(3.29526,-1.78107);(4.83584,1.09395);(3.28595,-1.69165)
6.60001;(2.81784,-0.485078);(8.2719,-0.610086);(3.32042,3.0965);(3.29037,-2.60887);(3.31578,-4.31466);(8.09031,0.957947);(9.96634,-0.269364);(7.37778,1.14673);(1.89285,-3.41274);(9.28796,0.865623);(2.09446,3.80992);(3.26002,-3.44996);(6.49874,-0.128867);(5.29403,-0.966258);(3.2575,2.37604);(10.0702,-0.250808);(10.899,-0.0695861);(3.2901,-1.74461);(4.89891,1.08786);(3.3138,-1.66776)
6.65001;(2.86972,-0.466907);(8.34082,-0.608267);(3.30448,3.06758);(3.29464,-2.59604);(3.32243,-4.29867);(8.15904,0.955067);(10.0365,-0.268568);(7.44803,1.14068);(1.89863,-3.40536);(9.35267,0.860996);(2.11939,3.81953);(3.26466,-3.4342);(6.56177,-0.125851);(5.36455,-0.964162);(3.24313,2.36095);(10.1389,-0.24988);(10.9723,-0.0690259);(3.29106,-1.71105);(4.96206,1.0819);(3.34562,-1.64543)
6.70001;(2.92253,-0.450262);(8.40975,-0.6065);(3.29622,3.04624);(3.3002,-2.58321);(3.31658,-4.28244);(8.22503,0.95261);(10.1066,-0.267674);(7.51826,1.13463);(1.9099,-3.39753);(9.42038,0.855812);(2.14796,3.82688);(3.27267,-3.41851);(6.62477,-0.122735);(5.43512,-0.962146);(3.23715,2.34023);(10.2075,-0.24888);(11.0456,-0.0684657);(3.29795,-1.67999);(5.02527,1.07606);(3.38104,-1.62452)
6.75001;(2.97617,-0.435008);(8.47868,-0.604624);(3.29466,3.0258);(3.30319,-2.5706);(3.32012,-4.26758);(8.29193,0.949814);(10.1766,-0.266691);(7.58848,1.12858);(1.92397,-3.38771);(9.48699,0.850912);(2.17961,3.8322);(3.27414,-3.40286);(6.68764,-0.119855);(5.50583,-0.959874);(3.23908,2.3204);(10.2764,-0.248031);(11.1189,-0.0679055);(3.31025,-1.65122);(5.08854,1.07034);(3.41973,-1.60491)
6.80001;(3.03747,-0.392639);(8.54765,-0.602733);(3.29917,3.00619);(3.31216,-2.55821);(3.32675,-4.2529);(8.35962,0.946761);(10.2464,-0.265626);(7.6587,1.12252);(1.93373,-3.37846);(9.55302,0.846078);(2.2138,3.83565);(3.29062,-3.38602);(6.75059,-0.116783);(5.57649,-0.957777);(3.24801,2.30155);(10.3452,-0.247102);(11.1922,-0.0673453);(3.32761,-1.62465);(5.15186,1.06473);(3.4545,-1.61486)
6.85001;(3.09882,-0.354061);(8.61663,-0.600886);(3.30428,2.98734);(3.29636,-2.54603);(3.31953,-4.23789);(8.42792,0.943561);(10.3161,-0.264487);(7.72891,1.11647);(1.94851,-3.36893);(9.61865,0.841276);(2.25002,3.83742);(3.25709,-3.36929);(6.81354,-0.113534);(5.64715,-0.955842);(3.26336,2.28356);(10.4138,-0.246098);(11.2655,-0.066785);(3.34952,-1.60006);(5.21523,1.05922);(3.45233,-1.5911)
6.90001;(3.16022,-0.318935);(8.68562,-0.599117);(3.30761,2.96922);(3.29166,-2.52697);(3.32271,-4.22561);(8.49585,0.940448);(10.3858,-0.263279);(7.7991,1.11042);(1.91339,-3.36249);(9.68484,0.836319);(2.28778,3.83765);(3.27352,-3.3504);(6.87636,-0.110536);(5.71795,-0.953642);(3.23801,2.26634);(10.4823,-0.245027);(11.3389,-0.0662247);(3.37551,-1.57727);(5.27865,1.05379);(3.45688,-1.56897)
6.95001;(3.22166,-0.286953);(8.75463,-0.597389);(3.31655,2.95176);(3.29365,-2.50872);(3.32913,-4.21276);(8.56433,0.937212);(10.4553,-0.262009);(7.86929,1.10437);(1.88755,-3.35553);(9.75066,0.831391);(2.32661,3.83648);(3.23994,-3.33185);(6.93927,-0.107294);(5.78868,-0.951672);(3.22237,2.24972);(10.5507,-0.243895);(11.4122,-0.0656644);(3.40515,-1.55602);(5.34211,1.04844);(3.46758,-1.54832)
7.00001;(3.28315,-0.257834);(8.82364,-0.595733);(3.29823,2.93491);(3.30172,-2.49123);(3.32222,-4.19942);(8.63238,0.934091);(10.5248,-0.260681);(7.93946,1.09832);(1.87013,-3.3481);(9.81707,0.826299);(2.36607,3.83405);(3.21632,-3.31366);(7.00205,-0.104306);(5.85955,-0.949437);(3.21553,2.23365);(10.6191,-0.242706);(11.4855,-0.065104);(3.43809,-1.53617);(5.4056,1.04316);(3.48385,-1.529)
7.05001;(3.34467,-0.231323);(8.89265,-0.594106);(3.28755,2.91858);(3.29527,-2.47442);(3.32263,-4.18563);(8.70102,0.930835);(10.5942,-0.259302);(8.00963,1.09227);(1.86034,-3.34025);(9.88304,0.821262);(2.40577,3.83046);(3.20172,-3.29581);(7.06496,-0.101009);(5.9303,-0.947499);(3.21668,2.21809);(10.6873,-0.241466);(11.5588,-0.0645437);(3.47402,-1.51759);(5.46912,1.03795);(3.50517,-1.51087)
7.10001;(3.40622,-0.207187);(8.96166,-0.59255);(3.28379,2.90273);(3.29559,-2.45827);(3.32969,-4.17144);(8.76913,0.92773);(10.6636,-0.257875);(8.07978,1.08622);(1.85748,-3.33201);(9.94967,0.816041);(2.44534,3.82582);(3.19531,-3.27827);(7.12774,-0.0979732);(6.00118,-0.94529);(3.22518,2.20303);(10.7555,-0.240179);(11.6321,-0.0639833);(3.51268,-1.50019);(5.53268,1.0328);(3.53106,-1.49381)
7.15001;(3.46781,-0.185214);(9.03067,-0.591013);(3.28631,2.88733);(3.30215,-2.44271);(3.31843,-4.1569);(8.83793,0.924435);(10.7329,-0.256404);(8.14994,1.08018);(1.86091,-3.32343);(10.0157,0.810938);(2.48445,3.82023);(3.19634,-3.26102);(7.19066,-0.0945875);(6.07195,-0.943422);(3.24025,2.1884);(10.8236,-0.238849);(11.7054,-0.0634229);(3.55381,-1.48384);(5.59626,1.0277);(3.56112,-1.47774)
7.20001;(3.52942,-0.165212);(9.09968,-0.589547);(3.29454,2.87234);(3.29996,-2.42685);(3.31619,-4.14292);(8.90603,0.92134);(10.8021,-0.254893);(8.22008,1.07413);(1.86877,-3.31364);(10.0826,0.805619);(2.52284,3.81377);(3.20411,-3.24404);(7.25344,-0.0914733);(6.14284,-0.941274);(3.22489,2.16915);(10.8917,-0.237479);(11.7787,-0.0628625);(3.59718,-1.46846);(5.65987,1.02265);(3.59494,-1.46257)
7.25001;(3.59106,-0.147004);(9.16868,-0.588087);(3.28928,2.85772);(3.30425,-2.41156);(3.32136,-4.12894);(8.97482,0.91805);(10.8713,-0.253346);(8.29022,1.06808);(1.8814,-3.3033);(10.1483,0.800706);(2.56025,3.80653);(3.21312,-3.22732);(7.31635,-0.0879542);(6.21362,-0.939524);(3.2183,2.15073);(10.9603,-0.236355);(11.852,-0.0623021);(3.64258,-1.45397);(5.7235,1.01765);(3.63219,-1.44822)
7.30001;(3.65272,-0.130431);(9.23767,-0.586711);(3.29046,2.84344);(3.3144,-2.39677);(3.3228,-4.11477);(9.04186,0.915147);(10.9404,-0.251766);(8.36035,1.06204);(1.89859,-3.29265);(10.2158,0.79539);(2.59653,3.79857);(3.22046,-3.21083);(7.37913,-0.0847213);(6.28454,-0.937479);(3.2197,2.13307);(11.0289,-0.235172);(11.9253,-0.0617416);(3.68983,-1.44028);(5.78715,1.01269);(3.67254,-1.43461)
7.35001;(3.7144,-0.115346);(9.30668,-0.585266);(3.29746,2.82947);(3.28878,-2.38245);(3.3318,-4.10143);(9.10969,0.911985);(11.0108,-0.250952);(8.43048,1.056);(1.91379,-3.2823);(10.2808,0.791279);(2.63152,3.78996);(3.23387,-3.19298);(7.4418,-0.0817496);(6.35557,-0.935168);(3.22831,2.11613);(11.098,-0.23424);(11.9986,-0.0611812);(3.73876,-1.42732);(5.85081,1.00777);(3.71571,-1.4217)
7.40001;(3.7761,-0.101618);(9.37571,-0.583878);(3.29618,2.81579);(3.2718,-2.36856);(3.30356,-4.08779);(9.17617,0.909016);(11.081,-0.250036);(8.50058,1.04996);(1.93337,-3.27172);(10.3474,0.786845);(2.66515,3.78077);(3.22894,-3.17549);(7.50475,-0.0781919);(6.42633,-0.933436);(3.24347,2.09984);(11.167,-0.233229);(12.0719,-0.0606207);(3.78921,-1.41503);(5.9145,1.00289);(3.76145,-1.4094)
7.45001;(3.83782,-0.089125);(9.44476,-0.582431);(3.30096,2.80237);(3.26266,-2.35508);(3.29886,-4.09092);(9.24347,0.905782);(11.1511,-0.249027);(8.57068,1.04392);(1.90322,-3.256);(10.4134,0.782448);(2.69736,3.77104);(3.27337,-3.15006);(7.56757,-0.0749278);(6.49721,-0.931405);(3.22106,2.05982);(11.2358,-0.232148);(12.1453,-0.0600603);(3.84103,-1.40335);(5.9782,0.998031);(3.8095,-1.39768)
7.50001;(3.89955,-0.0777571);(9.51383,-0.581013);(3.30539,2.7892);(3.26063,-2.34195);(3.3013,-4.09211);(9.31143,0.902388);(11.221,-0.247932);(8.64076,1.03788);(1.88189,-3.24065);(10.479,0.778085);(2.72814,3.76083);(3.2678,-3.12477);(7.63027,-0.0719317);(6.56822,-0.9291);(3.2081,2.0226);(11.3045,-0.231001);(12.2186,-0.0594998);(3.89411,-1.39223);(6.04191,0.993205);(3.86001,-1.38627)
7.55001;(3.9613,-0.0674142);(9.58291,-0.579682);(3.31011,2.77626);(3.26847,-2.32753);(3.30923,-4.09156);(9.37889,0.899105);(11.2909,-0.246759);(8.71083,1.03185);(1.86857,-3.22564);(10.5454,0.773555);(2.75749,3.75018);(3.26649,-3.10237);(7.69328,-0.0682652);(6.63893,-0.927462);(3.20341,1.98813);(11.3731,-0.229795);(12.2919,-0.0589393);(3.94833,-1.38161);(6.10564,0.988405);(3.9124,-1.37536)
7.60001;(4.02306,-0.0580048);(9.65201,-0.57837);(3.31367,2.76353);(3.26412,-2.30878);(3.30128,-4.08941);(9.44704,0.895656);(11.3606,-0.245514);(8.7809,1.02582);(1.86251,-3.21095);(10.6112,0.769082);(2.78546,3.73914);(3.27217,-3.08083);(7.75615,-0.0649065);(6.70977,-0.925511);(3.20651,1.95605);(11.4416,-0.228534);(12.3652,-0.0583788);(4.00358,-1.37146);(6.16938,0.983629);(3.9665,-1.36489)
7.65001;(4.08483,-0.0494459);(9.72111,-0.577144);(3.31932,2.751);(3.26639,-2.29101);(3.30076,-4.08582);(9.51467,0.892337);(11.4303,-0.244203);(8.85095,1.01979);(1.86304,-3.19655);(10.6778,0.764446);(2.8121,3.72774);(3.2786,-3.06009);(7.81891,-0.0618286);(6.78074,-0.923276);(3.2167,1.92626);(11.51,-0.227222);(12.4385,-0.0578184);(4.05976,-1.36172);(6.23312,0.978875);(4.02215,-1.35484)
7.70001;(4.14662,-0.0416617);(9.79022,-0.575933);(3.3183,2.73866);(3.27466,-2.27413);(3.30699,-4.08092);(9.583,0.888857);(11.4998,-0.242832);(8.921,1.01377);(1.86955,-3.18242);(10.7438,0.759878);(2.83745,3.71602);(3.283,-3.04008);(7.88194,-0.0580197);(6.85143,-0.921767);(3.2334,1.89854);(11.5783,-0.225866);(12.5118,-0.0572579);(4.1168,-1.35238);(6.29688,0.97414);(4.0792,-1.34516)
7.75001;(4.20841,-0.0345832);(9.85934,-0.574807);(3.32672,2.67723);(3.28837,-2.25805);(3.30718,-4.07484);(9.65074,0.885537);(11.5693,-0.241407);(8.99104,1.00774);(1.8815,-3.16854);(10.8106,0.755136);(2.85388,3.75349);(3.29033,-3.02068);(7.94483,-0.0545362);(6.92226,-0.91993);(3.25599,1.87263);(11.6465,-0.224467);(12.5851,-0.0566974);(4.1746,-1.34338);(6.36065,0.969424);(4.13753,-1.33582)
7.80001;(4.27021,-0.0281475);(9.92846,-0.573687);(3.3403,2.62091);(3.25512,-2.24286);(3.31403,-4.06772);(9.71918,0.882046);(11.6387,-0.239931);(9.06108,1.00172);(1.89837,-3.1549);(10.8768,0.750481);(2.87307,3.78611);(3.29038,-3.00194);(8.0076,-0.0513494);(6.99321,-0.917793);(3.28393,1.84836);(11.7146,-0.22303);(12.6584,-0.0561369);(4.23311,-1.3347);(6.42442,0.964724);(4.19701,-1.3268)
7.85001;(4.33207,-0.0221954);(9.99757,-0.572648);(3.30407,2.56025);(3.23759,-2.21008);(3.30989,-4.05964);(9.78709,0.878718);(11.708,-0.23841);(9.1311,0.995697);(1.90417,-3.16228);(10.9437,0.745662);(2.89351,3.81431);(3.30636,-2.98102);(8.07061,-0.0472106);(7.06393,-0.916604);(3.31666,1.82553);(11.7827,-0.221558);(12.7317,-0.0555763);(4.29225,-1.32631);(6.4882,0.960039);(4.25749,-1.31816)
7.90001;(4.39404,-0.0165137);(10.0667,-0.571615);(3.27679,2.50461);(3.22833,-2.17982);(3.31463,-4.0511);(9.85567,0.875224);(11.7773,-0.236846);(9.20113,0.989677);(1.91368,-3.1675);(11.01,0.740938);(2.91413,3.83848);(3.27233,-2.96049);(8.13349,-0.0434325);(7.13478,-0.915053);(3.35375,1.80401);(11.8507,-0.220054);(12.805,-0.0550158);(4.3519,-1.31827);(6.55199,0.955368);(4.31889,-1.30997)
7.95001;(4.45607,-0.0110962);(10.1358,-0.570665);(3.25764,2.45363);(3.22661,-2.15183);(3.31833,-4.04172);(9.92357,0.87194);(11.8466,-0.235244);(9.27115,0.98366);(1.88026,-3.19836);(11.0771,0.736019);(2.9343,3.85899);(3.28325,-2.91804);(8.19624,-0.0399833);(7.20575,-0.913169);(3.35947,1.74354);(11.9187,-0.21852);(12.8783,-0.0544553);(4.41205,-1.31053);(6.61578,0.95071);(4.38113,-1.30217)
8.00001;(4.51812,-0.00591091);(10.2049,-0.569701);(3.24573,2.40675);(3.23155,-2.12658);(3.32411,-4.03165);(9.99215,0.868476);(11.9157,-0.233606);(9.34116,0.977646);(1.85596,-3.22529);(11.1427,0.731648);(2.95372,3.87616);(3.27069,-2.87879);(8.25888,-0.0368342);(7.27684,-0.910983);(3.37216,1.68926);(11.9876,-0.217408);(12.9517,-0.0538948);(4.47265,-1.30309);(6.67958,0.946063);(4.44416,-1.29472)
8.05001;(4.58017,-0.00094941);(10.274,-0.568846);(3.24089,2.36354);(3.24204,-2.10345);(3.32209,-4.02095);(10.0577,0.865593);(11.9849,-0.231937);(9.41116,0.971634);(1.83995,-3.24865);(11.2114,0.726704);(2.97232,3.89031);(3.26616,-2.84217);(8.3219,-0.0324909);(7.34755,-0.909989);(3.39141,1.64004);(12.0564,-0.216229);(13.025,-0.0533343);(4.53367,-1.29593);(6.74338,0.941426);(4.50791,-1.28758)
8.10001;(4.64221,0.00379058);(10.3431,-0.567771);(3.24245,2.32366);(3.25757,-2.08216);(3.32697,-4.00963);(10.1254,0.862795);(12.0566,-0.232185);(9.48004,0.965196);(1.83145,-3.26876);(11.2755,0.724562);(2.99009,3.9017);(3.26894,-2.80792);(8.38478,-0.0285338);(7.4184,-0.908606);(3.41654,1.59514);(12.1264,-0.215811);(13.0983,-0.0527737);(4.59507,-1.28903);(6.80719,0.936798);(4.57235,-1.28068)
8.15001;(4.70422,0.00830812);(10.4122,-0.566653);(3.24899,2.28705);(3.27841,-2.06274);(3.32822,-3.99777);(10.1874,0.860428);(12.1279,-0.232225);(9.54902,0.958783);(1.82977,-3.28593);(11.3456,0.721582);(3.00706,3.91058);(3.27833,-2.77584);(8.44754,-0.0249292);(7.48937,-0.906868);(3.44702,1.55409);(12.1961,-0.21526);(13.1716,-0.0522132);(4.65682,-1.28237);(6.871,0.93218);(4.63741,-1.27399)
8.20001;(4.76622,0.0125227);(10.4815,-0.56529);(3.26088,2.25317);(3.25234,-2.02604);(3.33585,-3.98542);(10.2551,0.858582);(12.1991,-0.232073);(9.61359,0.951479);(1.83427,-3.30042);(11.4143,0.718655);(3.02327,3.91718);(3.27413,-2.7457);(8.51019,-0.021646);(7.56044,-0.904809);(3.48235,1.51651);(12.266,-0.214826);(13.2449,-0.0516527);(4.7189,-1.27594);(6.93481,0.927569);(4.703,-1.26737)
8.25001;(4.82822,0.0164862);(10.5507,-0.563724);(3.27765,2.22164);(3.23496,-1.99197);(3.31693,-3.97261);(10.3236,0.856325);(12.27,-0.231746);(9.67873,0.944256);(1.84438,-3.31247);(11.4823,0.715551);(3.03876,3.92171);(3.27719,-2.71722);(8.57274,-0.0186561);(7.63161,-0.902457);(3.5218,1.48173);(12.3356,-0.214259);(13.3182,-0.0510921);(4.78128,-1.26974);(6.99863,0.922965);(4.76908,-1.26082)
8.30001;(4.89021,0.0202318);(10.6199,-0.562081);(3.29884,2.19223);(3.22548,-1.96032);(3.32089,-3.96284);(10.3928,0.853774);(12.3407,-0.231259);(9.74437,0.937106);(1.84514,-3.31886);(11.5495,0.712316);(3.05357,3.92436);(3.28685,-2.69026);(8.63599,-0.013985);(7.70207,-0.901785);(3.56498,1.4495);(12.4051,-0.213569);(13.3915,-0.0505316);(4.84393,-1.26377);(7.06245,0.918368);(4.83559,-1.25433)
8.35001;(4.95219,0.0237824);(10.689,-0.560485);(3.27101,2.153);(3.22317,-1.93086);(3.32589,-3.95238);(10.4617,0.851195);(12.4112,-0.230624);(9.81047,0.930021);(1.85186,-3.32356);(11.6169,0.708834);(3.06774,3.92529);(3.27852,-2.6648);(8.69909,-0.00973946);(7.77268,-0.900686);(3.61157,1.4196);(12.4743,-0.212768);(13.4648,-0.0499711);(4.90685,-1.25801);(7.12628,0.913777);(4.90251,-1.2479)
8.40001;(5.01414,0.0271549);(10.7582,-0.558929);(3.25173,2.11663);(3.22736,-1.9034);(3.32691,-3.94129);(10.5308,0.848507);(12.4816,-0.229855);(9.87699,0.922996);(1.86397,-3.32672);(11.6839,0.705206);(3.0813,3.92468);(3.27784,-2.6406);(8.76204,-0.00588207);(7.84343,-0.899196);(3.66124,1.39183);(12.5434,-0.211865);(13.5381,-0.0494105);(4.97,-1.25244);(7.1901,0.909192);(4.96979,-1.24153)
8.45001;(5.07607,0.0303635);(10.8272,-0.557461);(3.24022,2.08287);(3.23744,-1.87779);(3.3369,-3.9297);(10.5995,0.845908);(12.5518,-0.228963);(9.94388,0.916026);(1.87853,-3.32843);(11.7515,0.70131);(3.09429,3.92265);(3.28411,-2.61755);(8.82487,-0.00237887);(7.91431,-0.89735);(3.7137,1.36601);(12.6124,-0.210867);(13.6114,-0.04885);(5.03337,-1.24703);(7.25393,0.904611);(5.0374,-1.2352)
8.50001;(5.13797,0.0334204);(10.8963,-0.556015);(3.23577,2.05149);(3.25288,-1.85384);(3.29689,-3.91763);(10.6687,0.843121);(12.6219,-0.227958);(10.0111,0.909106);(1.89773,-3.32888);(11.8184,0.697379);(3.10673,3.91934);(3.29669,-2.59556);(8.88758,0.00080118);(7.98531,-0.895179);(3.7687,1.34195);(12.6812,-0.209784);(13.6847,-0.0482894);(5.09696,-1.24178);(7.31776,0.900035);(5.10531,-1.22892)
8.55001;(5.19985,0.0363365);(10.9653,-0.554688);(3.23771,2.02229);(3.27319,-1.83142);(3.3023,-3.92646);(10.7371,0.84055);(12.6918,-0.226849);(10.0786,0.902232);(1.87412,-3.30348);(11.8863,0.693126);(3.11865,3.91488);(3.26603,-2.57453);(8.95085,0.00742386);(8.05575,-0.896449);(3.82601,1.31951);(12.7498,-0.208622);(13.7581,-0.0477289);(5.16074,-1.23667);(7.38159,0.895463);(5.17348,-1.22268)
8.60001;(5.26169,0.0391215);(11.0342,-0.55334);(3.24539,1.99507);(3.29791,-1.81038);(3.30585,-3.93289);(10.8061,0.837747);(12.7617,-0.225645);(10.1465,0.895401);(1.85823,-3.27956);(11.9526,0.689104);(3.13008,3.90935);(3.24559,-2.55416);(9.01396,0.0134295);(8.12634,-0.897099);(3.88541,1.29855);(12.8192,-0.207613);(13.8314,-0.0471683);(5.2247,-1.23168);(7.44543,0.890895);(5.24191,-1.21647)
8.65001;(5.32349,0.0417844);(11.1031,-0.55214);(3.25836,1.96967);(3.32663,-1.79061);(3.31277,-3.93714);(10.8734,0.835339);(12.8314,-0.224354);(10.2145,0.888609);(1.84967,-3.25684);(12.0208,0.684625);(3.14105,3.90288);(3.23411,-2.53455);(9.07693,0.0188721);(8.19708,-0.897185);(3.94671,1.27892);(12.8883,-0.206517);(13.9047,-0.0466078);(5.28883,-1.22679);(7.50926,0.886331);(5.31055,-1.2103)
8.70002;(5.38526,0.0443332);(11.1719,-0.550815);(3.27612,1.94593);(3.35899,-1.772);(3.30867,-3.93942);(10.9414,0.832606);(12.901,-0.222984);(10.2828,0.881852);(1.84787,-3.23515);(12.0883,0.680157);(3.15158,3.89554);(3.23063,-2.51571);(9.13977,0.0238009);(8.26795,-0.896754);(4.00974,1.26053);(12.9573,-0.20534);(13.978,-0.0460473);(5.35312,-1.22201);(7.5731,0.881769);(5.3794,-1.20416)
8.75002;(5.44699,0.0467753);(11.2408,-0.549571);(3.29822,1.92368);(3.39465,-1.75444);(3.31166,-3.9399);(11.0101,0.829686);(12.9706,-0.221541);(10.3512,0.875159);(1.85227,-3.2144);(12.1552,0.675748);(3.16168,3.88741);(3.23438,-2.49757);(9.20249,0.0282608);(8.33894,-0.895853);(4.07432,1.24326);(13.0262,-0.204091);(14.0513,-0.0454867);(5.41757,-1.2173);(7.63694,0.87721);(5.44843,-1.19805)
8.80002;(5.50867,0.0491176);(11.3098,-0.548504);(3.32427,1.9028);(3.399,-1.69788);(3.31894,-3.93875);(11.0788,0.826838);(13.04,-0.220031);(10.4197,0.868524);(1.86229,-3.1945);(12.2221,0.671258);(3.17139,3.87858);(3.24468,-2.48009);(9.2651,0.0322929);(8.41004,-0.894522);(4.14033,1.22701);(13.0949,-0.202775);(14.1246,-0.0449262);(5.48216,-1.21268);(7.70078,0.872654);(5.51763,-1.19196)
8.85002;(5.5703,0.0513683);(11.3787,-0.547555);(3.31622,1.84535);(3.4083,-1.64685);(3.31087,-3.93612);(11.1476,0.824008);(13.1094,-0.218459);(10.4883,0.86194);(1.87741,-3.17538);(12.289,0.666698);(3.18073,3.86917);(3.24567,-2.46321);(9.32761,0.0359345);(8.48123,-0.892799);(4.20763,1.21169);(13.1635,-0.201397);(14.1979,-0.0443656);(5.54689,-1.20812);(7.76462,0.868101);(5.58698,-1.1859)
8.90002;(5.63281,0.0535324);(11.4477,-0.546706);(3.31381,1.79476);(3.42407,-1.60182);(3.31027,-3.9322);(11.2164,0.821232);(13.1788,-0.216832);(10.5569,0.855405);(1.89532,-3.15856);(12.3561,0.662026);(3.18968,3.85923);(3.25537,-2.44573);(9.39004,0.0392197);(8.55252,-0.890717);(4.27514,1.19725);(13.232,-0.199963);(14.2712,-0.0438051);(5.61178,-1.20365);(7.82847,0.863546);(5.65646,-1.17986)
8.95002;(5.69613,0.0557233);(11.5166,-0.545921);(3.31641,1.75002);(3.44582,-1.56181);(3.31643,-3.92709);(11.2854,0.818397);(13.2481,-0.215152);(10.6257,0.848918);(1.91734,-3.14264);(12.423,0.65733);(3.19826,3.8488);(3.25613,-2.42883);(9.45238,0.0421797);(8.62388,-0.888309);(4.34268,1.18353);(13.3004,-0.198477);(14.3445,-0.0432445);(5.67697,-1.19928);(7.89232,0.858992);(5.72606,-1.17383)
9.00002;(5.75927,0.0578842);(11.5855,-0.545235);(3.32342,1.71036);(3.47308,-1.52609);(3.31473,-3.9209);(11.354,0.815759);(13.3173,-0.213426);(10.6945,0.842478);(1.93965,-3.13117);(12.4905,0.652398);(3.20659,3.83788);(3.26721,-2.40877);(9.51558,0.0482527);(8.69439,-0.889012);(4.41137,1.17053);(13.3687,-0.196943);(14.4178,-0.0426839);(5.74222,-1.19501);(7.95619,0.85444);(5.79576,-1.16783)
9.05002;(5.82302,0.0598792);(11.6543,-0.544531);(3.33307,1.67534);(3.50679,-1.49435);(3.3199,-3.91371);(11.4231,0.812847);(13.3865,-0.211656);(10.7634,0.836085);(1.96571,-3.11978);(12.5557,0.648212);(3.21455,3.82653);(3.2589,-2.38913);(9.57863,0.0537372);(8.76505,-0.889124);(4.48028,1.1583);(13.4387,-0.195988);(14.4911,-0.0421234);(5.80758,-1.19081);(8.02006,0.849889);(5.86556,-1.16184)
9.10002;(5.88724,0.0618128);(11.7231,-0.544075);(3.34787,1.64308);(3.54369,-1.46498);(3.32139,-3.90562);(11.4837,0.811773);(13.4556,-0.209846);(10.8324,0.829738);(1.99508,-3.10845);(12.6296,0.642257);(3.22227,3.81478);(3.25826,-2.37033);(9.64153,0.0586845);(8.83585,-0.888697);(4.54948,1.14676);(13.5085,-0.194935);(14.5644,-0.0415628);(5.87303,-1.18675);(8.08393,0.845339);(5.93545,-1.15586)
9.15002;(5.95184,0.0636816);(11.792,-0.543287);(3.3673,1.61325);(3.58348,-1.43777);(3.33235,-3.90338);(11.5508,0.814433);(13.5468,-0.229004);(10.8964,0.819132);(2.02409,-3.09049);(12.6689,0.666957);(3.22966,3.80268);(3.26458,-2.35229);(9.70431,0.0631414);(8.90677,-0.887779);(4.61901,1.13585);(13.5894,-0.203374);(14.6378,-0.0410023);(5.93855,-1.18281);(8.14782,0.840792);(6.00542,-1.1499)
9.20002;(6.01503,0.0680808);(11.8609,-0.542149);(3.39097,1.58565);(3.62589,-1.41253);(3.29333,-3.90003);(11.5679,0.819691);(13.5913,-0.266078);(10.961,0.808922);(2.04921,-3.08061);(12.7581,0.688918);(3.23682,3.79027);(3.28395,-2.32754);(9.76698,0.0671507);(8.97778,-0.886412);(4.68888,1.12553);(13.6219,-0.22474);(14.7586,-0.0247795);(6.00411,-1.17897);(8.2117,0.836246);(6.07717,-1.14656)
9.25002;(6.07914,0.0717348);(11.922,-0.539402);(3.41851,1.56021);(3.67068,-1.38907);(3.2825,-3.93797);(11.6338,0.835623);(13.638,-0.299455);(10.9767,0.78813);(2.05513,-3.02456);(12.8445,0.708322);(3.24368,3.77758);(3.25332,-2.30358);(9.82646,0.0668402);(9.04886,-0.884632);(4.75861,1.11593);(13.6656,-0.245196);(14.8749,-0.0100268);(6.06968,-1.175);(8.2753,0.831538);(6.14884,-1.14299)
9.30002;(6.14383,0.0748355);(11.9839,-0.536479);(3.44951,1.53657);(3.71763,-1.36726);(3.27939,-3.97078);(11.7007,0.84938);(13.6868,-0.329443);(11.0339,0.795305);(2.01798,-2.99391);(12.9285,0.725383);(3.25035,3.76463);(3.26839,-2.2593);(9.84332,0.0403706);(9.11295,-0.89772);(4.82846,1.10688);(13.7114,-0.263515);(14.9874,0.00337321);(6.13521,-1.17091);(8.33801,0.827762);(6.22035,-1.13923)
9.35002;(6.20893,0.0774695);(12.0464,-0.533399);(3.48364,1.51455);(3.76654,-1.34693);(3.28328,-3.99894);(11.7684,0.861146);(13.7374,-0.356322);(11.0924,0.801237);(1.99031,-2.96508);(13.0102,0.740299);(3.25667,3.75148);(3.289,-2.21823);(9.88501,0.0573078);(9.15243,-0.954326);(4.89855,1.09831);(13.7593,-0.279878);(15.0961,0.0155279);(6.20043,-1.16646);(8.40083,0.823922);(6.29143,-1.13518)
