time;0;1;2;3;4;5;6;7;8;9
16.5;(-8.23856,-0.227467);(-3.55171,-4.4434);(-0.717898,-6.67423);(3.4025,-5.82226);(4.71048,-3.92755);(4.99019,0.264856);(6.72796,5.39032);(2.3303,7.40378);(-2.66111,8.13326);(-7.13453,4.75278)
16.55;(-8.308,-0.2185);(-3.61072,-4.46207);(-0.763521,-6.72889);(3.39709,-5.8914);(4.77684,-3.96599);(5.05522,0.261418);(6.72796,5.39032);(2.35349,7.46809);(-2.66111,8.13326);(-7.13453,4.75278)
16.6;(-8.37744,-0.209533);(-3.66973,-4.48073);(-0.809148,-6.78354);(3.39163,-5.96053);(4.84322,-4.00444);(5.12024,0.25798);(6.72796,5.39032);(2.37669,7.53241);(-2.66111,8.13326);(-7.13453,4.75278)
16.65;(-8.44687,-0.200567);(-3.72873,-4.49939);(-0.85478,-6.83819);(3.38613,-6.02966);(4.90963,-4.04288);(5.18527,0.254542);(6.72796,5.39032);(2.39989,7.59672);(-2.66111,8.13326);(-7.13453,4.75278)
16.7;(-8.51631,-0.1916);(-3.78774,-4.51805);(-0.900416,-6.89283);(3.3806,-6.09878);(4.97605,-4.08132);(5.2503,0.251103);(6.72796,5.39032);(2.42309,7.66104);(-2.66111,8.13326);(-7.13453,4.75278)
16.75;(-8.51631,-0.1916);(-3.84675,-4.53671);(-0.946057,-6.94747);(3.37504,-6.1679);(5.04249,-4.11976);(5.31532,0.247665);(6.72796,5.39032);(2.44628,7.72535);(-2.66111,8.13326);(-7.13453,4.75278)
16.8;(-8.51631,-0.1916);(-3.90576,-4.55537);(-0.991701,-7.00211);(3.36944,-6.23702);(5.10895,-4.15821);(5.38035,0.244227);(6.72796,5.39032);(2.46948,7.78967);(-2.66111,8.13326);(-7.13453,4.75278)
16.85;(-8.51631,-0.1916);(-3.96477,-4.57403);(-1.03735,-7.05675);(3.36382,-6.30613);(5.17543,-4.19665);(5.44538,0.240789);(6.72796,5.39032);(2.49268,7.85399);(-2.66111,8.13326);(-7.13453,4.75278)
16.9;(-8.51631,-0.1916);(-4.02378,-4.59268);(-1.083,-7.11138);(3.35818,-6.37524);(5.24192,-4.23509);(5.51041,0.237351);(6.72796,5.39032);(2.51588,7.9183);(-2.66111,8.13326);(-7.13453,4.75278)
16.95;(-8.51631,-0.1916);(-4.08278,-4.61134);(-1.12865,-7.16601);(3.35251,-6.44435);(5.30842,-4.27352);(5.57543,0.233913);(6.72796,5.39032);(2.53907,7.98262);(-2.66111,8.13326);(-7.13453,4.75278)
17;(-8.51631,-0.1916);(-4.14179,-4.63);(-1.17431,-7.22064);(3.34681,-6.51345);(5.37493,-4.31196);(5.64046,0.230475);(6.72796,5.39032);(2.56227,8.04693);(-2.66111,8.13326);(-7.13453,4.75278)
17.05;(-8.51631,-0.1916);(-4.2008,-4.64865);(-1.21997,-7.27527);(3.3411,-6.58255);(5.44146,-4.3504);(5.70549,0.227037);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
17.1;(-8.51631,-0.1916);(-4.25981,-4.66731);(-1.26563,-7.32989);(3.33537,-6.65165);(5.50799,-4.38883);(5.77052,0.223599);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
17.15;(-8.51631,-0.1916);(-4.31882,-4.68596);(-1.3113,-7.38451);(3.32962,-6.72074);(5.57453,-4.42727);(5.83554,0.220161);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
17.2;(-8.51631,-0.1916);(-4.37783,-4.70461);(-1.35696,-7.43913);(3.32385,-6.78984);(5.64108,-4.4657);(5.90057,0.216723);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
17.25;(-8.51631,-0.1916);(-4.43684,-4.72327);(-1.40263,-7.49375);(3.31807,-6.85893);(5.70764,-4.50413);(5.9656,0.213285);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
17.3;(-8.51631,-0.1916);(-4.49585,-4.74192);(-1.4483,-7.54837);(3.31227,-6.92802);(5.77421,-4.54256);(6.03063,0.209847);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
17.35;(-8.51631,-0.1916);(-4.55486,-4.76057);(-1.49397,-7.60298);(3.30646,-6.99711);(5.84078,-4.58099);(6.09565,0.20641);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
17.4;(-8.51631,-0.1916);(-4.61387,-4.77923);(-1.53964,-7.6576);(3.30064,-7.0662);(5.90735,-4.61942);(6.16068,0.202972);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
17.45;(-8.51631,-0.1916);(-4.67288,-4.79788);(-1.58532,-7.71221);(3.2948,-7.13529);(5.97394,-4.65784);(6.22571,0.199534);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
17.5;(-8.51631,-0.1916);(-4.73189,-4.81653);(-1.631,-7.76682);(3.28896,-7.20437);(6.04052,-4.69627);(6.29074,0.196096);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
17.55;(-8.51631,-0.1916);(-4.7909,-4.83518);(-1.67667,-7.82143);(3.28311,-7.27346);(6.10712,-4.73469);(6.35577,0.192658);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
17.6;(-8.51631,-0.1916);(-4.84992,-4.85384);(-1.72235,-7.87604);(3.27724,-7.34254);(6.17371,-4.77312);(6.42079,0.18922);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
17.65;(-8.51631,-0.1916);(-4.90893,-4.87249);(-1.76803,-7.93065);(3.27137,-7.41162);(6.24031,-4.81154);(6.48582,0.185782);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
17.7;(-8.51631,-0.1916);(-4.96794,-4.89114);(-1.81371,-7.98526);(3.26549,-7.4807);(6.30691,-4.84996);(6.55085,0.182344);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
17.75;(-8.51631,-0.1916);(-5.02695,-4.90979);(-1.85939,-8.03987);(3.2596,-7.54978);(6.37352,-4.88838);(6.61588,0.178907);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
17.8;(-8.51631,-0.1916);(-5.08596,-4.92844);(-1.90508,-8.09447);(3.2537,-7.61886);(6.44013,-4.9268);(6.6809,0.175469);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
17.85;(-8.51631,-0.1916);(-5.14497,-4.94709);(-1.95076,-8.14908);(3.2478,-7.68794);(6.50674,-4.96522);(6.74593,0.172031);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
17.9;(-8.51631,-0.1916);(-5.20398,-4.96574);(-1.99644,-8.20369);(3.24189,-7.75702);(6.57336,-5.00364);(6.81096,0.168593);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
17.95;(-8.51631,-0.1916);(-5.26299,-4.98439);(-2.04213,-8.25829);(3.23597,-7.8261);(6.63997,-5.04205);(6.87599,0.165155);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
18;(-8.51631,-0.1916);(-5.322,-5.00304);(-2.08782,-8.31289);(3.23005,-7.89517);(6.70659,-5.08047);(6.94101,0.161718);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
18.05;(-8.51631,-0.1916);(-5.38102,-5.02169);(-2.1335,-8.3675);(3.22412,-7.96425);(6.77321,-5.11888);(7.00604,0.15828);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
18.1;(-8.51631,-0.1916);(-5.44003,-5.04034);(-2.1335,-8.3675);(3.21819,-8.03333);(6.83983,-5.1573);(7.07107,0.154842);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
18.15;(-8.51631,-0.1916);(-5.49904,-5.05899);(-2.1335,-8.3675);(3.21819,-8.03333);(6.83983,-5.1573);(7.1361,0.151404);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
18.2;(-8.51631,-0.1916);(-5.55805,-5.07764);(-2.1335,-8.3675);(3.21819,-8.03333);(6.83983,-5.1573);(7.20113,0.147966);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
18.25;(-8.51631,-0.1916);(-5.61706,-5.09629);(-2.1335,-8.3675);(3.21819,-8.03333);(6.83983,-5.1573);(7.26615,0.144528);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
18.3;(-8.51631,-0.1916);(-5.67607,-5.11494);(-2.1335,-8.3675);(3.21819,-8.03333);(6.83983,-5.1573);(7.33118,0.141091);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
18.35;(-8.51631,-0.1916);(-5.73508,-5.13359);(-2.1335,-8.3675);(3.21819,-8.03333);(6.83983,-5.1573);(7.39621,0.137653);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
18.4;(-8.51631,-0.1916);(-5.7941,-5.15224);(-2.1335,-8.3675);(3.21819,-8.03333);(6.83983,-5.1573);(7.46124,0.134215);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
18.45;(-8.51631,-0.1916);(-5.85311,-5.17089);(-2.1335,-8.3675);(3.21819,-8.03333);(6.83983,-5.1573);(7.52626,0.130777);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
18.5;(-8.51631,-0.1916);(-5.91212,-5.18954);(-2.1335,-8.3675);(3.21819,-8.03333);(6.83983,-5.1573);(7.59129,0.12734);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
18.55;(-8.51631,-0.1916);(-5.97113,-5.20819);(-2.1335,-8.3675);(3.21819,-8.03333);(6.83983,-5.1573);(7.65632,0.123902);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
18.6;(-8.51631,-0.1916);(-6.03014,-5.22684);(-2.1335,-8.3675);(3.21819,-8.03333);(6.83983,-5.1573);(7.72135,0.120464);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
18.65;(-8.51631,-0.1916);(-6.08915,-5.24549);(-2.1335,-8.3675);(3.21819,-8.03333);(6.83983,-5.1573);(7.78638,0.117026);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
18.7;(-8.51631,-0.1916);(-6.14816,-5.26414);(-2.1335,-8.3675);(3.21819,-8.03333);(6.83983,-5.1573);(7.8514,0.113588);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
18.75;(-8.51631,-0.1916);(-6.20718,-5.28279);(-2.1335,-8.3675);(3.21819,-8.03333);(6.83983,-5.1573);(7.91643,0.110151);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
18.8;(-8.51631,-0.1916);(-6.26619,-5.30144);(-2.1335,-8.3675);(3.21819,-8.03333);(6.83983,-5.1573);(7.98146,0.106713);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
18.85;(-8.51631,-0.1916);(-6.3252,-5.32009);(-2.1335,-8.3675);(3.21819,-8.03333);(6.83983,-5.1573);(8.04649,0.103275);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
18.9;(-8.51631,-0.1916);(-6.38421,-5.33874);(-2.1335,-8.3675);(3.21819,-8.03333);(6.83983,-5.1573);(8.11151,0.0998373);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
18.95;(-8.51631,-0.1916);(-6.44322,-5.35738);(-2.1335,-8.3675);(3.21819,-8.03333);(6.83983,-5.1573);(8.17654,0.0963996);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
19;(-8.51631,-0.1916);(-6.50223,-5.37603);(-2.1335,-8.3675);(3.21819,-8.03333);(6.83983,-5.1573);(8.24157,0.0929618);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
19.05;(-8.51631,-0.1916);(-6.56124,-5.39468);(-2.1335,-8.3675);(3.21819,-8.03333);(6.83983,-5.1573);(8.3066,0.089524);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
19.1;(-8.51631,-0.1916);(-6.62026,-5.41333);(-2.1335,-8.3675);(3.21819,-8.03333);(6.83983,-5.1573);(8.37163,0.0860863);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
19.15;(-8.51631,-0.1916);(-6.67927,-5.43198);(-2.1335,-8.3675);(3.21819,-8.03333);(6.83983,-5.1573);(8.43666,0.0826485);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
19.2;(-8.51631,-0.1916);(-6.67927,-5.43198);(-2.1335,-8.3675);(3.21819,-8.03333);(6.83983,-5.1573);(8.50168,0.0792107);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
19.25;(-8.51631,-0.1916);(-6.67927,-5.43198);(-2.1335,-8.3675);(3.21819,-8.03333);(6.83983,-5.1573);(8.56671,0.075773);(6.72796,5.39032);(2.58547,8.11125);(-2.66111,8.13326);(-7.13453,4.75278)
