time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
14.05;(8.55335,0.304679);(8.98978,-1.02762);(4.07059,1.29772);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.71426,-1.52492);(8.99349,1.05044);(6.94992,0.605839);(7.81593,-0.666664);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.475,0.688976);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
14.1;(8.55335,0.304679);(8.98978,-1.02762);(4.12912,1.28073);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.76432,-1.50521);(8.99349,1.05044);(7.01643,0.592269);(7.89073,-0.664582);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.53453,0.681223);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
14.15;(8.55335,0.304679);(8.98978,-1.02762);(4.18886,1.26436);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.81497,-1.48621);(8.99349,1.05044);(7.08315,0.578691);(7.96484,-0.664768);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.59473,0.675675);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
14.2;(8.55335,0.304679);(8.98978,-1.02762);(4.24896,1.24821);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.86689,-1.46753);(8.99349,1.05044);(7.15007,0.565106);(8.03872,-0.662773);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.6551,0.667883);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
14.25;(8.55335,0.304679);(8.98978,-1.02762);(4.31048,1.23268);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.91886,-1.44956);(8.99349,1.05044);(7.21716,0.551515);(8.11173,-0.663069);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
14.3;(8.55335,0.304679);(8.98978,-1.02762);(4.37219,1.21731);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(3.97198,-1.43182);(8.99349,1.05044);(7.28442,0.537919);(8.18484,-0.662809);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
14.35;(8.55335,0.304679);(8.98978,-1.02762);(4.43408,1.20208);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(4.02614,-1.41432);(8.99349,1.05044);(7.35182,0.52432);(8.25772,-0.660181);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
14.4;(8.55335,0.304679);(8.98978,-1.02762);(4.49816,1.1876);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(4.07923,-1.39762);(8.99349,1.05044);(7.41935,0.510718);(8.33038,-0.655327);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
14.45;(8.55335,0.304679);(8.98978,-1.02762);(4.5622,1.17318);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(4.13336,-1.38107);(8.99349,1.05044);(7.48701,0.497114);(8.4028,-0.648375);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
14.5;(8.55335,0.304679);(8.98978,-1.02762);(4.6262,1.15883);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(4.18844,-1.36464);(8.99349,1.05044);(7.55477,0.483509);(8.47498,-0.639444);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
14.55;(8.55335,0.304679);(8.98978,-1.02762);(4.69017,1.14453);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(4.24438,-1.34834);(8.99349,1.05044);(7.62264,0.469904);(8.5469,-0.628645);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
14.6;(8.55335,0.304679);(8.98978,-1.02762);(4.75411,1.13029);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(4.3011,-1.33214);(8.99349,1.05044);(7.69059,0.456298);(8.61856,-0.616077);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
14.65;(8.55335,0.304679);(8.98978,-1.02762);(4.81803,1.11609);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(4.35854,-1.31606);(8.99349,1.05044);(7.75862,0.442693);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
14.7;(8.55335,0.304679);(8.98978,-1.02762);(4.8825,1.10226);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(4.41604,-1.30038);(8.99349,1.05044);(7.82673,0.429088);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
14.75;(8.55335,0.304679);(8.98978,-1.02762);(4.9469,1.08844);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(4.47419,-1.28478);(8.99349,1.05044);(7.89491,0.415485);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
14.8;(8.55335,0.304679);(8.98978,-1.02762);(5.01182,1.07497);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(4.53232,-1.26955);(8.99349,1.05044);(7.96315,0.401883);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
14.85;(8.55335,0.304679);(8.98978,-1.02762);(5.07662,1.06146);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(4.59104,-1.25436);(8.99349,1.05044);(8.03144,0.388283);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
14.9;(8.55335,0.304679);(8.98978,-1.02762);(5.14194,1.04829);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(4.64966,-1.23953);(8.99349,1.05044);(8.09979,0.374685);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
14.95;(8.55335,0.304679);(8.98978,-1.02762);(5.2071,1.03506);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(4.70883,-1.22469);(8.99349,1.05044);(8.16818,0.361089);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
15;(8.55335,0.304679);(8.98978,-1.02762);(5.2728,1.02215);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(4.76781,-1.21021);(8.99349,1.05044);(8.23661,0.347496);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
15.05;(8.55335,0.304679);(8.98978,-1.02762);(5.33831,1.00915);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(4.82729,-1.19569);(8.99349,1.05044);(8.30508,0.333905);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
15.1;(8.55335,0.304679);(8.98978,-1.02762);(5.40444,0.996485);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(4.88644,-1.18153);(8.99349,1.05044);(8.37359,0.320316);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
15.15;(8.55335,0.304679);(8.98978,-1.02762);(5.47035,0.98371);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(4.94607,-1.1673);(8.99349,1.05044);(8.44213,0.30673);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
15.2;(8.55335,0.304679);(8.98978,-1.02762);(5.53808,0.971485);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(5.00412,-1.15366);(8.99349,1.05044);(8.51069,0.293148);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
15.25;(8.55335,0.304679);(8.98978,-1.02762);(5.60543,0.959109);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(5.06276,-1.1399);(8.99349,1.05044);(8.57928,0.279568);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
15.3;(8.55335,0.304679);(8.98978,-1.02762);(5.67243,0.946593);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(5.12194,-1.12604);(8.99349,1.05044);(8.57928,0.279568);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
15.35;(8.55335,0.304679);(8.98978,-1.02762);(5.73913,0.933948);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(5.1816,-1.11208);(8.99349,1.05044);(8.57928,0.279568);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
15.4;(8.55335,0.304679);(8.98978,-1.02762);(5.80553,0.921183);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(5.24171,-1.09804);(8.99349,1.05044);(8.57928,0.279568);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
15.45;(8.55335,0.304679);(8.98978,-1.02762);(5.87168,0.908306);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(5.30222,-1.08392);(8.99349,1.05044);(8.57928,0.279568);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
15.5;(8.55335,0.304679);(8.98978,-1.02762);(5.93872,0.895907);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(5.36196,-1.07032);(8.99349,1.05044);(8.57928,0.279568);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
15.55;(8.55335,0.304679);(8.98978,-1.02762);(6.00545,0.883357);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(5.42214,-1.05659);(8.99349,1.05044);(8.57928,0.279568);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
15.6;(8.55335,0.304679);(8.98978,-1.02762);(6.07189,0.870668);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(5.48271,-1.04276);(8.99349,1.05044);(8.57928,0.279568);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
15.65;(8.55335,0.304679);(8.98978,-1.02762);(6.13995,0.858583);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(5.54175,-1.02957);(8.99349,1.05044);(8.57928,0.279568);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
15.7;(8.55335,0.304679);(8.98978,-1.02762);(6.20759,0.846309);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(5.6013,-1.01622);(8.99349,1.05044);(8.57928,0.279568);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
15.75;(8.55335,0.304679);(8.98978,-1.02762);(6.27486,0.833858);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(5.66129,-1.00273);(8.99349,1.05044);(8.57928,0.279568);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
15.8;(8.55335,0.304679);(8.98978,-1.02762);(6.34178,0.821242);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(5.7217,-0.989104);(8.99349,1.05044);(8.57928,0.279568);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
15.85;(8.55335,0.304679);(8.98978,-1.02762);(6.40839,0.808474);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(5.78249,-0.975363);(8.99349,1.05044);(8.57928,0.279568);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
15.9;(8.55335,0.304679);(8.98978,-1.02762);(6.47805,0.796688);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(5.84027,-0.962639);(8.99349,1.05044);(8.57928,0.279568);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
15.95;(8.55335,0.304679);(8.98978,-1.02762);(6.54714,0.784662);(8.80147,-0.832927);(8.68721,-0.570853);(8.56867,0.142435);(8.54446,0.258109);(8.57823,0.18987);(5.89867,-0.949711);(8.99349,1.05044);(8.57928,0.279568);(8.68995,-0.601834);(8.57573,-0.286709);(8.53269,-0.00352413);(8.7642,0.817393);(8.58695,-0.356182);(8.70903,-0.598694);(8.67903,-0.611417);(8.72033,0.682247);(8.72038,-0.712228);(9.21975,-1.26728);(8.82609,0.862374);(8.71622,0.662321);(8.54487,-0.349886);(9.05989,1.1236);(8.56968,-0.140591);(8.57514,0.380361);(8.55165,-0.178787);(9.07351,1.09834);(8.90683,-0.939423)
