time;0;1;2;3;4;5;6;7;8;9
16.3103;(-8.93126,-0.129139);(-3.89249,-3.72013);(-2.8645,-9.06986);(1.15433,-4.6298);(7.73048,-5.53246);(6.09739,0.227532);(7.65793,5.63132);(2.66176,8.58953);(-2.53943,8.24751);(-7.74331,5.52432)
16.3153;(-8.93821,-0.128299);(-3.89799,-3.72296);(-2.8645,-9.06986);(1.15689,-4.63624);(7.73048,-5.53246);(6.10389,0.227153);(7.65793,5.63132);(2.66464,8.59573);(-2.54252,8.25461);(-7.74331,5.52432)
16.3203;(-8.94516,-0.127459);(-3.90349,-3.7258);(-2.8645,-9.06986);(1.15945,-4.64268);(7.73048,-5.53246);(6.11039,0.226774);(7.65793,5.63132);(2.66752,8.60193);(-2.54562,8.2617);(-7.74331,5.52432)
16.3253;(-8.95211,-0.126619);(-3.90899,-3.72864);(-2.8645,-9.06986);(1.162,-4.64912);(7.73048,-5.53246);(6.1169,0.226396);(7.65793,5.63132);(2.6704,8.60813);(-2.54872,8.2688);(-7.74331,5.52432)
16.3303;(-8.95906,-0.125779);(-3.91449,-3.73147);(-2.8645,-9.06986);(1.16456,-4.65556);(7.73048,-5.53246);(6.1234,0.226017);(7.65793,5.63132);(2.67329,8.61433);(-2.55181,8.2759);(-7.74331,5.52432)
16.3353;(-8.96601,-0.124939);(-3.92,-3.73431);(-2.8645,-9.06986);(1.16712,-4.662);(7.73048,-5.53246);(6.1299,0.225638);(7.65793,5.63132);(2.67617,8.62053);(-2.55491,8.283);(-7.74331,5.52432)
16.3403;(-8.97296,-0.124099);(-3.9255,-3.73715);(-2.8645,-9.06986);(1.16967,-4.66844);(7.73048,-5.53246);(6.1364,0.22526);(7.65793,5.63132);(2.67905,8.62673);(-2.558,8.2901);(-7.74331,5.52432)
16.3453;(-8.97991,-0.123259);(-3.931,-3.73998);(-2.8645,-9.06986);(1.17223,-4.67488);(7.73048,-5.53246);(6.1429,0.224881);(7.65793,5.63132);(2.68194,8.63293);(-2.5611,8.2972);(-7.74331,5.52432)
16.3503;(-8.98686,-0.12242);(-3.9365,-3.74282);(-2.8645,-9.06986);(1.17479,-4.68132);(7.73048,-5.53246);(6.1494,0.224502);(7.65793,5.63132);(2.68482,8.63913);(-2.56419,8.3043);(-7.74331,5.52432)
16.3553;(-8.99381,-0.12158);(-3.94201,-3.74566);(-2.8645,-9.06986);(1.17734,-4.68776);(7.73048,-5.53246);(6.1559,0.224124);(7.65793,5.63132);(2.6877,8.64533);(-2.56729,8.3114);(-7.74331,5.52432)
16.3603;(-9.00076,-0.12074);(-3.94751,-3.74849);(-2.8645,-9.06986);(1.1799,-4.6942);(7.73048,-5.53246);(6.1624,0.223745);(7.65793,5.63132);(2.69058,8.65153);(-2.57038,8.3185);(-7.74331,5.52432)
16.3653;(-9.00772,-0.1199);(-3.95301,-3.75133);(-2.8645,-9.06986);(1.18246,-4.70064);(7.73048,-5.53246);(6.1689,0.223366);(7.65793,5.63132);(2.69347,8.65773);(-2.57348,8.3256);(-7.74331,5.52432)
16.3703;(-9.01467,-0.11906);(-3.95851,-3.75416);(-2.8645,-9.06986);(1.18501,-4.70708);(7.73048,-5.53246);(6.1754,0.222987);(7.65793,5.63132);(2.69635,8.66393);(-2.57657,8.3327);(-7.74331,5.52432)
16.3753;(-9.02162,-0.11822);(-3.96402,-3.757);(-2.8645,-9.06986);(1.18757,-4.71352);(7.73048,-5.53246);(6.1819,0.222609);(7.65793,5.63132);(2.69923,8.67013);(-2.57967,8.3398);(-7.74331,5.52432)
16.3803;(-9.02857,-0.11738);(-3.96952,-3.75984);(-2.8645,-9.06986);(1.19013,-4.71996);(7.73048,-5.53246);(6.1884,0.22223);(7.65793,5.63132);(2.70211,8.67633);(-2.58276,8.34689);(-7.74331,5.52432)
16.3853;(-9.03552,-0.11654);(-3.97502,-3.76267);(-2.8645,-9.06986);(1.19268,-4.7264);(7.73048,-5.53246);(6.1949,0.221851);(7.65793,5.63132);(2.705,8.68253);(-2.58586,8.35399);(-7.74331,5.52432)
16.3903;(-9.04247,-0.115701);(-3.98052,-3.76551);(-2.8645,-9.06986);(1.19524,-4.73284);(7.73048,-5.53246);(6.20141,0.221473);(7.65793,5.63132);(2.70788,8.68873);(-2.58895,8.36109);(-7.74331,5.52432)
16.3953;(-9.04942,-0.114861);(-3.98602,-3.76834);(-2.8645,-9.06986);(1.1978,-4.73929);(7.73048,-5.53246);(6.20791,0.221094);(7.65793,5.63132);(2.71076,8.69493);(-2.59205,8.36819);(-7.74331,5.52432)
16.4003;(-9.05637,-0.114021);(-3.99153,-3.77118);(-2.8645,-9.06986);(1.20035,-4.74573);(7.73048,-5.53246);(6.21441,0.220715);(7.65793,5.63132);(2.71365,8.70113);(-2.59514,8.37529);(-7.74331,5.52432)
16.4053;(-9.06332,-0.113181);(-3.99703,-3.77402);(-2.8645,-9.06986);(1.20291,-4.75217);(7.73048,-5.53246);(6.22091,0.220336);(7.65793,5.63132);(2.71653,8.70733);(-2.59824,8.38239);(-7.74331,5.52432)
16.4102;(-9.07027,-0.112341);(-4.00253,-3.77685);(-2.8645,-9.06986);(1.20547,-4.75861);(7.73048,-5.53246);(6.22741,0.219958);(7.65793,5.63132);(2.71941,8.71353);(-2.60133,8.38949);(-7.74331,5.52432)
16.4152;(-9.07722,-0.111501);(-4.00803,-3.77969);(-2.8645,-9.06986);(1.20802,-4.76505);(7.73048,-5.53246);(6.23391,0.219579);(7.65793,5.63132);(2.72229,8.71973);(-2.60443,8.39659);(-7.74331,5.52432)
16.4202;(-9.08417,-0.110661);(-4.01354,-3.78252);(-2.8645,-9.06986);(1.21058,-4.77149);(7.73048,-5.53246);(6.24041,0.2192);(7.65793,5.63132);(2.72518,8.72593);(-2.60752,8.40369);(-7.74331,5.52432)
16.4252;(-9.09112,-0.109821);(-4.01904,-3.78536);(-2.8645,-9.06986);(1.21314,-4.77793);(7.73048,-5.53246);(6.24691,0.218821);(7.65793,5.63132);(2.72806,8.73213);(-2.61062,8.41079);(-7.74331,5.52432)
16.4302;(-9.09807,-0.108982);(-4.02454,-3.78819);(-2.8645,-9.06986);(1.21569,-4.78437);(7.73048,-5.53246);(6.25341,0.218443);(7.65793,5.63132);(2.73094,8.73833);(-2.61371,8.41789);(-7.74331,5.52432)
16.4352;(-9.10502,-0.108142);(-4.03004,-3.79103);(-2.8645,-9.06986);(1.21825,-4.79081);(7.73048,-5.53246);(6.25991,0.218064);(7.65793,5.63132);(2.73383,8.74453);(-2.61681,8.42498);(-7.74331,5.52432)
16.4402;(-9.11197,-0.107302);(-4.03555,-3.79386);(-2.8645,-9.06986);(1.22081,-4.79725);(7.73048,-5.53246);(6.26641,0.217685);(7.65793,5.63132);(2.73671,8.75073);(-2.6199,8.43208);(-7.74331,5.52432)
16.4452;(-9.11892,-0.106462);(-4.04105,-3.7967);(-2.8645,-9.06986);(1.22336,-4.80369);(7.73048,-5.53246);(6.27291,0.217306);(7.65793,5.63132);(2.73959,8.75693);(-2.623,8.43918);(-7.74331,5.52432)
16.4502;(-9.12587,-0.105622);(-4.04655,-3.79953);(-2.8645,-9.06986);(1.22592,-4.81013);(7.73048,-5.53246);(6.27941,0.216928);(7.65793,5.63132);(2.74247,8.76313);(-2.62609,8.44628);(-7.74331,5.52432)
16.4552;(-9.13282,-0.104782);(-4.05206,-3.80237);(-2.8645,-9.06986);(1.22848,-4.81658);(7.73048,-5.53246);(6.28591,0.216549);(7.65793,5.63132);(2.74536,8.76933);(-2.62919,8.45338);(-7.74331,5.52432)
16.4602;(-9.13977,-0.103942);(-4.05756,-3.8052);(-2.8645,-9.06986);(1.23103,-4.82302);(7.73048,-5.53246);(6.29242,0.21617);(7.65793,5.63132);(2.74824,8.77553);(-2.63228,8.46048);(-7.74331,5.52432)
16.4652;(-9.14672,-0.103102);(-4.06306,-3.80804);(-2.8645,-9.06986);(1.23359,-4.82946);(7.73048,-5.53246);(6.29892,0.215791);(7.65793,5.63132);(2.75112,8.78173);(-2.63538,8.46758);(-7.74331,5.52432)
16.4702;(-9.15367,-0.102263);(-4.06856,-3.81087);(-2.8645,-9.06986);(1.23615,-4.8359);(7.73048,-5.53246);(6.30542,0.215413);(7.65793,5.63132);(2.75401,8.78793);(-2.63848,8.47468);(-7.74331,5.52432)
16.4752;(-9.16062,-0.101423);(-4.07407,-3.81371);(-2.8645,-9.06986);(1.2387,-4.84234);(7.73048,-5.53246);(6.31192,0.215034);(7.65793,5.63132);(2.75689,8.79413);(-2.64157,8.48178);(-7.74331,5.52432)
16.4802;(-9.16757,-0.100583);(-4.07957,-3.81654);(-2.8645,-9.06986);(1.24126,-4.84878);(7.73048,-5.53246);(6.31842,0.214655);(7.65793,5.63132);(2.75977,8.80033);(-2.64467,8.48888);(-7.74331,5.52432)
16.4852;(-9.17452,-0.099743);(-4.08507,-3.81938);(-2.8645,-9.06986);(1.24382,-4.85522);(7.73048,-5.53246);(6.32492,0.214276);(7.65793,5.63132);(2.76266,8.80653);(-2.64776,8.49598);(-7.74331,5.52432)
16.4902;(-9.18147,-0.0989031);(-4.09057,-3.82221);(-2.8645,-9.06986);(1.24637,-4.86166);(7.73048,-5.53246);(6.33142,0.213898);(7.65793,5.63132);(2.76554,8.81273);(-2.65086,8.50308);(-7.74331,5.52432)
16.4952;(-9.18843,-0.0980632);(-4.09608,-3.82505);(-2.8645,-9.06986);(1.24893,-4.8681);(7.73048,-5.53246);(6.33792,0.213519);(7.65793,5.63132);(2.76842,8.81893);(-2.65395,8.51017);(-7.74331,5.52432)
16.5002;(-9.19538,-0.0972233);(-4.10158,-3.82788);(-2.8645,-9.06986);(1.25149,-4.87455);(7.73048,-5.53246);(6.34442,0.21314);(7.65793,5.63132);(2.7713,8.82513);(-2.65705,8.51727);(-7.74331,5.52432)
16.5052;(-9.20233,-0.0963835);(-4.10708,-3.83072);(-2.8645,-9.06986);(1.25404,-4.88099);(7.73048,-5.53246);(6.35092,0.212761);(7.65793,5.63132);(2.77419,8.83133);(-2.66014,8.52437);(-7.74331,5.52432)
16.5102;(-9.20928,-0.0955436);(-4.11259,-3.83355);(-2.8645,-9.06986);(1.2566,-4.88743);(7.73048,-5.53246);(6.35742,0.212382);(7.65793,5.63132);(2.77707,8.83753);(-2.66324,8.53147);(-7.74331,5.52432)
16.5152;(-9.21623,-0.0947037);(-4.11809,-3.83638);(-2.8645,-9.06986);(1.25916,-4.89387);(7.73048,-5.53246);(6.36392,0.212004);(7.65793,5.63132);(2.77995,8.84373);(-2.66633,8.53857);(-7.74331,5.52432)
16.5202;(-9.22318,-0.0938638);(-4.12359,-3.83922);(-2.8645,-9.06986);(1.26171,-4.90031);(7.73048,-5.53246);(6.37042,0.211625);(7.65793,5.63132);(2.78284,8.84993);(-2.66943,8.54567);(-7.74331,5.52432)
16.5252;(-9.23013,-0.093024);(-4.12909,-3.84205);(-2.8645,-9.06986);(1.26427,-4.90675);(7.73048,-5.53246);(6.37692,0.211246);(7.65793,5.63132);(2.78572,8.85613);(-2.67252,8.55277);(-7.74331,5.52432)
16.5302;(-9.23708,-0.0921841);(-4.1346,-3.84489);(-2.8645,-9.06986);(1.26683,-4.9132);(7.73048,-5.53246);(6.38343,0.210867);(7.65793,5.63132);(2.7886,8.86233);(-2.67562,8.55987);(-7.74331,5.52432)
16.5352;(-9.24403,-0.0913442);(-4.1401,-3.84772);(-2.8645,-9.06986);(1.26938,-4.91964);(7.73048,-5.53246);(6.38993,0.210488);(7.65793,5.63132);(2.79149,8.86853);(-2.67872,8.56697);(-7.74331,5.52432)
16.5402;(-9.25098,-0.0905043);(-4.1456,-3.85056);(-2.8645,-9.06986);(1.27194,-4.92608);(7.73048,-5.53246);(6.39643,0.21011);(7.65793,5.63132);(2.79437,8.87473);(-2.68181,8.57407);(-7.74331,5.52432)
16.5452;(-9.25793,-0.0896645);(-4.1511,-3.85339);(-2.8645,-9.06986);(1.2745,-4.93252);(7.73048,-5.53246);(6.40293,0.209731);(7.65793,5.63132);(2.79725,8.88093);(-2.68491,8.58117);(-7.74331,5.52432)
16.5502;(-9.26488,-0.0888246);(-4.15661,-3.85622);(-2.8645,-9.06986);(1.27705,-4.93896);(7.73048,-5.53246);(6.40943,0.209352);(7.65793,5.63132);(2.80013,8.88713);(-2.688,8.58827);(-7.74331,5.52432)
16.5552;(-9.27183,-0.0879847);(-4.16211,-3.85906);(-2.8645,-9.06986);(1.27961,-4.9454);(7.73048,-5.53246);(6.41593,0.208973);(7.65793,5.63132);(2.80302,8.89332);(-2.6911,8.59536);(-7.74331,5.52432)
16.5602;(-9.27878,-0.0871449);(-4.16761,-3.86189);(-2.8645,-9.06986);(1.28217,-4.95185);(7.73048,-5.53246);(6.42243,0.208594);(7.65793,5.63132);(2.8059,8.89952);(-2.69419,8.60246);(-7.74331,5.52432)
16.5652;(-9.28573,-0.086305);(-4.17311,-3.86473);(-2.8645,-9.06986);(1.28472,-4.95829);(7.73048,-5.53246);(6.42893,0.208216);(7.65793,5.63132);(2.80878,8.90572);(-2.69729,8.60956);(-7.74331,5.52432)
16.5702;(-9.29268,-0.0854651);(-4.17862,-3.86756);(-2.8645,-9.06986);(1.28728,-4.96473);(7.73048,-5.53246);(6.43543,0.207837);(7.65793,5.63132);(2.81167,8.91192);(-2.70038,8.61666);(-7.74331,5.52432)
16.5752;(-9.29963,-0.0846252);(-4.18412,-3.87039);(-2.8645,-9.06986);(1.28983,-4.97117);(7.73048,-5.53246);(6.44193,0.207458);(7.65793,5.63132);(2.81455,8.91812);(-2.70348,8.62376);(-7.74331,5.52432)
16.5802;(-9.30658,-0.0837854);(-4.18962,-3.87323);(-2.8645,-9.06986);(1.29239,-4.97761);(7.73048,-5.53246);(6.44843,0.207079);(7.65793,5.63132);(2.81743,8.92432);(-2.70657,8.63086);(-7.74331,5.52432)
16.5852;(-9.31353,-0.0829455);(-4.19513,-3.87606);(-2.8645,-9.06986);(1.29495,-4.98405);(7.73048,-5.53246);(6.45493,0.2067);(7.65793,5.63132);(2.82032,8.93052);(-2.70967,8.63796);(-7.74331,5.52432)
16.5902;(-9.32048,-0.0821056);(-4.20063,-3.8789);(-2.8645,-9.06986);(1.2975,-4.9905);(7.73048,-5.53246);(6.46143,0.206322);(7.65793,5.63132);(2.8232,8.93672);(-2.71276,8.64506);(-7.74331,5.52432)
16.5952;(-9.32743,-0.0812658);(-4.20613,-3.88173);(-2.8645,-9.06986);(1.30006,-4.99694);(7.73048,-5.53246);(6.46793,0.205943);(7.65793,5.63132);(2.82608,8.94292);(-2.71586,8.65216);(-7.74331,5.52432)
16.6002;(-9.33438,-0.0804259);(-4.21164,-3.88456);(-2.8645,-9.06986);(1.30262,-5.00338);(7.73048,-5.53246);(6.47444,0.205564);(7.65793,5.63132);(2.82897,8.94912);(-2.71896,8.65926);(-7.74331,5.52432)
16.6052;(-9.34133,-0.079586);(-4.21714,-3.8874);(-2.8645,-9.06986);(1.30517,-5.00982);(7.73048,-5.53246);(6.48094,0.205185);(7.65793,5.63132);(2.83185,8.95532);(-2.72205,8.66636);(-7.74331,5.52432)
16.6102;(-9.34828,-0.0787462);(-4.22264,-3.89023);(-2.8645,-9.06986);(1.30773,-5.01626);(7.73048,-5.53246);(6.48744,0.204806);(7.65793,5.63132);(2.83473,8.96152);(-2.72515,8.67346);(-7.74331,5.52432)
16.6152;(-9.35523,-0.0779063);(-4.22815,-3.89306);(-2.8645,-9.06986);(1.31029,-5.02271);(7.73048,-5.53246);(6.49394,0.204427);(7.65793,5.63132);(2.83762,8.96772);(-2.72824,8.68055);(-7.74331,5.52432)
16.6202;(-9.36218,-0.0770664);(-4.23365,-3.8959);(-2.8645,-9.06986);(1.31284,-5.02915);(7.73048,-5.53246);(6.50044,0.204049);(7.65793,5.63132);(2.8405,8.97392);(-2.73134,8.68765);(-7.74331,5.52432)
16.6252;(-9.36913,-0.0762266);(-4.23915,-3.89873);(-2.8645,-9.06986);(1.3154,-5.03559);(7.73048,-5.53246);(6.50694,0.20367);(7.65793,5.63132);(2.84338,8.98012);(-2.73443,8.69475);(-7.74331,5.52432)
16.6302;(-9.37609,-0.0753867);(-4.24466,-3.90156);(-2.8645,-9.06986);(1.31796,-5.04203);(7.73048,-5.53246);(6.51344,0.203291);(7.65793,5.63132);(2.84626,8.98632);(-2.73753,8.70185);(-7.74331,5.52432)
16.6352;(-9.38304,-0.0745468);(-4.25016,-3.9044);(-2.8645,-9.06986);(1.32051,-5.04847);(7.73048,-5.53246);(6.51994,0.202912);(7.65793,5.63132);(2.84915,8.99252);(-2.74062,8.70895);(-7.74331,5.52432)
16.6402;(-9.38999,-0.073707);(-4.25566,-3.90723);(-2.8645,-9.06986);(1.32307,-5.05492);(7.73048,-5.53246);(6.52644,0.202533);(7.65793,5.63132);(2.85203,8.99872);(-2.74372,8.71605);(-7.74331,5.52432)
16.6452;(-9.39694,-0.0728671);(-4.26117,-3.91006);(-2.8645,-9.06986);(1.32562,-5.06136);(7.73048,-5.53246);(6.53294,0.202154);(7.65793,5.63132);(2.85491,9.00492);(-2.74681,8.72315);(-7.74331,5.52432)
16.6502;(-9.40389,-0.0720272);(-4.26667,-3.9129);(-2.8645,-9.06986);(1.32818,-5.0678);(7.73048,-5.53246);(6.53944,0.201776);(7.65793,5.63132);(2.8578,9.01112);(-2.74991,8.73025);(-7.74331,5.52432)
16.6552;(-9.41084,-0.0711874);(-4.27217,-3.91573);(-2.8645,-9.06986);(1.33074,-5.07424);(7.73048,-5.53246);(6.54594,0.201397);(7.65793,5.63132);(2.86068,9.01732);(-2.753,8.73735);(-7.74331,5.52432)
16.6602;(-9.41779,-0.0703475);(-4.27767,-3.91856);(-2.8645,-9.06986);(1.33329,-5.08068);(7.73048,-5.53246);(6.55244,0.201018);(7.65793,5.63132);(2.86356,9.02352);(-2.7561,8.74445);(-7.74331,5.52432)
16.6652;(-9.42474,-0.0695076);(-4.28318,-3.9214);(-2.8645,-9.06986);(1.33585,-5.08713);(7.73048,-5.53246);(6.55894,0.200639);(7.65793,5.63132);(2.86645,9.02972);(-2.7592,8.75155);(-7.74331,5.52432)
16.6702;(-9.43169,-0.0686678);(-4.28868,-3.92423);(-2.8645,-9.06986);(1.33841,-5.09357);(7.73048,-5.53246);(6.56545,0.20026);(7.65793,5.63132);(2.86933,9.03592);(-2.76229,8.75865);(-7.74331,5.52432)
16.6752;(-9.43864,-0.0678279);(-4.29418,-3.92706);(-2.8645,-9.06986);(1.34096,-5.10001);(7.73048,-5.53246);(6.57195,0.199881);(7.65793,5.63132);(2.87221,9.04212);(-2.76539,8.76574);(-7.74331,5.52432)
16.6802;(-9.44559,-0.066988);(-4.29969,-3.92989);(-2.8645,-9.06986);(1.34352,-5.10645);(7.73048,-5.53246);(6.57845,0.199502);(7.65793,5.63132);(2.8751,9.04832);(-2.76848,8.77284);(-7.74331,5.52432)
16.6852;(-9.45254,-0.0661482);(-4.30519,-3.93273);(-2.8645,-9.06986);(1.34608,-5.11289);(7.73048,-5.53246);(6.58495,0.199124);(7.65793,5.63132);(2.87798,9.05452);(-2.77158,8.77994);(-7.74331,5.52432)
16.6902;(-9.45949,-0.0653083);(-4.31069,-3.93556);(-2.8645,-9.06986);(1.34863,-5.11934);(7.73048,-5.53246);(6.59145,0.198745);(7.65793,5.63132);(2.88086,9.06072);(-2.77467,8.78704);(-7.74331,5.52432)
16.6952;(-9.46644,-0.0644684);(-4.3162,-3.93839);(-2.8645,-9.06986);(1.35119,-5.12578);(7.73048,-5.53246);(6.59795,0.198366);(7.65793,5.63132);(2.88086,9.06072);(-2.77777,8.79414);(-7.74331,5.52432)
16.7002;(-9.47339,-0.0636286);(-4.3217,-3.94123);(-2.8645,-9.06986);(1.35374,-5.13222);(7.73048,-5.53246);(6.60445,0.197987);(7.65793,5.63132);(2.88086,9.06072);(-2.78086,8.80124);(-7.74331,5.52432)
16.7052;(-9.48034,-0.0627887);(-4.3272,-3.94406);(-2.8645,-9.06986);(1.3563,-5.13866);(7.73048,-5.53246);(6.61095,0.197608);(7.65793,5.63132);(2.88086,9.06072);(-2.78396,8.80834);(-7.74331,5.52432)
16.7102;(-9.48729,-0.0619488);(-4.33271,-3.94689);(-2.8645,-9.06986);(1.35886,-5.14511);(7.73048,-5.53246);(6.61745,0.197229);(7.65793,5.63132);(2.88086,9.06072);(-2.78705,8.81544);(-7.74331,5.52432)
16.7152;(-9.49424,-0.061109);(-4.33821,-3.94972);(-2.8645,-9.06986);(1.36141,-5.15155);(7.73048,-5.53246);(6.62395,0.19685);(7.65793,5.63132);(2.88086,9.06072);(-2.79015,8.82254);(-7.74331,5.52432)
16.7202;(-9.50119,-0.0602691);(-4.34371,-3.95256);(-2.8645,-9.06986);(1.36397,-5.15799);(7.73048,-5.53246);(6.63045,0.196472);(7.65793,5.63132);(2.88086,9.06072);(-2.79324,8.82964);(-7.74331,5.52432)
16.7252;(-9.50814,-0.0594292);(-4.34922,-3.95539);(-2.8645,-9.06986);(1.36653,-5.16443);(7.73048,-5.53246);(6.63695,0.196093);(7.65793,5.63132);(2.88086,9.06072);(-2.79634,8.83674);(-7.74331,5.52432)
16.7302;(-9.50814,-0.0594292);(-4.35472,-3.95822);(-2.8645,-9.06986);(1.36908,-5.17088);(7.73048,-5.53246);(6.64345,0.195714);(7.65793,5.63132);(2.88086,9.06072);(-2.79944,8.84383);(-7.74331,5.52432)
16.7352;(-9.50814,-0.0594292);(-4.36022,-3.96105);(-2.8645,-9.06986);(1.37164,-5.17732);(7.73048,-5.53246);(6.64995,0.195335);(7.65793,5.63132);(2.88086,9.06072);(-2.80253,8.85093);(-7.74331,5.52432)
16.7402;(-9.50814,-0.0594292);(-4.36573,-3.96389);(-2.8645,-9.06986);(1.3742,-5.18376);(7.73048,-5.53246);(6.65646,0.194956);(7.65793,5.63132);(2.88086,9.06072);(-2.80563,8.85803);(-7.74331,5.52432)
16.7452;(-9.50814,-0.0594292);(-4.37123,-3.96672);(-2.8645,-9.06986);(1.37675,-5.19021);(7.73048,-5.53246);(6.66296,0.194577);(7.65793,5.63132);(2.88086,9.06072);(-2.80872,8.86513);(-7.74331,5.52432)
16.7502;(-9.50814,-0.0594292);(-4.37673,-3.96955);(-2.8645,-9.06986);(1.37931,-5.19665);(7.73048,-5.53246);(6.66946,0.194198);(7.65793,5.63132);(2.88086,9.06072);(-2.81182,8.87223);(-7.74331,5.52432)
16.7552;(-9.50814,-0.0594292);(-4.38224,-3.97238);(-2.8645,-9.06986);(1.38186,-5.20309);(7.73048,-5.53246);(6.67596,0.193819);(7.65793,5.63132);(2.88086,9.06072);(-2.81491,8.87933);(-7.74331,5.52432)
16.7602;(-9.50814,-0.0594292);(-4.38774,-3.97522);(-2.8645,-9.06986);(1.38442,-5.20953);(7.73048,-5.53246);(6.68246,0.193441);(7.65793,5.63132);(2.88086,9.06072);(-2.81801,8.88643);(-7.74331,5.52432)
16.7652;(-9.50814,-0.0594292);(-4.39324,-3.97805);(-2.8645,-9.06986);(1.38698,-5.21598);(7.73048,-5.53246);(6.68896,0.193062);(7.65793,5.63132);(2.88086,9.06072);(-2.8211,8.89353);(-7.74331,5.52432)
16.7702;(-9.50814,-0.0594292);(-4.39875,-3.98088);(-2.8645,-9.06986);(1.38953,-5.22242);(7.73048,-5.53246);(6.69546,0.192683);(7.65793,5.63132);(2.88086,9.06072);(-2.8242,8.90063);(-7.74331,5.52432)
16.7752;(-9.50814,-0.0594292);(-4.40425,-3.98371);(-2.8645,-9.06986);(1.39209,-5.22886);(7.73048,-5.53246);(6.70196,0.192304);(7.65793,5.63132);(2.88086,9.06072);(-2.82729,8.90773);(-7.74331,5.52432)
16.7802;(-9.50814,-0.0594292);(-4.40975,-3.98655);(-2.8645,-9.06986);(1.39465,-5.2353);(7.73048,-5.53246);(6.70846,0.191925);(7.65793,5.63132);(2.88086,9.06072);(-2.83039,8.91483);(-7.74331,5.52432)
16.7852;(-9.50814,-0.0594292);(-4.41526,-3.98938);(-2.8645,-9.06986);(1.3972,-5.24175);(7.73048,-5.53246);(6.71496,0.191546);(7.65793,5.63132);(2.88086,9.06072);(-2.83348,8.92193);(-7.74331,5.52432)
16.7902;(-9.50814,-0.0594292);(-4.42076,-3.99221);(-2.8645,-9.06986);(1.39976,-5.24819);(7.73048,-5.53246);(6.72146,0.191167);(7.65793,5.63132);(2.88086,9.06072);(-2.83658,8.92902);(-7.74331,5.52432)
16.7952;(-9.50814,-0.0594292);(-4.42626,-3.99504);(-2.8645,-9.06986);(1.40232,-5.25463);(7.73048,-5.53246);(6.72796,0.190788);(7.65793,5.63132);(2.88086,9.06072);(-2.83968,8.93612);(-7.74331,5.52432)
16.8002;(-9.50814,-0.0594292);(-4.43177,-3.99787);(-2.8645,-9.06986);(1.40487,-5.26107);(7.73048,-5.53246);(6.73446,0.190409);(7.65793,5.63132);(2.88086,9.06072);(-2.84277,8.94322);(-7.74331,5.52432)
16.8052;(-9.50814,-0.0594292);(-4.43727,-4.00071);(-2.8645,-9.06986);(1.40743,-5.26752);(7.73048,-5.53246);(6.74096,0.190031);(7.65793,5.63132);(2.88086,9.06072);(-2.84587,8.95032);(-7.74331,5.52432)
16.8102;(-9.50814,-0.0594292);(-4.44277,-4.00354);(-2.8645,-9.06986);(1.40998,-5.27396);(7.73048,-5.53246);(6.74747,0.189652);(7.65793,5.63132);(2.88086,9.06072);(-2.84896,8.95742);(-7.74331,5.52432)
16.8152;(-9.50814,-0.0594292);(-4.44828,-4.00637);(-2.8645,-9.06986);(1.41254,-5.2804);(7.73048,-5.53246);(6.75397,0.189273);(7.65793,5.63132);(2.88086,9.06072);(-2.85206,8.96452);(-7.74331,5.52432)
16.8202;(-9.50814,-0.0594292);(-4.45378,-4.0092);(-2.8645,-9.06986);(1.4151,-5.28684);(7.73048,-5.53246);(6.76047,0.188894);(7.65793,5.63132);(2.88086,9.06072);(-2.85515,8.97162);(-7.74331,5.52432)
16.8252;(-9.50814,-0.0594292);(-4.45929,-4.01203);(-2.8645,-9.06986);(1.41765,-5.29329);(7.73048,-5.53246);(6.76697,0.188515);(7.65793,5.63132);(2.88086,9.06072);(-2.85825,8.97872);(-7.74331,5.52432)
16.8302;(-9.50814,-0.0594292);(-4.46479,-4.01487);(-2.8645,-9.06986);(1.42021,-5.29973);(7.73048,-5.53246);(6.77347,0.188136);(7.65793,5.63132);(2.88086,9.06072);(-2.86134,8.98582);(-7.74331,5.52432)
16.8352;(-9.50814,-0.0594292);(-4.47029,-4.0177);(-2.8645,-9.06986);(1.42277,-5.30617);(7.73048,-5.53246);(6.77997,0.187757);(7.65793,5.63132);(2.88086,9.06072);(-2.86444,8.99292);(-7.74331,5.52432)
16.8402;(-9.50814,-0.0594292);(-4.4758,-4.02053);(-2.8645,-9.06986);(1.42532,-5.31262);(7.73048,-5.53246);(6.78647,0.187378);(7.65793,5.63132);(2.88086,9.06072);(-2.86753,9.00002);(-7.74331,5.52432)
16.8452;(-9.50814,-0.0594292);(-4.4813,-4.02336);(-2.8645,-9.06986);(1.42788,-5.31906);(7.73048,-5.53246);(6.79297,0.186999);(7.65793,5.63132);(2.88086,9.06072);(-2.87063,9.00712);(-7.74331,5.52432)
16.8502;(-9.50814,-0.0594292);(-4.4868,-4.02619);(-2.8645,-9.06986);(1.43043,-5.3255);(7.73048,-5.53246);(6.79947,0.18662);(7.65793,5.63132);(2.88086,9.06072);(-2.87372,9.01421);(-7.74331,5.52432)
16.8552;(-9.50814,-0.0594292);(-4.49231,-4.02903);(-2.8645,-9.06986);(1.43299,-5.33194);(7.73048,-5.53246);(6.80597,0.186242);(7.65793,5.63132);(2.88086,9.06072);(-2.87682,9.02131);(-7.74331,5.52432)
